&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    24 00 0  F                 196
DEFANT     4    6  H    24 00 0  F                 523
DEFANT     6    7  H    24 00 0  F                 944
DEFANT     7    8  H    24 00 0  F                 968
DEFANT     8    9  H    24 00 0  F                1077
DEFANT     9   10  H    24 00 0  F                 957
DEFANT    10   11  H    24 00 0  F                1037
DEFANT    11   12  H    24 00 0  F                1372
DEFANT    12   17  H    24 00 0  F                1548
DEFANT    14   15  H    24 00 0  F                  71
DEFANT    15   16  H    24 00 0  F                 103
DEFANT    16   17  H    22 00 0  F                 125
DEFANT    16   17  H    23 00 0  F                 112
DEFANT    16   17  H    24 00 0  F                  94
DEFANT    17   18  H    24 00 0  F                1901
DEFANT    18   34  H    24 00 0  F                1202
DEFANT    20   21  H    24 00 0  F                 144
DEFANT    21   24  H    24 00 0  F                 262
DEFANT    24   31  H    24 00 0  F                 107
DEFANT    25   26  H    24 00 0  F                 139
DEFANT    26   27  H    24 00 0  F                 179
DEFANT    27   28  H    24 00 0  F                 165
DEFANT    28   31  H    24 00 0  F                 185
DEFANT    29  203  H    24 00 0  F                 212
DEFANT    30   31  H    24 00 0  F                 879
DEFANT    31   32  H    24 00 0  F                 933
DEFANT    32   33  H    24 00 0  F                 887
DEFANT    33   34  H    24 00 0  F                1985
DEFANT    34   45  H    24 00 0  F                3319
DEFANT    37   38  H    24 00 0  F                 404
DEFANT    38   39  H    24 00 0  F                 445
DEFANT    39   40  H    24 00 0  F                 577
DEFANT    40   42  H    24 00 0  F                 662
DEFANT    42   43  H    24 00 0  F                 758
DEFANT    43   45  H    24 00 0  F                 190
DEFANT    45   46  H    24 00 0  F                3304
DEFANT    46   66  H    23 00 0  F                3929
DEFANT    46   66  H    24 00 0  F                3909
DEFANT    47   48  H    24 00 0  F                  60
DEFANT    48   49  H    24 00 0  F                  56
DEFANT    49  249  H    24 00 0  F                 109
DEFANT    50   51  H    24 00 0  F                 181
DEFANT    51   52  H    24 00 0  F                 235
DEFANT    52   61  H    24 00 0  F                 233
DEFANT    57   61  H    24 00 0  F                 120
DEFANT    61   62  H    24 00 0  F                 512
DEFANT    62   63  H    24 00 0  F                 483
DEFANT    63   66  H    23 00 0  F                 618
DEFANT    63   66  H    24 00 0  F                 623
DEFANT    71   72  H    24 00 0  F                  68
DEFANT    72   73  H    24 00 0  F                  68
DEFANT    73   77  H    24 00 0  F                  15
DEFANT    74   76  H    24 00 0  F                 640
DEFANT    76   77  H    24 00 0  F                1107
DEFANT    77   78  H    24 00 0  F                 771
DEFANT    78   82  H    24 00 0  F                 694
DEFANT    82   83  H    24 00 0  F                1058
DEFANT    86   91  H    24 00 0  F                 240
DEFANT    89   90  H    24 00 0  F                  13
DEFANT    90   91  H    24 00 0  F                  23
DEFANT    91   92  H    24 00 0  F                 270
DEFANT    92  103  H    24 00 0  F                 444
DEFANT    93   94  H    24 00 0  F                  46
DEFANT    94  103  H    24 00 0  F                  46
DEFANT    97   98  H    24 00 0  F                   4
DEFANT    98   99  H    24 00 0  F                  10
DEFANT   101  102  H    24 00 0  F                  22
DEFANT   107   37  H    23 00 0  F                  77
DEFANT   110  111  H    24 00 0  F                  13
DEFANT   111  112  H    24 00 0  F                 114
DEFANT   112  113  H    24 00 0  F                 106
DEFANT   113  114  H    24 00 0  F                 186
DEFANT   120  123  H    22 00 0  F                   4
DEFANT   120  123  H    24 00 0  F                  27
DEFANT   121  122  H    24 00 0  F                  31
DEFANT   122  123  H    21 00 0  F                  33
DEFANT   122  123  H    24 00 0  F                  32
DEFANT   123  125  H    24 00 0  F                 186
DEFANT   125  129  H    23 00 0  F                 209
DEFANT   125  129  H    24 00 0  F                 330
DEFANT   126  127  H    24 00 0  F                  90
DEFANT   127  129  H    24 00 0  F                 184
DEFANT   129  130  H    24 00 0  F                 302
DEFANT   134  135  H    24 00 0  F                 306
DEFANT   135  141  H    24 00 0  F                 293
DEFANT   139  141  H    23 00 0  F                 403
DEFANT   139  141  H    24 00 0  F                 378
DEFANT   141  143  H    24 00 0  F                1943
DEFANT   143  144  H    24 00 0  F                2262
DEFANT   148  154  H    20 00 0  F                 137
DEFANT   148  154  H    21 00 0  F                 412
DEFANT   148  154  H    22 00 0  F                 548
DEFANT   148  154  H    23 00 0  F                 664
DEFANT   148  154  H    24 00 0  F                 665
DEFANT   153   46  H    24 00 0  F                 119
DEFANT   155  156  H    24 00 0  F                 411
