&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    10 00 0  F                  70
DEFANT     4    6  H    10 00 0  F                 119
DEFANT     6    7  H    10 00 0  F                1054
DEFANT     7    8  H    10 00 0  F                1042
DEFANT     8    9  H    10 00 0  F                1286
DEFANT     9   10  H    10 00 0  F                1101
DEFANT    10   11  H    10 00 0  F                1090
DEFANT    11   12  H    10 00 0  F                1164
DEFANT    12   17  H    10 00 0  F                1348
DEFANT    14   15  H    10 00 0  F                  13
DEFANT    15   16  H    10 00 0  F                  20
DEFANT    16   17  H    08 00 0  F                  23
DEFANT    16   17  H    09 00 0  F                  22
DEFANT    16   17  H    10 00 0  F                  31
DEFANT    17   18  H    10 00 0  F                1573
DEFANT    18   34  H    10 00 0  F                1312
DEFANT    20   21  H    10 00 0  F                  85
DEFANT    21   24  H    10 00 0  F                  78
DEFANT    24   31  H    10 00 0  F                 526
DEFANT    25   26  H    10 00 0  F                 130
DEFANT    26   27  H    10 00 0  F                 140
DEFANT    27   28  H    10 00 0  F                 137
DEFANT    28   31  H    10 00 0  F                 148
DEFANT    29  203  H    10 00 0  F                  59
DEFANT    30   31  H    10 00 0  F                 202
DEFANT    31   32  H    10 00 0  F                1142
DEFANT    32   33  H    10 00 0  F                1302
DEFANT    33   34  H    10 00 0  F                1576
DEFANT    34   45  H    10 00 0  F                3101
DEFANT    37   38  H    10 00 0  F                 157
DEFANT    38   39  H    10 00 0  F                 183
DEFANT    39   40  H    10 00 0  F                 205
DEFANT    40   42  H    10 00 0  F                 202
DEFANT    42   43  H    10 00 0  F                 183
DEFANT    43   45  H    10 00 0  F                 175
DEFANT    45   46  H    10 00 0  F                3400
DEFANT    46   66  H    09 00 0  F                4079
DEFANT    46   66  H    10 00 0  F                4245
DEFANT    47   48  H    10 00 0  F                 105
DEFANT    48   49  H    10 00 0  F                 106
DEFANT    49  249  H    10 00 0  F                 100
DEFANT    50   51  H    10 00 0  F                 183
DEFANT    51   52  H    10 00 0  F                 157
DEFANT    52   61  H    10 00 0  F                 158
DEFANT    57   61  H    10 00 0  F                  80
DEFANT    61   62  H    10 00 0  F                 401
DEFANT    62   63  H    10 00 0  F                 433
DEFANT    63   66  H    09 00 0  F                 545
DEFANT    63   66  H    10 00 0  F                 582
DEFANT    71   72  H    10 00 0  F                   9
DEFANT    72   73  H    10 00 0  F                   7
DEFANT    73   77  H    10 00 0  F                  15
DEFANT    74   76  H    10 00 0  F                 329
DEFANT    76   77  H    10 00 0  F                 392
DEFANT    77   78  H    10 00 0  F                 431
DEFANT    78   82  H    10 00 0  F                 566
DEFANT    82   83  H    10 00 0  F                 406
DEFANT    86   91  H    10 00 0  F                  30
DEFANT    89   90  H    10 00 0  F                 134
DEFANT    90   91  H    10 00 0  F                 201
DEFANT    91   92  H    10 00 0  F                 130
DEFANT    92  103  H    10 00 0  F                 775
DEFANT    93   94  H    10 00 0  F                   0
DEFANT    94  103  H    10 00 0  F                 100
DEFANT    97   98  H    10 00 0  F                 199
DEFANT    98   99  H    10 00 0  F                 274
DEFANT   101  102  H    10 00 0  F                 258
DEFANT   107   37  H    09 00 0  F                  70
DEFANT   110  111  H    10 00 0  F                  12
DEFANT   111  112  H    10 00 0  F                  36
DEFANT   112  113  H    10 00 0  F                  15
DEFANT   113  114  H    10 00 0  F                 100
DEFANT   120  123  H    08 00 0  F                  46
DEFANT   120  123  H    09 00 0  F                  38
DEFANT   120  123  H    10 00 0  F                  10
DEFANT   121  122  H    10 00 0  F                  93
DEFANT   122  123  H    07 00 0  F                 120
DEFANT   122  123  H    10 00 0  F                  74
DEFANT   123  125  H    10 00 0  F                 159
DEFANT   125  129  H    09 00 0  F                  80
DEFANT   125  129  H    10 00 0  F                 195
DEFANT   126  127  H    10 00 0  F                  19
DEFANT   127  129  H    10 00 0  F                  46
DEFANT   129  130  H    10 00 0  F                  94
DEFANT   134  135  H    10 00 0  F                  26
DEFANT   135  141  H    10 00 0  F                  36
DEFANT   139  141  H    09 00 0  F                  63
DEFANT   139  141  H    10 00 0  F                  69
DEFANT   141  143  H    10 00 0  F                 202
DEFANT   143  144  H    10 00 0  F                 265
DEFANT   148  154  H    06 00 0  F                  50
DEFANT   148  154  H    07 00 0  F                  53
DEFANT   148  154  H    08 00 0  F                  51
DEFANT   148  154  H    09 00 0  F                  50
DEFANT   148  154  H    10 00 0  F                  47
DEFANT   153   46  H    10 00 0  F                  82
DEFANT   155  156  H    10 00 0  F                  74
DEFANT   156  169  H    27 00 0  F                 405
DEFANT   156  169  H    28 00 0  F                 413
DEFANT   156  169  H    29 00 0  F                 410
DEFANT   156  169  H    30 00 0  F                 399
DEFANT   156  169  H    31 00 0  F                 406
DEFANT   156  169  H    01 00 0  F                 396
DEFANT   156  169  H    02 00 0  F                 406
DEFANT   156  169  H    03 00 0  F                 407
DEFANT   156  169  H    06 00 0  F                 409
DEFANT   156  169  H    07 00 0  F                 406
DEFANT   156  169  H    08 00 0  F                 398
DEFANT   156  169  H    09 00 0  F                 397
DEFANT   156  169  H    10 00 0  F                 410
DEFANT   162  169  H    27 00 0  F                  35
DEFANT   162  169  H    29 00 0  F                  44
DEFANT   162  169  H    30 00 0  F                  22
DEFANT   162  169  H    31 00 0  F                  35
DEFANT   162  169  H    05 00 0  F                  22
DEFANT   162  169  H    07 00 0  F                  35
DEFANT   162  169  H    09 00 0  F                  34
DEFANT   162  169  H    10 00 0  F                  37
DEFANT   169  172  H    08 00 0  F                1329
DEFANT   169  172  H    09 00 0  F                1334
DEFANT   169  172  H    10 00 0  F                1343
DEFANT   172  173  H    10 00 0  F                1427
DEFANT   175  178  H    10 00 0  F                1071
DEFANT   192  193  H    10 00 0  F                  30
DEFANT   193  141  H    09 00 0  F                  28
DEFANT   203   30  H    10 00 0  F                  73
DEFANT   204  280  H    10 00 0  F                2324
DEFANT   228  229  H    06 00 0  F                 714
DEFANT   228  229  H    07 00 0  F                 740
DEFANT   228  229  H    08 00 0  F                 775
DEFANT   228  229  H    09 00 0  F                 771
DEFANT   228  229  H    10 00 0  F                 872
DEFANT   229  230  H    10 00 0  F                1361
DEFANT   241   34  H    10 00 0  F                 110
DEFANT   249   50  H    10 00 0  F                 105
DEFANT   251  252  H    10 00 0  F                 627
DEFANT   252  253  H    10 00 0  F                 652
DEFANT   253  257  H    10 00 0  F                 629
DEFANT   257  261  H    09 00 0  F                 800
DEFANT   257  261  H    10 00 0  F                 863
DEFANT   261  267  H    08 00 0  F                 792
DEFANT   261  267  H    09 00 0  F                 771
DEFANT   261  267  H    10 00 0  F                 726
DEFANT   262  241  H    10 00 0  F                 103
DEFANT   267  275  H    08 00 0  F                1781
DEFANT   267  275  H    09 00 0  F                1626
DEFANT   267  275  H    10 00 0  F                1558
DEFANT   280  284  H    10 00 0  F                2253
DEFANT   285  287  H    10 00 0  F               19327
DEFANT   290   34  H    10 00 0  F                  69
DEFANT   311  312  H    10 00 0  F                  74
DEFANT   312  315  H    10 00 0  F                  76
DEFANT   315   34  H    10 00 0  F                  66
DEFANT    66    1  S    10  0 0  F                4647
DEFANT    66    1  S    10  0 1  F                4646
DEFANT    66    1  S    10  1 0  F                4583
DEFANT    66    1  S    10  1 1  F                4581
DEFANT    66    1  S    10  2 0  F                4543
DEFANT    66    1  S    10  2 1  F                4542
DEFANT    66    1  S    10  3 0  F                4520
DEFANT    66    1  S    10  3 1  F                4519
DEFANT    66    1  S    10  4 0  F                4516
DEFANT    66    1  S    10  4 1  F                4515
DEFANT    66    1  S    10  5 0  F                4553
DEFANT    66    1  S    10  5 1  F                4552
DEFANT    66    1  S    10  6 0  F                4634
DEFANT    66    1  S    10  6 1  F                4633
DEFANT    66    1  S    10  7 0  F                4709
DEFANT    66    1  S    10  7 1  F                4709
DEFANT    66    1  S    10  8 0  F                4770
DEFANT    66    1  S    10  8 1  F                4769
DEFANT    66    1  S    10  9 0  F                4830
DEFANT    66    1  S    10  9 1  F                4829
DEFANT    66    1  S    10 10 0  F                4890
DEFANT    66    1  S    10 10 1  F                4890
DEFANT    66    1  S    10 11 0  F                4969
DEFANT    66    1  S    10 11 1  F                4969
DEFANT    66    1  S    10 12 0  F                4970
DEFANT    66    1  S    10 12 1  F                4970
DEFANT    66    1  S    10 13 0  F                4884
DEFANT    66    1  S    10 13 1  F                4884
DEFANT    66    1  S    10 14 0  F                4843
DEFANT    66    1  S    10 14 1  F                4994
DEFANT    66    1  S    10 15 0  F                5313
DEFANT    66    1  S    10 15 1  F                5477
DEFANT    66    1  S    10 16 0  F                5505
DEFANT    66    1  S    10 16 1  F                5893
DEFANT    66    1  S    10 17 0  F                5935
DEFANT    66    1  S    10 17 1  F                6814
DEFANT    66    1  S    10 18 0  F                7134
DEFANT    66    1  S    10 18 1  F                7141
DEFANT    66    1  S    10 19 0  F                7187
DEFANT    66    1  S    10 19 1  F                7193
DEFANT    66    1  S    10 20 0  F                7069
DEFANT    66    1  S    10 20 1  F                7073
DEFANT    66    1  S    10 21 0  F                6956
DEFANT    66    1  S    10 21 1  F                6907
DEFANT    66    1  S    10 22 0  F                6372
DEFANT    66    1  S    10 22 1  F                5362
DEFANT    66    1  S    10 23 0  F                4824
DEFANT    66    1  S    10 23 1  F                4822
DEFANT    83    1  S    10  0 0  F                 200
DEFANT    83    1  S    10  0 1  F                 200
DEFANT    83    1  S    10  1 0  F                 200
DEFANT    83    1  S    10  1 1  F                 200
DEFANT    83    1  S    10  2 0  F                 200
DEFANT    83    1  S    10  2 1  F                 200
DEFANT    83    1  S    10  3 0  F                 200
DEFANT    83    1  S    10  3 1  F                 200
DEFANT    83    1  S    10  4 0  F                 200
DEFANT    83    1  S    10  4 1  F                 200
DEFANT    83    1  S    10  5 0  F                 445
DEFANT    83    1  S    10  5 1  F                 446
DEFANT    83    1  S    10  6 0  F                 446
DEFANT    83    1  S    10  6 1  F                 447
DEFANT    83    1  S    10  7 0  F                 447
DEFANT    83    1  S    10  7 1  F                 448
DEFANT    83    1  S    10  8 0  F                 448
DEFANT    83    1  S    10  8 1  F                 449
DEFANT    83    1  S    10  9 0  F                 449
DEFANT    83    1  S    10  9 1  F                 449
DEFANT    83    1  S    10 10 0  F                 450
DEFANT    83    1  S    10 10 1  F                 450
DEFANT    83    1  S    10 11 0  F                 450
DEFANT    83    1  S    10 11 1  F                 450
DEFANT    83    1  S    10 12 0  F                 450
DEFANT    83    1  S    10 12 1  F                 450
DEFANT    83    1  S    10 13 0  F                 450
DEFANT    83    1  S    10 13 1  F                 450
DEFANT    83    1  S    10 14 0  F                 450
DEFANT    83    1  S    10 14 1  F                 450
DEFANT    83    1  S    10 15 0  F                 268
DEFANT    83    1  S    10 15 1  F                 268
DEFANT    83    1  S    10 16 0  F                 268
DEFANT    83    1  S    10 16 1  F                 268
DEFANT    83    1  S    10 17 0  F                 268
DEFANT    83    1  S    10 17 1  F                 268
DEFANT    83    1  S    10 18 0  F                 268
DEFANT    83    1  S    10 18 1  F                 267
DEFANT    83    1  S    10 19 0  F                 267
DEFANT    83    1  S    10 19 1  F                 267
DEFANT    83    1  S    10 20 0  F                 267
DEFANT    83    1  S    10 20 1  F                 267
DEFANT    83    1  S    10 21 0  F                 267
DEFANT    83    1  S    10 21 1  F                 266
DEFANT    83    1  S    10 22 0  F                 266
DEFANT    83    1  S    10 22 1  F                 266
DEFANT    83    1  S    10 23 0  F                 266
DEFANT    83    1  S    10 23 1  F                 266
