& CONDICOES INICIAIS DAS UNIDADES                
&
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
  1  ANGRA 1        1    1       640.00   2160  0  0
  4  ST.CRUZ 34     3    0         0.00  16772  0  0
  4  ST.CRUZ 34     4    0         0.00  16772  0  0
  9  R.SILVEIRA     1    0         0.00  16772  0  0
  9  R.SILVEIRA     2    0         0.00  16772  0  0
 12  CUIABA G CC    1    0         0.00    120  0  0
 12  CUIABA G CC    2    0         0.00    624  0  0
 12  CUIABA G CC    3    0         0.00    648  0  0
 13  ANGRA 2        1    1      1350.00    690  0  0
 15  LINHARES       1    1        51.00   1152  0  0
 15  LINHARES       2    1        51.00   1152  0  0
 15  LINHARES       3    1        51.00   1152  0  0
 15  LINHARES       4    1        43.00   1152  0  0
 21  MARANHAO V     1    1       337.60    264  0  0
 24  J.LACERDA C    7    1       330.00    312  0  0
 25  J.LACERDA B    5    1       131.00   2088  0  0
 25  J.LACERDA B    6    1        89.00   2288  1  0
 26  J.LACERDA A1   1    1        35.00    372  0  0
 26  J.LACERDA A1   2    1        45.00    443  1  0
 27  J.LACERDA A2   3    1        66.00    480  0  0
 27  J.LACERDA A2   4    1        44.00    144  0  0
 28  FIGUEIRA       1    0         0.00  16772  0  0
 28  FIGUEIRA       3    0         0.00  16772  0  0
 35  URUGUAIANA     1    0         0.00  16772  0  0
 35  URUGUAIANA     2    0         0.00  16772  0  0
 35  URUGUAIANA     3    0         0.00  16772  0  0
 36  MARANHAO IV    1    1       337.60   2424  0  0
 42  FORTALEZA      1    0         0.00  15265  0  0
 42  FORTALEZA      2    0         0.00  15265  0  0
 42  FORTALEZA      3    0         0.00   1896  0  0
 43  TERMOBAHIA     1    1       174.00   1320  0  0
 46  N.VENECIA 2    1    1       178.00    288  0  0
 47  TERMORIO       1    1       330.00    658  0  0
 47  TERMORIO       2    0         0.00    669  1  0
 47  TERMORIO       3    0         0.00   1536  0  0
 47  TERMORIO       4    0         0.00    658  0  0
 47  TERMORIO       5    0         0.00  14494  0  0
 47  TERMORIO       6    0         0.00    864  0  0
 47  TERMORIO       7    0         0.00   5184  0  0
 47  TERMORIO       8    0         0.00  14494  0  0
 47  TERMORIO       9    0         0.00   6190  0  0
 47  TERMORIO      10    0         0.00  14494  0  0
 47  TERMORIO      11    0         0.00   5232  0  0
 47  TERMORIO      12    0         0.00   1071  0  0
 47  TERMORIO      13    0         0.00    953  0  0
 47  TERMORIO      14    0         0.00   6360  0  0
 47  TERMORIO      15    0         0.00   6362  0  0
 47  TERMORIO      16    0         0.00    864  0  0
 47  TERMORIO      17    0         0.00   5158  1  0
 47  TERMORIO      18    0         0.00   2003  1  0
 47  TERMORIO      19    0         0.00   9264  0  0
 47  TERMORIO      20    0         0.00   8688  0  0
 47  TERMORIO      21    0         0.00   1632  0  0
 47  TERMORIO      22    0         0.00   4601  1  0
 47  TERMORIO      23    0         0.00  11496  1  0
 47  TERMORIO      24    0         0.00  14494  0  0
 47  TERMORIO      25    0         0.00  14494  0  0
 47  TERMORIO      26    0         0.00  14494  0  0
 47  TERMORIO      27    0         0.00   4766  1  0
 47  TERMORIO      28    0         0.00  14494  0  0
 47  TERMORIO      29    0         0.00  14494  0  0
 47  TERMORIO      30    0         0.00  14494  0  0
 47  TERMORIO      31    0         0.00   3775  0  0
 48  ARAUCARIA      1    0         0.00  12190  1  0
 48  ARAUCARIA      2    0         0.00      0  0  0
 48  ARAUCARIA      3    0         0.00    362  1  0
 49  VIANA          3    0         0.00    950  0  0
 49  VIANA          4    0         0.00   1246  1  0
 49  VIANA          1    0         0.00    611  0  0
 49  VIANA          2    1       174.60    447  1  0
 50  PIRAT.12 G     1    0         0.00  16772  0  0
 50  PIRAT.12 G     2    0         0.00  16772  0  0
 52  CAMPINA GDE    1    1        31.00     89  0  0
 52  CAMPINA GDE    2    1        31.00     92  0  0
 52  CAMPINA GDE    3    1        31.00     76  0  0
 52  CAMPINA GDE    4    1        42.00    144  0  0
 53  GLOBAL I       1    0         0.00    811  0  0
 53  GLOBAL I       2    0         0.00    846  0  0
 53  GLOBAL I       3    0         0.00  12864  0  0
 53  GLOBAL I       4    0         0.00  12864  0  0
 53  GLOBAL I       5    0         0.00    705  0  0
 53  GLOBAL I       6    0         0.00    840  1  0
 53  GLOBAL I       7    0         0.00   6481  0  0
 53  GLOBAL I       8    0         0.00    593  0  0
 53  GLOBAL I       9    0         0.00    624  1  0
 53  GLOBAL I      10    0         0.00    290  0  0
 53  GLOBAL I      11    1       132.00    272  1  0
 54  JUIZ DE FORA   1    1        43.94    456  0  0
 54  JUIZ DE FORA   2    1        40.06    432  0  0
 55  GLOBAL II      1    0         0.00    705  0  0
 55  GLOBAL II      2    0         0.00    586  1  0
 55  GLOBAL II      3    0         0.00    838  0  0
 55  GLOBAL II      4    0         0.00    962  0  0
 55  GLOBAL II      5    0         0.00  12864  0  0
 55  GLOBAL II      6    0         0.00  12864  0  0
 55  GLOBAL II      7    0         0.00    289  1  0
 55  GLOBAL II      8    0         0.00    592  0  0
 55  GLOBAL II      9    0         0.00    269  1  0
 55  GLOBAL II     10    0         0.00    322  1  0
 55  GLOBAL II     11    1       132.00    269  1  0
 57  MARACANAU I    1    1        20.50    120  0  0
 57  MARACANAU I    2    0         0.00    765  1  0
 57  MARACANAU I    3    1        20.50    144  0  0
 57  MARACANAU I    4    1        20.50    135  1  0
 57  MARACANAU I    5    0         0.00   3119  1  0
 57  MARACANAU I    6    0         0.00    120  0  0
 57  MARACANAU I    7    1        19.50    302  0  0
 57  MARACANAU I    8    0         0.00    264  0  0
 58  TERMOCEARA     1    0         0.00   5250  0  0
 58  TERMOCEARA     2    0         0.00   5207  0  0
 58  TERMOCEARA     3    0         0.00   5214  1  0
 58  TERMOCEARA     4    0         0.00  13776  1  0
 60  NORTEFLU       1    0         0.00  20031  0  0
 60  NORTEFLU       2    0         0.00  20031  0  0
 60  NORTEFLU       3    0         0.00  20031  0  0
 60  NORTEFLU       4    0         0.00   2376  0  0
 60  NORTEFLU       5    0         0.00   3888  0  0
 60  NORTEFLU       6    0         0.00   4473  1  0
 60  NORTEFLU       7    1       826.00   2376  0  0
 62  SEROPEDICA     1    0         0.00   1505  1  0
 62  SEROPEDICA     2    0         0.00   5214  0  0
 62  SEROPEDICA     3    0         0.00   4846  1  0
 62  SEROPEDICA     4    0         0.00   1718  1  0
 62  SEROPEDICA     5    0         0.00   1528  0  0
 62  SEROPEDICA     6    0         0.00   1176  0  0
 62  SEROPEDICA     7    0         0.00   1194  0  0
 62  SEROPEDICA     8    1       353.00   1176  0  0
 63  IBIRITE        1    1       226.00   1488  0  0
 64  CANOAS         1    1       248.57    114  0  0
 67  TERMONE        1    1        49.95    276  1  0
 67  TERMONE        2    1        54.97    276  1  0
 67  TERMONE        3    1        54.09    276  1  0
 68  TRES LAGOAS    1    0         0.00    735  0  0
 68  TRES LAGOAS    2    0         0.00  11735  0  0
 68  TRES LAGOAS    3    0         0.00  16440  0  0
 68  TRES LAGOAS    4    0         0.00   1428  0  0
 68  TRES LAGOAS    5    0         0.00  14400  1  0
 68  TRES LAGOAS    6    0         0.00   5563  1  0
 68  TRES LAGOAS    7    0         0.00  14400  0  0
 68  TRES LAGOAS    8    0         0.00   7416  0  0
 68  TRES LAGOAS    9    0         0.00   1343  0  0
 68  TRES LAGOAS   10    0         0.00   7278  0  0
 68  TRES LAGOAS   11    0         0.00   7368  0  0
 68  TRES LAGOAS   12    0         0.00  14376  0  0
 68  TRES LAGOAS   13    1       270.00    735  0  0
 68  TRES LAGOAS   14    0         0.00   7056  0  0
 68  TRES LAGOAS   15    0         0.00   5854  1  0
 69  TERMOPB        1    1        49.95    276  1  0
 69  TERMOPB        2    1        46.97    276  1  0
 69  TERMOPB        3    1        54.09    276  1  0
 70  GERAMAR II     1    1        43.60    442  0  0
 70  GERAMAR II     2    1        34.90    442  0  0
 70  GERAMAR II     3    1        36.90    442  0  0
 70  GERAMAR II     4    1        43.60    442  0  0
 73  GERAMAR I      1    1        43.60    442  0  0
 73  GERAMAR I      2    1        43.65    442  1  0
 73  GERAMAR I      3    1        36.85    442  1  0
 73  GERAMAR I      4    1        34.90    442  0  0
 83  VALE DO ACU    1    1       110.00   1320  0  0
 83  VALE DO ACU    2    0         0.00  10253  0  0
 86  ST.CRUZ NOVA  11    1       175.00     48  0  0
 86  ST.CRUZ NOVA  21    1       175.00    984  0  0
 90  TERMOMACAE     1    0         0.00   1286  0  0
 90  TERMOMACAE     2    0         0.00  16440  0  0
 90  TERMOMACAE     3    0         0.00   6823  1  0
 90  TERMOMACAE     4    0         0.00   6445  0  0
 90  TERMOMACAE     5    0         0.00  16440  0  0
 90  TERMOMACAE     6    0         0.00   5471  0  0
 90  TERMOMACAE     7    0         0.00  16440  0  0
 90  TERMOMACAE     8    0         0.00  16440  0  0
 90  TERMOMACAE     9    0         0.00   1464  1  0
