&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    19 00 0  F                  83
DEFANT     4    6  H    19 00 0  F                 119
DEFANT     6    7  H    19 00 0  F                 787
DEFANT     7    8  H    19 00 0  F                 930
DEFANT     8    9  H    19 00 0  F                 944
DEFANT     9   10  H    19 00 0  F                 960
DEFANT    10   11  H    19 00 0  F                1028
DEFANT    11   12  H    19 00 0  F                 972
DEFANT    12   17  H    19 00 0  F                1117
DEFANT    14   15  H    19 00 0  F                  10
DEFANT    15   16  H    19 00 0  F                  16
DEFANT    16   17  H    17 00 0  F                  19
DEFANT    16   17  H    19 00 0  F                  47
DEFANT    17   18  H    19 00 0  F                1182
DEFANT    18   34  H    19 00 0  F                1344
DEFANT    20   21  H    19 00 0  F                  26
DEFANT    21   24  H    19 00 0  F                 160
DEFANT    24   31  H    19 00 0  F                 317
DEFANT    25   26  H    19 00 0  F                 126
DEFANT    26   27  H    19 00 0  F                 147
DEFANT    27   28  H    19 00 0  F                 105
DEFANT    28   31  H    19 00 0  F                 123
DEFANT    29  203  H    19 00 0  F                  81
DEFANT    30   31  H    19 00 0  F                 232
DEFANT    31   32  H    19 00 0  F                 859
DEFANT    32   33  H    19 00 0  F                 868
DEFANT    33   34  H    19 00 0  F                1335
DEFANT    34   45  H    19 00 0  F                2632
DEFANT    37   38  H    19 00 0  F                 134
DEFANT    38   39  H    19 00 0  F                 143
DEFANT    39   40  H    19 00 0  F                 164
DEFANT    40   42  H    19 00 0  F                 254
DEFANT    42   43  H    19 00 0  F                 242
DEFANT    43   45  H    19 00 0  F                 177
DEFANT    45   46  H    19 00 0  F                2776
DEFANT    46   66  H    18 00 0  F                2912
DEFANT    46   66  H    19 00 0  F                2997
DEFANT    47   48  H    19 00 0  F                  94
DEFANT    48   49  H    19 00 0  F                  96
DEFANT    49  249  H    19 00 0  F                 100
DEFANT    50   51  H    19 00 0  F                 176
DEFANT    51   52  H    19 00 0  F                 160
DEFANT    52   61  H    19 00 0  F                 164
DEFANT    57   61  H    19 00 0  F                 192
DEFANT    61   62  H    19 00 0  F                 524
DEFANT    62   63  H    19 00 0  F                 514
DEFANT    63   66  H    18 00 0  F                 610
DEFANT    63   66  H    19 00 0  F                 630
DEFANT    71   72  H    19 00 0  F                  17
DEFANT    72   73  H    19 00 0  F                  15
DEFANT    73   77  H    19 00 0  F                  15
DEFANT    74   76  H    19 00 0  F                 714
DEFANT    76   77  H    19 00 0  F                 892
DEFANT    77   78  H    19 00 0  F                1233
DEFANT    78   82  H    19 00 0  F                1302
DEFANT    82   83  H    19 00 0  F                1296
DEFANT    86   91  H    19 00 0  F                 457
DEFANT    89   90  H    19 00 0  F                  97
DEFANT    90   91  H    19 00 0  F                  42
DEFANT    91   92  H    19 00 0  F                 679
DEFANT    92  103  H    19 00 0  F                 526
DEFANT    93   94  H    19 00 0  F                  95
DEFANT    94  103  H    19 00 0  F                 117
DEFANT    97   98  H    19 00 0  F                  22
DEFANT    98   99  H    19 00 0  F                  51
DEFANT   101  102  H    19 00 0  F                  76
DEFANT   107   37  H    18 00 0  F                  81
DEFANT   110  111  H    19 00 0  F                  13
DEFANT   111  112  H    19 00 0  F                 158
DEFANT   112  113  H    19 00 0  F                 189
DEFANT   113  114  H    19 00 0  F                 293
DEFANT   120  123  H    17 00 0  F                  39
DEFANT   120  123  H    18 00 0  F                  40
DEFANT   120  123  H    19 00 0  F                  17
DEFANT   121  122  H    19 00 0  F                 104
DEFANT   122  123  H    16 00 0  F                 120
DEFANT   122  123  H    17 00 0  F                 121
DEFANT   122  123  H    18 00 0  F                 119
DEFANT   122  123  H    19 00 0  F                  72
DEFANT   123  125  H    19 00 0  F                 192
DEFANT   125  129  H    18 00 0  F                  98
DEFANT   125  129  H    19 00 0  F                 164
DEFANT   126  127  H    19 00 0  F                  22
DEFANT   127  129  H    19 00 0  F                  50
DEFANT   129  130  H    19 00 0  F                  56
DEFANT   134  135  H    19 00 0  F                  30
DEFANT   135  141  H    19 00 0  F                  37
DEFANT   139  141  H    18 00 0  F                  52
DEFANT   139  141  H    19 00 0  F                  53
DEFANT   141  143  H    19 00 0  F                 174
DEFANT   143  144  H    19 00 0  F                 124
DEFANT   148  154  H    15 00 0  F                  52
DEFANT   148  154  H    16 00 0  F                 184
DEFANT   148  154  H    17 00 0  F                 246
DEFANT   148  154  H    18 00 0  F                 238
DEFANT   148  154  H    19 00 0  F                 237
DEFANT   153   46  H    19 00 0  F                  86
DEFANT   155  156  H    19 00 0  F                  28
DEFANT   156  169  H    05 00 0  F                 402
DEFANT   156  169  H    07 00 0  F                 407
DEFANT   156  169  H    08 00 0  F                 404
DEFANT   156  169  H    09 00 0  F                 405
DEFANT   156  169  H    11 00 0  F                 406
DEFANT   156  169  H    12 00 0  F                 405
