<BEGIN>;;;;;;;;;;;;
<Hydro turbines>;;;;;;;;;;;;
Name;Hydro reservoir ID;Hydro reservoir name;Group ID;Group name;Unit ID;Bus ID;Minimum generation (MW);Maximum generation (MW);Minimum turbine discharge (m3/s);Maximum turbine discharge (m3/s);Turbine type;Comments
G19-I. SOLTEIRA;34;I. SOLTEIRA;3;Group 3;19;501;90;174;285;475;Francis;
G20-I. SOLTEIRA;34;I. SOLTEIRA;3;Group 3;20;501;90;174;285;475;Francis;
G1-SAO SIMAO;33;SAO SIMAO;1;Group 1;1;303;235;285;425;445;Francis;
G2-SAO SIMAO;33;SAO SIMAO;1;Group 1;2;303;235;285;425;445;Francis;
G3-SAO SIMAO;33;SAO SIMAO;1;Group 1;3;303;235;285;425;445;Francis;
G4-SAO SIMAO;33;SAO SIMAO;1;Group 1;4;303;235;285;425;445;Francis;
G5-SAO SIMAO;33;SAO SIMAO;1;Group 1;5;303;235;285;425;445;Francis;
G6-SAO SIMAO;33;SAO SIMAO;1;Group 1;6;303;235;285;425;445;Francis;
G1-CACH.DOURADA;32;CACH.DOURADA;1;Group 1;1;750;0;17;40.2;67;Francis;
G2-CACH.DOURADA;32;CACH.DOURADA;1;Group 1;2;750;0;17;40.2;67;Francis;
G3-CACH.DOURADA;32;CACH.DOURADA;2;Group 2;3;751;0;54;127.8;213;Francis;
G4-CACH.DOURADA;32;CACH.DOURADA;2;Group 2;4;751;0;54;127.8;213;Francis;
G5-CACH.DOURADA;32;CACH.DOURADA;2;Group 2;5;752;0;54;127.8;213;Francis;
G6-CACH.DOURADA;32;CACH.DOURADA;3;Group 3;6;753;0;84;198.6;331;Francis;
G7-CACH.DOURADA;32;CACH.DOURADA;3;Group 3;7;753;0;84;198.6;331;Francis;
G8-CACH.DOURADA;32;CACH.DOURADA;3;Group 3;8;753;0;84;198.6;331;Francis;
G9-CACH.DOURADA;32;CACH.DOURADA;4;Group 4;9;754;0;105;241.2;402;Francis;
G10-CACH.DOURADA;32;CACH.DOURADA;4;Group 4;10;754;0;105;241.2;402;Francis;
G1-ITUMBIARA;31;ITUMBIARA;1;Group 1;1;18;200;347;375;537;Francis;
G2-ITUMBIARA;31;ITUMBIARA;1;Group 1;2;18;200;347;375;537;Francis;
G3-ITUMBIARA;31;ITUMBIARA;1;Group 1;3;18;200;347;375;537;Francis;
G4-ITUMBIARA;31;ITUMBIARA;1;Group 1;4;18;200;347;375;537;Francis;
G5-ITUMBIARA;31;ITUMBIARA;1;Group 1;5;18;200;347;375;537;Francis;
G6-ITUMBIARA;31;ITUMBIARA;1;Group 1;6;18;200;347;375;537;Francis;
G1-EMBORCACAO;24;EMBORCACAO;1;Group 1;1;300;112;298;157.2;262;Francis;
G2-EMBORCACAO;24;EMBORCACAO;1;Group 1;2;300;112;298;157.2;262;Francis;
G3-EMBORCACAO;24;EMBORCACAO;1;Group 1;3;300;112;298;157.2;262;Francis;
G4-EMBORCACAO;24;EMBORCACAO;1;Group 1;4;300;112;298;157.2;262;Francis;
G1-A. VERMELHA;18;A. VERMELHA;1;Group 1;1;500;55;232.7;295.8;493;Francis;
G2-A. VERMELHA;18;A. VERMELHA;1;Group 1;2;500;55;232.7;295.8;493;Francis;
G3-A. VERMELHA;18;A. VERMELHA;1;Group 1;3;500;55;232.7;295.8;493;Francis;
G4-A. VERMELHA;18;A. VERMELHA;1;Group 1;4;500;55;232.7;295.8;493;Francis;
G5-A. VERMELHA;18;A. VERMELHA;1;Group 1;5;500;55;232.7;295.8;493;Francis;
G6-A. VERMELHA;18;A. VERMELHA;1;Group 1;6;500;55;232.7;295.8;493;Francis;
G1-MARIMBONDO;17;MARIMBONDO;1;Group 1;1;20;110;190;290;368;Francis;
G2-MARIMBONDO;17;MARIMBONDO;1;Group 1;2;20;110;190;290;368;Francis;
G3-MARIMBONDO;17;MARIMBONDO;1;Group 1;3;20;110;190;290;368;Francis;
G4-MARIMBONDO;17;MARIMBONDO;1;Group 1;4;20;110;190;290;368;Francis;
G5-MARIMBONDO;17;MARIMBONDO;1;Group 1;5;20;110;190;290;368;Francis;
G6-MARIMBONDO;17;MARIMBONDO;1;Group 1;6;20;110;190;290;368;Francis;
G7-MARIMBONDO;17;MARIMBONDO;1;Group 1;7;20;110;190;290;368;Francis;
G8-MARIMBONDO;17;MARIMBONDO;1;Group 1;8;20;110;190;290;368;Francis;
G1-LC BARRETO;8;LC BARRETO;1;Group 1;1;12;125;184;236.6;338;Francis;The minimum turbine discharge was increased to 0.7 of the maximum
G2-LC BARRETO;8;LC BARRETO;1;Group 1;2;12;125;184;236.6;338;Francis;The minimum turbine discharge was increased to 0.7 of the maximum
G3-LC BARRETO;8;LC BARRETO;1;Group 1;3;12;125;184;236.6;338;Francis;The minimum turbine discharge was increased to 0.7 of the maximum
G4-LC BARRETO;8;LC BARRETO;1;Group 1;4;12;125;184;236.6;338;Francis;The minimum turbine discharge was increased to 0.7 of the maximum
G5-LC BARRETO;8;LC BARRETO;1;Group 1;5;12;125;184;236.6;338;Francis;The minimum turbine discharge was increased to 0.7 of the maximum
G6-LC BARRETO;8;LC BARRETO;1;Group 1;6;12;125;184;236.6;338;Francis;The minimum turbine discharge was increased to 0.7 of the maximum
G1-FURNAS;6;FURNAS;1;Group 1;1;16;100;152;145;211;Francis;
G2-FURNAS;6;FURNAS;1;Group 1;2;16;100;152;145;211;Francis;
G3-FURNAS;6;FURNAS;1;Group 1;3;16;100;152;145;211;Francis;
G4-FURNAS;6;FURNAS;1;Group 1;4;16;100;152;145;211;Francis;
G5-FURNAS;6;FURNAS;1;Group 1;5;16;100;152;145;211;Francis;
G6-FURNAS;6;FURNAS;1;Group 1;6;16;100;152;145;211;Francis;
G7-FURNAS;6;FURNAS;2;Group 2;7;16;100;152;145;211;Francis;Group changed after network reduction
G8-FURNAS;6;FURNAS;2;Group 2;8;16;100;152;145;211;Francis;Group changed after network reduction
G1-TRES MARIAS;156;TRES MARIAS;1;Group 1;1;304;18;66;75;150;Kaplan;
G2-TRES MARIAS;156;TRES MARIAS;1;Group 1;2;304;18;66;75;150;Kaplan;
G3-TRES MARIAS;156;TRES MARIAS;1;Group 1;3;304;18;66;75;150;Kaplan;
G4-TRES MARIAS;156;TRES MARIAS;1;Group 1;4;304;18;66;75;150;Kaplan;
G5-TRES MARIAS;156;TRES MARIAS;1;Group 1;5;304;18;66;75;150;Kaplan;
G6-TRES MARIAS;156;TRES MARIAS;1;Group 1;6;304;18;66;75;150;Kaplan;
G1-ITAPARICA;172;ITAPARICA;1;Group 1;1;5051;180;250;450;551;Francis;
G2-ITAPARICA;172;ITAPARICA;1;Group 1;2;5051;180;250;450;551;Francis;
G3-ITAPARICA;172;ITAPARICA;1;Group 1;3;5051;180;250;450;551;Francis;
G4-ITAPARICA;172;ITAPARICA;1;Group 1;4;5054;180;250;450;551;Francis;Group changed after network reduction
G5-ITAPARICA;172;ITAPARICA;1;Group 1;5;5054;180;250;450;551;Francis;Group changed after network reduction
G6-ITAPARICA;172;ITAPARICA;1;Group 1;6;5054;180;250;450;551;Francis;Group changed after network reduction
G1-MOXOTO;173;MOXOTO;1;Group 1;1;5030;50;100;260;550;Kaplan;
G2-MOXOTO;173;MOXOTO;1;Group 1;2;5030;50;100;260;550;Kaplan;
G3-MOXOTO;173;MOXOTO;1;Group 1;3;5032;50;100;260;550;Kaplan;Group changed after network reduction
G4-MOXOTO;173;MOXOTO;1;Group 1;4;5032;50;100;260;550;Kaplan;Group changed after network reduction
G1-P.AFONSO 123;174;P.AFONSO 123;1;PA-1;1;5005;50;60;61;84;Francis;
G2-P.AFONSO 123;174;P.AFONSO 123;1;PA-1;2;5005;50;60;61;84;Francis;
G3-P.AFONSO 123;174;P.AFONSO 123;1;PA-1;3;5006;50;60;61;84;Francis;
G4-P.AFONSO 123;174;P.AFONSO 123;2;PA-2;4;5009;70;70;85;97;Francis;
G5-P.AFONSO 123;174;P.AFONSO 123;2;PA-2;5;5010;70;70;85;97;Francis;
G6-P.AFONSO 123;174;P.AFONSO 123;3;PA-3;6;5011;70;75;85;107;Francis;
G7-P.AFONSO 123;174;P.AFONSO 123;4;PA-4;7;5012;50;76;63;105;Francis;
G8-P.AFONSO 123;174;P.AFONSO 123;4;PA-4;8;5013;50;76;63;105;Francis;
G9-P.AFONSO 123;174;P.AFONSO 123;4;PA-4;9;5014;50;76;63;105;Francis;
G10-P.AFONSO 123;174;P.AFONSO 123;5;PA-5;10;5015;150;200;185;277;Francis;
G11-P.AFONSO 123;174;P.AFONSO 123;5;PA-5;11;5015;150;200;185;277;Francis;
G12-P.AFONSO 123;174;P.AFONSO 123;5;PA-5;12;5016;150;200;185;277;Francis;
G13-P.AFONSO 123;174;P.AFONSO 123;5;PA-5;13;5016;150;200;185;277;Francis;
G1-P.AFONSO 4;175;P.AFONSO 4;1;Group 1;1;5022;250;410;240;400;Francis;
G2-P.AFONSO 4;175;P.AFONSO 4;1;Group 1;2;5022;250;410;240;400;Francis;
G3-P.AFONSO 4;175;P.AFONSO 4;1;Group 1;3;5022;250;410;240;400;Francis;
G4-P.AFONSO 4;175;P.AFONSO 4;1;Group 1;4;5022;250;410;240;400;Francis;
G5-P.AFONSO 4;175;P.AFONSO 4;1;Group 1;5;5022;250;410;240;400;Francis;
G6-P.AFONSO 4;175;P.AFONSO 4;1;Group 1;6;5022;250;410;240;400;Francis;
G1-XINGO;178;XINGO;1;Group 1;1;5061;310;527;297.6;496;Francis;
G2-XINGO;178;XINGO;1;Group 1;2;5061;310;527;297.6;496;Francis;
G3-XINGO;178;XINGO;1;Group 1;3;5061;310;527;297.6;496;Francis;
G4-XINGO;178;XINGO;1;Group 1;4;5061;310;527;297.6;496;Francis;
G5-XINGO;178;XINGO;1;Group 1;5;5061;310;527;297.6;496;Francis;
G6-XINGO;178;XINGO;1;Group 1;6;5061;310;527;297.6;496;Francis;
G1-PIMENTAL;314;PIMENTAL;1;Group 1;1;6555;9.61;38.85;155.52;388.8;Bulbo;
G2-PIMENTAL;314;PIMENTAL;1;Group 1;2;6555;9.61;38.85;155.52;388.8;Bulbo;
G3-PIMENTAL;314;PIMENTAL;1;Group 1;3;6556;9.61;38.85;155.52;388.8;Bulbo;
G4-PIMENTAL;314;PIMENTAL;1;Group 1;4;6556;9.61;38.85;155.52;388.8;Bulbo;
G5-PIMENTAL;314;PIMENTAL;1;Group 1;5;6559;9.61;38.85;155.52;388.8;Bulbo;
G6-PIMENTAL;314;PIMENTAL;1;Group 1;6;6559;9.61;38.85;155.52;388.8;Bulbo;
G1-TELES PIRES;229;TELES PIRES;1;Group 1;1;4492;185;364;464.4;774;Francis;
G2-TELES PIRES;229;TELES PIRES;1;Group 1;2;4492;185;364;464.4;774;Francis;
G3-TELES PIRES;229;TELES PIRES;1;Group 1;3;4492;185;364;464.4;774;Francis;
G4-TELES PIRES;229;TELES PIRES;1;Group 1;4;4492;185;364;464.4;774;Francis;
G5-TELES PIRES;229;TELES PIRES;1;Group 1;5;4492;185;364;464.4;774;Francis;
G1-ITAIPU;66;ITAIPU;1;50 Hz;1;85;170;700;394.2;657;Francis;
G2-ITAIPU;66;ITAIPU;1;50 Hz;2;85;170;700;394.2;657;Francis;
G3-ITAIPU;66;ITAIPU;1;50 Hz;3;85;170;700;394.2;657;Francis;
G4-ITAIPU;66;ITAIPU;1;50 Hz;4;85;170;700;394.2;657;Francis;
G5-ITAIPU;66;ITAIPU;1;50 Hz;5;85;170;700;394.2;657;Francis;
G6-ITAIPU;66;ITAIPU;1;50 Hz;6;85;170;700;394.2;657;Francis;
G7-ITAIPU;66;ITAIPU;1;50 Hz;7;85;170;700;394.2;657;Francis;
G8-ITAIPU;66;ITAIPU;1;50 Hz;8;85;170;700;394.2;657;Francis;
G9-ITAIPU;66;ITAIPU;1;50 Hz;9;85;170;700;394.2;657;Francis;
G10-ITAIPU;66;ITAIPU;1;50 Hz;10;85;170;700;394.2;657;Francis;
G11-ITAIPU;66;ITAIPU;2;60 Hz;11;1107;170;700;394.2;657;Francis;
G12-ITAIPU;66;ITAIPU;2;60 Hz;12;1107;170;700;394.2;657;Francis;
G13-ITAIPU;66;ITAIPU;2;60 Hz;13;1107;170;700;394.2;657;Francis;
G14-ITAIPU;66;ITAIPU;2;60 Hz;14;1107;170;700;394.2;657;Francis;
G15-ITAIPU;66;ITAIPU;2;60 Hz;15;1107;170;700;394.2;657;Francis;
G16-ITAIPU;66;ITAIPU;2;60 Hz;16;1107;170;700;394.2;657;Francis;
G17-ITAIPU;66;ITAIPU;2;60 Hz;17;1107;170;700;394.2;657;Francis;
G18-ITAIPU;66;ITAIPU;2;60 Hz;18;1107;170;700;394.2;657;Francis;
G19-ITAIPU;66;ITAIPU;2;60 Hz;19;1107;170;700;394.2;657;Francis;
G20-ITAIPU;66;ITAIPU;2;60 Hz;20;1107;170;700;394.2;657;Francis;
G1-CHAVANTES;49;CHAVANTES;1;Group 1;1;514;50;103.5;96;160;Francis;
G2-CHAVANTES;49;CHAVANTES;2;Group 2;2;514;50;103.5;96;160;Francis;
G3-CHAVANTES;49;CHAVANTES;2;Group 2;3;514;50;103.5;96;160;Francis;
G4-CHAVANTES;49;CHAVANTES;2;Group 2;4;514;50;103.5;96;160;Francis;
G1-ROSANA;63;ROSANA;1;Group 1;1;511;40;88.5;262.5;525;Kaplan;
G2-ROSANA;63;ROSANA;1;Group 1;2;511;40;88.5;262.5;525;Kaplan;
G3-ROSANA;63;ROSANA;1;Group 1;3;511;40;88.5;262.5;525;Kaplan;
G4-ROSANA;63;ROSANA;1;Group 1;4;511;40;88.5;262.5;525;Kaplan;
G1-TAQUARUCU;62;TAQUARUCU;1;Group 1;1;513;40;105;241.92;483.84;Kaplan;
G2-TAQUARUCU;62;TAQUARUCU;1;Group 1;2;513;40;105;241.92;483.84;Kaplan;
G3-TAQUARUCU;62;TAQUARUCU;1;Group 1;3;513;40;105;241.92;483.84;Kaplan;
G4-TAQUARUCU;62;TAQUARUCU;1;Group 1;4;513;40;105;241.92;483.84;Kaplan;
G5-TAQUARUCU;62;TAQUARUCU;1;Group 1;5;513;40;105;241.92;483.84;Kaplan;
G1-CAPIVARA;61;CAPIVARA;1;Group 1;1;507;63;163;320;398;Francis;
G2-CAPIVARA;61;CAPIVARA;2;Group 2;2;507;80;152;386;410;Francis;
G3-CAPIVARA;61;CAPIVARA;2;Group 2;3;507;80;152;386;410;Francis;
G4-CAPIVARA;61;CAPIVARA;2;Group 2;4;507;80;152;386;410;Francis;
G1-FONTES;183;FONTES;1;Group 1;1;253;0;44;10.2;17;Francis;
G1-FONTES BC;184;FONTES BC;1;Group 1;1;253;0;44;10.2;17;Francis;
G2-FONTES BC;184;FONTES BC;1;Group 1;2;253;0;44;10.2;17;Francis;
G1-NILO PEÇANHA;131;NILO PEÇANHA;1;Group 1;1;250;0;48.97;10.8;18;Francis;
G2-NILO PEÇANHA;131;NILO PEÇANHA;1;Group 1;2;250;0;48.97;10.8;18;Francis;
G3-NILO PEÇANHA;131;NILO PEÇANHA;1;Group 2;3;250;0;72.44;16.2;27;Francis;
G4-NILO PEÇANHA;131;NILO PEÇANHA;1;Group 2;4;250;0;72.44;16.2;27;Francis;
G5-NILO PEÇANHA;131;NILO PEÇANHA;1;Group 2;5;250;0;72.44;16.2;27;Francis;
G6-NILO PEÇANHA;131;NILO PEÇANHA;1;Group 2;6;250;0;72.44;16.2;27;Francis;
G1-PEREIRA PASSOS;133;PEREIRA PASSOS;1;Group 1;1;255;0;51.02;95.4;159;Francis;
G2-PEREIRA PASSOS;133;PEREIRA PASSOS;1;Group 1;2;255;0;51.02;95.4;159;Francis;
G1-FUNIL;123;FUNIL;1;Group 1;1;14;45;74;75;126;Francis;
G2-FUNIL;123;FUNIL;1;Group 1;2;14;45;74;75;126;Francis;
G3-FUNIL;123;FUNIL;1;Group 1;3;14;45;74;75;126;Francis;
G1-PARAIBUNA;121;PARAIBUNA;1;Group 1;1;526;0;43;36;60;Francis;
G2-PARAIBUNA;121;PARAIBUNA;1;Group 1;2;526;0;43;36;60;Francis;
G1-SANTA BRANCA;122;SANTA BRANCA;1;Group 1;1;296;0;28;43.2;72;Francis;
G2-SANTA BRANCA;122;SANTA BRANCA;1;Group 1;2;296;0;28;43.2;72;Francis;
G1-JAGUARI;120;JAGUARI;1;Group 1;1;525;0;14;19.2;32;Francis;
G2-JAGUARI;120;JAGUARI;1;Group 1;2;525;0;14;19.2;32;Francis;
G1-PICADA;126;PICADA;1;Group 1;1;4016;12.5;25;13.2;22;Francis;
G2-PICADA;126;PICADA;1;Group 1;2;4016;12.5;25;13.2;22;Francis;
G1-SOBRAGI;127;SOBRAGI;1;Group 1;1;317;11;18.8;18;30;Francis;
G2-SOBRAGI;127;SOBRAGI;1;Group 1;2;317;11;18.8;18;30;Francis;
G3-SOBRAGI;127;SOBRAGI;1;Group 1;3;317;11;18.8;18;30;Francis;
G1-SIMPLÍCIO;129;SIMPLÍCIO;1;Group 1;1;9500;50;101.9;61.8;103;Francis;
G2-SIMPLÍCIO;129;SIMPLÍCIO;1;Group 1;2;9500;50;101.9;61.8;103;Francis;
G3-SIMPLÍCIO;129;SIMPLÍCIO;1;Group 1;3;9500;50;101.9;61.8;103;Francis;
G1-ILHA DOS POMBOS;130;ILHA DOS POMBOS;1;Group 1;1;257;9.64;27.9;63.6;106;Francis;
G2-ILHA DOS POMBOS;130;ILHA DOS POMBOS;2;Group 2;2;257;9.6;27.8;63;105;Francis;
G3-ILHA DOS POMBOS;130;ILHA DOS POMBOS;3;Group 3;3;257;11.17;32.61;74.4;124;Francis;
G4-ILHA DOS POMBOS;130;ILHA DOS POMBOS;4;Group 4;4;257;17;50;114;190;Francis;
G5-ILHA DOS POMBOS;130;ILHA DOS POMBOS;5;Group 5;5;257;17.18;52.39;119.4;199;Francis;
G1-CORUMBÁ IV;29;CORUMBÁ IV;1;Group 1;1;3641;45;64.8;71.76;104;Francis;
G2-CORUMBÁ IV;29;CORUMBÁ IV;1;Group 1;2;3641;45;64.8;71.76;104;Francis;
G1-CORUMBÁ III;203;CORUMBÁ III;1;Group 1;1;3642;33;47.8;95.22;138;Francis;
G2-CORUMBÁ III;203;CORUMBÁ III;2;Group 2;2;3642;33.5;48.6;96.6;140;Francis;
G1-CORUMBÁ I;30;CORUMBÁ I;1;Group 1;1;35;86.25;125;131.11;190;Francis;
G2-CORUMBÁ I;30;CORUMBÁ I;1;Group 1;2;35;86.25;125;131.11;190;Francis;
G3-CORUMBÁ I;30;CORUMBÁ I;1;Group 1;3;35;86.25;125;131.11;190;Francis;
G1-BATALHA;20;BATALHA;1;Group 1;1;9446;8;27;23.1;77;Kaplan;
G2-BATALHA;20;BATALHA;1;Group 1;2;9446;8;27;23.1;77;Kaplan;
G1-SERRA DO FACÃO;21;SERRA DO FACÃO;1;Group 1;1;3014;63.78;106.3;97.2;162;Francis;
G2-SERRA DO FACÃO;21;SERRA DO FACÃO;1;Group 1;2;3014;63.78;106.3;97.2;162;Francis;
G1-NOVA PONTE;25;NOVA PONTE;1;Group 1;1;302;102;170;115.2;192;Francis;
G2-NOVA PONTE;25;NOVA PONTE;1;Group 1;2;302;102;170;115.2;192;Francis;
G3-NOVA PONTE;25;NOVA PONTE;1;Group 1;3;302;102;170;115.2;192;Francis;
G1-MIRANDA;26;MIRANDA;1;Group 1;1;312;80;136;135;225;Francis;
G2-MIRANDA;26;MIRANDA;1;Group 1;2;312;80;136;135;225;Francis;
G3-MIRANDA;26;MIRANDA;1;Group 1;3;312;80;136;135;225;Francis;
G1-AMADOR AGUIAR I;27;AMADOR AGUIAR I;1;Group 1;1;4052;59.51;81;99;165;Francis;
G2-AMADOR AGUIAR I;27;AMADOR AGUIAR I;1;Group 1;2;4052;62.6;81;99;165;Francis;
G3-AMADOR AGUIAR I;27;AMADOR AGUIAR I;1;Group 1;3;4052;62.6;81;99;165;Francis;
G1-AMADOR AGUIAR II;28;AMADOR AGUIAR II;1;Group 1;1;4054;35;70;107.4;179;Francis;
G2-AMADOR AGUIAR II;28;AMADOR AGUIAR II;1;Group 1;2;4054;35;70;107.4;179;Francis;
G3-AMADOR AGUIAR II;28;AMADOR AGUIAR II;1;Group 1;3;4054;35;70;107.4;179;Francis;
G1-ESPORA;290;ESPORA;1;Group 1;1;3744;3.21;10.7;7.2;24;Kaplan;
G2-ESPORA;290;ESPORA;1;Group 1;2;3744;3.21;10.7;7.2;24;Kaplan;
G3-ESPORA;290;ESPORA;1;Group 1;3;3744;3.21;10.7;7.2;24;Kaplan;
G1-SALTO;262;SALTO;1;Group 1;1;9442;34.8;58;78;130;Francis;
G2-SALTO;262;SALTO;1;Group 1;2;9442;34.8;58;78;130;Francis;
G1-SALTO DO RIO VERDINHO;241;SALTO DO RIO VERDINHO;1;Group 1;1;9443;27.9;46.5;76.2;127;Francis;
G2-SALTO DO RIO VERDINHO;241;SALTO DO RIO VERDINHO;1;Group 1;2;9443;27.9;46.5;76.2;127;Francis;
G1-CAÇU;311;CAÇU;1;Group 1;1;9448;9.75;32.5;40.2;134;Kaplan;
G2-CAÇU;311;CAÇU;1;Group 1;2;9448;9.75;32.5;40.2;134;Kaplan;
G1-BARRA DOS COQUEIROS;312;BARRA DOS COQUEIROS;1;Group 1;1;9449;13.5;45;41.7;139;Kaplan;
G2-BARRA DOS COQUEIROS;312;BARRA DOS COQUEIROS;1;Group 1;2;9449;13.5;45;41.7;139;Kaplan;
G1-FOZ DO RIO CLARO;315;FOZ DO RIO CLARO;1;Group 1;1;9447;10.26;34.2;44.7;149;Kaplan;
G2-FOZ DO RIO CLARO;315;FOZ DO RIO CLARO;1;Group 1;2;9447;10.26;34.2;44.7;149;Kaplan;
G1-CAMARGOS;1;CAMARGOS;1;Group 1;1;1501;8.5;22.5;44;110;Kaplan;
G2-CAMARGOS;1;CAMARGOS;1;Group 1;2;1501;8.5;22.5;44;110;Kaplan;
G1-ITUTINGA;2;ITUTINGA;1;Group 1;1;1538;6;12.5;28.5;57;Kaplan;
G2-ITUTINGA;2;ITUTINGA;1;Group 1;2;1538;6;12.5;28.5;57;Kaplan;
G3-ITUTINGA;2;ITUTINGA;2;Group 2;3;1538;13;14;58;63;Kaplan;
G4-ITUTINGA;2;ITUTINGA;3;Group 3;4;1538;12;13.5;54;59;Kaplan;
G1-FUNIL GRANDE;4;FUNIL - GRANDE;1;Group 1;1;4044;19.3;60;78;195;Kaplan;
G2-FUNIL GRANDE;4;FUNIL - GRANDE;1;Group 1;2;4044;19.3;60;78;195;Kaplan;
G3-FUNIL GRANDE;4;FUNIL - GRANDE;1;Group 1;3;4044;19.3;60;78;195;Kaplan;
G1-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;1;Group 1;1;24;23;40;65.4;109;Francis;
G2-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;1;Group 1;2;24;23;40;65.4;109;Francis;
G3-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;2;Group 2;3;24;26;48;73.8;123;Francis;
G4-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;2;Group 2;4;24;26;48;73.8;123;Francis;
G5-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;5;22;36;49.4;85.2;142;Francis;
G6-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;6;22;36;49.4;85.2;142;Francis;
G7-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;7;22;36;49.4;85.2;142;Francis;
G8-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;8;22;36;49.4;85.2;142;Francis;
G9-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;4;Group 4;9;22;36;52;88.8;148;Francis;
G10-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;4;Group 4;10;22;36;52;88.8;148;Francis;
G1-JAGUARA;9;JAGUARA;1;Group 1;1;301;75;106;161.4;269;Francis;
G2-JAGUARA;9;JAGUARA;2;Group 2;2;301;80;106;161.4;269;Francis;
G3-JAGUARA;9;JAGUARA;1;Group 1;3;301;75;106;161.4;269;Francis;
G4-JAGUARA;9;JAGUARA;1;Group 1;4;301;75;106;161.4;269;Francis;
G1-IGARAPAVA;10;IGARAPAVA;1;Group 1;1;343;12;42;90;296;Kaplan;
G2-IGARAPAVA;10;IGARAPAVA;1;Group 1;2;343;12;42;90;296;Kaplan;
G3-IGARAPAVA;10;IGARAPAVA;1;Group 1;3;343;12;42;90;296;Kaplan;
G4-IGARAPAVA;10;IGARAPAVA;1;Group 1;4;343;12;42;90;296;Kaplan;
G5-IGARAPAVA;10;IGARAPAVA;1;Group 1;5;343;12;42;90;296;Kaplan;
G1-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;1;305;50;95;190;396;Kaplan;
G2-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;2;305;50;95;190;396;Kaplan;
G3-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;3;305;50;95;190;396;Kaplan;
G4-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;4;305;50;95;190;396;Kaplan;
G1-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;1;28;40;80;150;497;Kaplan;
G2-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;2;28;40;80;150;497;Kaplan;
G3-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;3;28;40;80;150;497;Kaplan;
G4-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;4;28;40;80;150;497;Kaplan;
G1-CACONDE;14;CACONDE;1;Group 1;1;521;24.72;41.2;28.8;48;Francis;
G2-CACONDE;14;CACONDE;2;Group 2;2;521;23.52;39.2;27.6;46;Francis;
G1-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;1;522;16.32;27.2;22.2;37;Francis;
G2-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;2;522;16.32;27.2;22.2;37;Francis;
G3-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;3;522;16.32;27.2;22.2;37;Francis;
G4-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;4;522;16.32;27.2;22.2;37;Francis;
G1-A. S. OLIVEIRA;16;A. S. OLIVEIRA;1;Group 1;1;523;6.4;16;36;89;Kaplan;
G2-A. S. OLIVEIRA;16;A. S. OLIVEIRA;1;Group 1;2;523;6.4;16;36;89;Kaplan;
G1-SÃO DOMINGOS;153;SÃO DOMINGOS;1;Group 1;1;1866;9.6;24;32.4;81;Kaplan;
G2-SÃO DOMINGOS;153;SÃO DOMINGOS;1;Group 1;2;1866;9.6;24;32.4;81;Kaplan;
G1-BARRA BONITA;37;BARRA BONITA;1;Group 1;1;516;14;35;75.6;189;Kaplan;
G2-BARRA BONITA;37;BARRA BONITA;1;Group 1;2;516;14;35;75.6;189;Kaplan;
G3-BARRA BONITA;37;BARRA BONITA;1;Group 1;3;516;14;35;75.6;189;Kaplan;
G4-BARRA BONITA;37;BARRA BONITA;1;Group 1;4;516;14;35;75.6;189;Kaplan;
G1-BARIRI;38;BARIRI;1;Group 1;1;515;19.2;48;103;257;Kaplan;
G2-BARIRI;38;BARIRI;1;Group 1;2;515;19.2;48;103;257;Kaplan;
G3-BARIRI;38;BARIRI;1;Group 1;3;515;19.2;48;103;257;Kaplan;
G1-IBITINGA;39;IBITINGA;1;Group 1;1;517;17;43.8;94;234;Kaplan;
G2-IBITINGA;39;IBITINGA;1;Group 1;2;517;17;43.8;94;234;Kaplan;
G3-IBITINGA;39;IBITINGA;1;Group 1;3;517;17;43.8;94;234;Kaplan;
G1-PROMISSÃO;40;PROMISSÃO;1;Group 1;1;519;35;88;173;431;Kaplan;
