&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    02 00 0  F                  87
DEFANT     4    6  H    02 00 0  F                 172
DEFANT     6    7  H    02 00 0  F                 299
DEFANT     7    8  H    02 00 0  F                 270
DEFANT     8    9  H    02 00 0  F                 455
DEFANT     9   10  H    02 00 0  F                 480
DEFANT    10   11  H    02 00 0  F                 532
DEFANT    11   12  H    02 00 0  F                 570
DEFANT    12   17  H    02 00 0  F                 633
DEFANT    14   15  H    02 00 0  F                  10
DEFANT    15   16  H    02 00 0  F                  23
DEFANT    16   17  H    30 00 0  F                  30
DEFANT    16   17  H    01 00 0  F                  23
DEFANT    16   17  H    02 00 0  F                  27
DEFANT    17   18  H    02 00 0  F                 833
DEFANT    18   34  H    02 00 0  F                1055
DEFANT    20   21  H    02 00 0  F                  30
DEFANT    21   24  H    02 00 0  F                 105
DEFANT    24   31  H    02 00 0  F                 106
DEFANT    25   26  H    02 00 0  F                  96
DEFANT    26   27  H    02 00 0  F                 128
DEFANT    27   28  H    02 00 0  F                 133
DEFANT    28   31  H    02 00 0  F                 141
DEFANT    29  203  H    02 00 0  F                 163
DEFANT    30   31  H    02 00 0  F                 486
DEFANT    31   32  H    02 00 0  F                 581
DEFANT    32   33  H    02 00 0  F                 521
DEFANT    33   34  H    02 00 0  F                1641
DEFANT    34   45  H    02 00 0  F                3253
DEFANT    37   38  H    02 00 0  F                 173
DEFANT    38   39  H    02 00 0  F                 216
DEFANT    39   40  H    02 00 0  F                 299
DEFANT    40   42  H    02 00 0  F                 168
DEFANT    42   43  H    02 00 0  F                 187
DEFANT    43   45  H    02 00 0  F                 202
DEFANT    45   46  H    02 00 0  F                3689
DEFANT    46   66  H    01 00 0  F                4051
DEFANT    46   66  H    02 00 0  F                3984
DEFANT    47   48  H    02 00 0  F                  95
DEFANT    48   49  H    02 00 0  F                  98
DEFANT    49  249  H    02 00 0  F                 111
DEFANT    50   51  H    02 00 0  F                 181
DEFANT    51   52  H    02 00 0  F                 182
DEFANT    52   61  H    02 00 0  F                 226
DEFANT    57   61  H    02 00 0  F                 237
DEFANT    61   62  H    02 00 0  F                 946
DEFANT    62   63  H    02 00 0  F                 997
DEFANT    63   66  H    01 00 0  F                1115
DEFANT    63   66  H    02 00 0  F                1136
DEFANT    71   72  H    02 00 0  F                 104
DEFANT    72   73  H    02 00 0  F                 114
DEFANT    73   77  H    02 00 0  F                  15
DEFANT    74   76  H    02 00 0  F                 945
DEFANT    76   77  H    02 00 0  F                1077
DEFANT    77   78  H    02 00 0  F                1114
DEFANT    78   82  H    02 00 0  F                1144
DEFANT    82   83  H    02 00 0  F                1679
DEFANT    86   91  H    02 00 0  F                 479
DEFANT    89   90  H    02 00 0  F                 256
DEFANT    90   91  H    02 00 0  F                 235
DEFANT    91   92  H    02 00 0  F                1258
DEFANT    92  103  H    02 00 0  F                1171
DEFANT    93   94  H    02 00 0  F                  71
DEFANT    94  103  H    02 00 0  F                  70
DEFANT    97   98  H    02 00 0  F                  21
DEFANT    98   99  H    02 00 0  F                  38
DEFANT   101  102  H    02 00 0  F                  90
DEFANT   107   37  H    01 00 0  F                 112
DEFANT   110  111  H    02 00 0  F                  14
DEFANT   111  112  H    02 00 0  F                 190
DEFANT   112  113  H    02 00 0  F                 180
DEFANT   113  114  H    02 00 0  F                 308
DEFANT   120  123  H    30 00 0  F                   4
DEFANT   120  123  H    02 00 0  F                  18
