&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    12 00 0  F                  87
DEFANT     4    6  H    12 00 0  F                 119
DEFANT     6    7  H    12 00 0  F                 813
DEFANT     7    8  H    12 00 0  F                 802
DEFANT     8    9  H    12 00 0  F                 851
DEFANT     9   10  H    12 00 0  F                 987
DEFANT    10   11  H    12 00 0  F                 965
DEFANT    11   12  H    12 00 0  F                 933
DEFANT    12   17  H    12 00 0  F                1143
DEFANT    14   15  H    12 00 0  F                  10
DEFANT    15   16  H    12 00 0  F                  17
DEFANT    16   17  H    10 00 0  F                  19
DEFANT    16   17  H    12 00 0  F                  59
DEFANT    17   18  H    12 00 0  F                1204
DEFANT    18   34  H    12 00 0  F                 547
DEFANT    20   21  H    12 00 0  F                  26
DEFANT    21   24  H    12 00 0  F                  98
DEFANT    24   31  H    12 00 0  F                 328
DEFANT    25   26  H    12 00 0  F                 126
DEFANT    26   27  H    12 00 0  F                 131
DEFANT    27   28  H    12 00 0  F                 127
DEFANT    28   31  H    12 00 0  F                 135
DEFANT    29  203  H    12 00 0  F                  63
DEFANT    30   31  H    12 00 0  F                 210
DEFANT    31   32  H    12 00 0  F                 450
DEFANT    32   33  H    12 00 0  F                 694
DEFANT    33   34  H    12 00 0  F                 676
DEFANT    34   45  H    12 00 0  F                2320
DEFANT    37   38  H    12 00 0  F                 134
DEFANT    38   39  H    12 00 0  F                 142
DEFANT    39   40  H    12 00 0  F                 155
DEFANT    40   42  H    12 00 0  F                 276
DEFANT    42   43  H    12 00 0  F                 249
DEFANT    43   45  H    12 00 0  F                 176
DEFANT    45   46  H    12 00 0  F                2702
DEFANT    46   66  H    11 00 0  F                2911
DEFANT    46   66  H    12 00 0  F                3018
DEFANT    47   48  H    12 00 0  F                  94
DEFANT    48   49  H    12 00 0  F                  95
DEFANT    49  249  H    12 00 0  F                 100
DEFANT    50   51  H    12 00 0  F                 175
DEFANT    51   52  H    12 00 0  F                 154
DEFANT    52   61  H    12 00 0  F                 170
DEFANT    57   61  H    12 00 0  F                 266
DEFANT    61   62  H    12 00 0  F                 576
DEFANT    62   63  H    12 00 0  F                 614
DEFANT    63   66  H    11 00 0  F                 617
DEFANT    63   66  H    12 00 0  F                 631
DEFANT    71   72  H    12 00 0  F                  77
DEFANT    72   73  H    12 00 0  F                  80
DEFANT    73   77  H    12 00 0  F                  15
DEFANT    74   76  H    12 00 0  F                 923
DEFANT    76   77  H    12 00 0  F                1141
DEFANT    77   78  H    12 00 0  F                1451
DEFANT    78   82  H    12 00 0  F                1623
DEFANT    82   83  H    12 00 0  F                1630
DEFANT    86   91  H    12 00 0  F                 468
DEFANT    89   90  H    12 00 0  F                  96
DEFANT    90   91  H    12 00 0  F                 151
DEFANT    91   92  H    12 00 0  F                 784
DEFANT    92  103  H    12 00 0  F                 956
DEFANT    93   94  H    12 00 0  F                  60
DEFANT    94  103  H    12 00 0  F                  82
DEFANT    97   98  H    12 00 0  F                  45
DEFANT    98   99  H    12 00 0  F                  81
DEFANT   101  102  H    12 00 0  F                 100
DEFANT   107   37  H    11 00 0  F                  64
DEFANT   110  111  H    12 00 0  F                  13
DEFANT   111  112  H    12 00 0  F                 211
DEFANT   112  113  H    12 00 0  F                 219
DEFANT   113  114  H    12 00 0  F                 512
DEFANT   120  123  H    10 00 0  F                  38
DEFANT   120  123  H    11 00 0  F                  39
DEFANT   120  123  H    12 00 0  F                  11
DEFANT   121  122  H    12 00 0  F                 104
DEFANT   122  123  H    09 00 0  F                 120
DEFANT   122  123  H    10 00 0  F                 122
DEFANT   122  123  H    12 00 0  F                  71
DEFANT   123  125  H    12 00 0  F                 195
DEFANT   125  129  H    11 00 0  F                  74
DEFANT   125  129  H    12 00 0  F                 207
DEFANT   126  127  H    12 00 0  F                   8
DEFANT   127  129  H    12 00 0  F                  25
DEFANT   129  130  H    12 00 0  F                  56
DEFANT   134  135  H    12 00 0  F                  31
DEFANT   135  141  H    12 00 0  F                  36
DEFANT   139  141  H    11 00 0  F                  42
DEFANT   139  141  H    12 00 0  F                  41
DEFANT   141  143  H    12 00 0  F                 178
DEFANT   143  144  H    12 00 0  F                 145
DEFANT   148  154  H    08 00 0  F                  55
DEFANT   148  154  H    09 00 0  F                 226
DEFANT   148  154  H    10 00 0  F                 248
DEFANT   148  154  H    11 00 0  F                 249
DEFANT   148  154  H    12 00 0  F                 252
DEFANT   153   46  H    12 00 0  F                  90
DEFANT   155  156  H    12 00 0  F                  56
DEFANT   156  169  H    29 00 0  F                 414
DEFANT   156  169  H    30 00 0  F                 415
DEFANT   156  169  H    31 00 0  F                 414
DEFANT   156  169  H    01 00 0  F                 405
DEFANT   156  169  H    02 00 0  F                 401
DEFANT   156  169  H    03 00 0  F                 402
DEFANT   156  169  H    07 00 0  F                 407
DEFANT   156  169  H    08 00 0  F                 404
DEFANT   156  169  H    09 00 0  F                 405
DEFANT   156  169  H    11 00 0  F                 406
DEFANT   156  169  H    12 00 0  F                 411
DEFANT   162  169  H    29 00 0  F                  43
DEFANT   162  169  H    31 00 0  F                  19
DEFANT   162  169  H    01 00 0  F                  18
DEFANT   162  169  H    02 00 0  F                  42
DEFANT   162  169  H    03 00 0  F                  44
DEFANT   162  169  H    05 00 0  F                  33
DEFANT   162  169  H    06 00 0  F                  39
DEFANT   162  169  H    07 00 0  F                  19
DEFANT   162  169  H    08 00 0  F                  20
DEFANT   162  169  H    09 00 0  F                  34
DEFANT   162  169  H    12 00 0  F                  52
DEFANT   169  172  H    10 00 0  F                1043
DEFANT   169  172  H    11 00 0  F                1038
DEFANT   169  172  H    12 00 0  F                1035
DEFANT   172  173  H    12 00 0  F                1600
DEFANT   175  178  H    12 00 0  F                1041
DEFANT   192  193  H    12 00 0  F                  20
DEFANT   193  141  H    11 00 0  F                  19
DEFANT   193  141  H    12 00 0  F                  20
DEFANT   203   30  H    12 00 0  F                 112
