&
RP    1  17  0 0  F           5% CARGA DO SIN NO CAG SECO
&
LM    1  17  0 0  F            3496
LM    1  17  0 1  F            3412
LM    1  17  1 0  F            3327
LM    1  17  1 1  F            3267
LM    1  17  2 0  F            3217
LM    1  17  2 1  F            3175
LM    1  17  3 0  F            3156
LM    1  17  3 1  F            3139
LM    1  17  4 0  F            3140
LM    1  17  4 1  F            3154
LM    1  17  5 0  F            3188
LM    1  17  5 1  F            3202
LM    1  17  6 0  F            3253
LM    1  17  6 1  F            3273
LM    1  17  7 0  F            3381
LM    1  17  7 1  F            3486
LM    1  17  8 0  F            3589
LM    1  17  8 1  F            3649
LM    1  17  9 0  F            3687
LM    1  17  9 1  F            3704
LM    1  17 10 0  F            3729
LM    1  17 10 1  F            3745
LM    1  17 11 0  F            3749
LM    1  17 11 1  F            3717
LM    1  17 12 0  F            3660
LM    1  17 12 1  F            3661
LM    1  17 13 0  F            3726
LM    1  17 13 1  F            3807
LM    1  17 14 0  F            3867
LM    1  17 14 1  F            3915
LM    1  17 15 0  F            3940
LM    1  17 15 1  F            3951
LM    1  17 16 0  F            3955
LM    1  17 16 1  F            3924
LM    1  17 17 0  F            3869
LM    1  17 17 1  F            3894
LM    1  17 18 0  F            3983
LM    1  17 18 1  F            4065
LM    1  17 19 0  F            4032
LM    1  17 19 1  F            3974
LM    1  17 20 0  F            3939
LM    1  17 20 1  F            3912
LM    1  17 21 0  F            3911
LM    1  17 21 1  F            3900
LM    1  17 22 0  F            3832
LM    1  17 22 1  F            3768
LM    1  17 23 0  F            3671
LM    1  17 23 1  F            3599
9999
