&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    16 00 0  F                  69
DEFANT     4    6  H    16 00 0  F                 108
DEFANT     6    7  H    16 00 0  F                 457
DEFANT     7    8  H    16 00 0  F                 458
DEFANT     8    9  H    16 00 0  F                 432
DEFANT     9   10  H    16 00 0  F                 535
DEFANT    10   11  H    16 00 0  F                 556
DEFANT    11   12  H    16 00 0  F                 503
DEFANT    12   17  H    16 00 0  F                 564
DEFANT    14   15  H    16 00 0  F                  10
DEFANT    15   16  H    16 00 0  F                  16
DEFANT    16   17  H    14 00 0  F                  13
DEFANT    16   17  H    16 00 0  F                  19
DEFANT    17   18  H    16 00 0  F                 522
DEFANT    18   34  H    16 00 0  F                 633
DEFANT    20   21  H    16 00 0  F                  73
DEFANT    21   24  H    16 00 0  F                  99
DEFANT    24   31  H    16 00 0  F                 266
DEFANT    25   26  H    16 00 0  F                  98
DEFANT    26   27  H    16 00 0  F                 124
DEFANT    27   28  H    16 00 0  F                 126
DEFANT    28   31  H    16 00 0  F                 138
DEFANT    29  203  H    16 00 0  F                  77
DEFANT    30   31  H    16 00 0  F                 192
DEFANT    31   32  H    16 00 0  F                 417
DEFANT    32   33  H    16 00 0  F                 397
DEFANT    33   34  H    16 00 0  F                 851
DEFANT    34   45  H    16 00 0  F                3046
DEFANT    37   38  H    16 00 0  F                  92
DEFANT    38   39  H    16 00 0  F                  93
DEFANT    39   40  H    16 00 0  F                 127
DEFANT    40   42  H    16 00 0  F                 160
DEFANT    42   43  H    16 00 0  F                 150
DEFANT    43   45  H    16 00 0  F                 889
DEFANT    45   46  H    16 00 0  F                4009
DEFANT    46   66  H    15 00 0  F                5290
DEFANT    46   66  H    16 00 0  F                4386
DEFANT    47   48  H    16 00 0  F                  95
DEFANT    48   49  H    16 00 0  F                  97
DEFANT    49  249  H    16 00 0  F                 100
DEFANT    50   51  H    16 00 0  F                 164
DEFANT    51   52  H    16 00 0  F                 158
DEFANT    52   61  H    16 00 0  F                 171
DEFANT    57   61  H    16 00 0  F                  83
DEFANT    61   62  H    16 00 0  F                 878
DEFANT    62   63  H    16 00 0  F                 812
DEFANT    63   66  H    15 00 0  F                 957
DEFANT    63   66  H    16 00 0  F                 892
DEFANT    71   72  H    16 00 0  F                   7
DEFANT    72   73  H    16 00 0  F                  15
DEFANT    73   77  H    16 00 0  F                  15
DEFANT    74   76  H    16 00 0  F                 303
DEFANT    76   77  H    16 00 0  F                 525
DEFANT    77   78  H    16 00 0  F                 953
DEFANT    78   82  H    16 00 0  F                1030
DEFANT    82   83  H    16 00 0  F                1411
DEFANT    86   91  H    16 00 0  F                 415
DEFANT    89   90  H    16 00 0  F                 288
DEFANT    90   91  H    16 00 0  F                 408
DEFANT    91   92  H    16 00 0  F                1032
DEFANT    92  103  H    16 00 0  F                1579
DEFANT    93   94  H    16 00 0  F                  92
DEFANT    94  103  H    16 00 0  F                 133
DEFANT    97   98  H    16 00 0  F                 645
DEFANT    98   99  H    16 00 0  F                 864
DEFANT   101  102  H    16 00 0  F                 238
DEFANT   107   37  H    15 00 0  F                  63
DEFANT   110  111  H    16 00 0  F                  13
DEFANT   111  112  H    16 00 0  F                 219
DEFANT   112  113  H    16 00 0  F                 221
DEFANT   113  114  H    16 00 0  F                 223
DEFANT   120  123  H    14 00 0  F                  28
DEFANT   120  123  H    16 00 0  F                  11
DEFANT   121  122  H    16 00 0  F                 112
DEFANT   122  123  H    13 00 0  F                 113
DEFANT   122  123  H    16 00 0  F                  74
DEFANT   123  125  H    16 00 0  F                 192
DEFANT   125  129  H    15 00 0  F                  74
DEFANT   125  129  H    16 00 0  F                 204
DEFANT   126  127  H    16 00 0  F                   9
DEFANT   127  129  H    16 00 0  F                  25
DEFANT   129  130  H    16 00 0  F                  32
DEFANT   134  135  H    16 00 0  F                  19
DEFANT   135  141  H    16 00 0  F                  10
DEFANT   139  141  H    15 00 0  F                  44
DEFANT   141  143  H    16 00 0  F                 127
DEFANT   143  144  H    16 00 0  F                 160
DEFANT   148  154  H    12 00 0  F                  45
DEFANT   148  154  H    13 00 0  F                 201
DEFANT   148  154  H    14 00 0  F                 228
DEFANT   148  154  H    15 00 0  F                 256
DEFANT   148  154  H    16 00 0  F                 249
DEFANT   153   46  H    16 00 0  F                  82
DEFANT   155  156  H    16 00 0  F                  28
DEFANT   156  169  H    02 00 0  F                 623
DEFANT   156  169  H    03 00 0  F                 693
DEFANT   156  169  H    04 00 0  F                 619
DEFANT   156  169  H    05 00 0  F                 464
DEFANT   156  169  H    06 00 0  F                 656
DEFANT   156  169  H    07 00 0  F                 504
DEFANT   156  169  H    08 00 0  F                 649
DEFANT   156  169  H    09 00 0  F                 692
DEFANT   156  169  H    10 00 0  F                 697
DEFANT   156  169  H    11 00 0  F                 544
DEFANT   156  169  H    12 00 0  F                 535
DEFANT   156  169  H    13 00 0  F                 602
DEFANT   156  169  H    14 00 0  F                 653
DEFANT   156  169  H    15 00 0  F                 666
DEFANT   156  169  H    16 00 0  F                 658
DEFANT   162  169  H    02 00 0  F                  33
