&
RP    1  09  0 0  F           5% CARGA DO SIN NO CAG SECO
&
LM    1   9  0 0  F            3132
LM    1   9  0 1  F            3044
LM    1   9  1 0  F            2973
LM    1   9  1 1  F            2915
LM    1   9  2 0  F            2872
LM    1   9  2 1  F            2843
LM    1   9  3 0  F            2819
LM    1   9  3 1  F            2803
LM    1   9  4 0  F            2802
LM    1   9  4 1  F            2815
LM    1   9  5 0  F            2850
LM    1   9  5 1  F            2879
LM    1   9  6 0  F            2949
LM    1   9  6 1  F            2977
LM    1   9  7 0  F            3046
LM    1   9  7 1  F            3150
LM    1   9  8 0  F            3232
LM    1   9  8 1  F            3280
LM    1   9  9 0  F            3312
LM    1   9  9 1  F            3333
LM    1   9 10 0  F            3358
LM    1   9 10 1  F            3375
LM    1   9 11 0  F            3374
LM    1   9 11 1  F            3361
LM    1   9 12 0  F            3322
LM    1   9 12 1  F            3327
LM    1   9 13 0  F            3375
LM    1   9 13 1  F            3419
LM    1   9 14 0  F            3445
LM    1   9 14 1  F            3477
LM    1   9 15 0  F            3507
LM    1   9 15 1  F            3546
LM    1   9 16 0  F            3577
LM    1   9 16 1  F            3607
LM    1   9 17 0  F            3615
LM    1   9 17 1  F            3787
LM    1   9 18 0  F            3913
LM    1   9 18 1  F            3940
LM    1   9 19 0  F            3865
LM    1   9 19 1  F            3780
LM    1   9 20 0  F            3719
LM    1   9 20 1  F            3678
LM    1   9 21 0  F            3657
LM    1   9 21 1  F            3619
LM    1   9 22 0  F            3532
LM    1   9 22 1  F            3430
LM    1   9 23 0  F            3334
LM    1   9 23 1  F            3253
9999
