&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    23 00 0  F                  69
DEFANT     4    6  H    23 00 0  F                  99
DEFANT     6    7  H    23 00 0  F                 294
DEFANT     7    8  H    23 00 0  F                 278
DEFANT     8    9  H    23 00 0  F                 288
DEFANT     9   10  H    23 00 0  F                 269
DEFANT    10   11  H    23 00 0  F                 276
DEFANT    11   12  H    23 00 0  F                 252
DEFANT    12   17  H    23 00 0  F                 236
DEFANT    14   15  H    23 00 0  F                  10
DEFANT    15   16  H    23 00 0  F                  16
DEFANT    16   17  H    21 00 0  F                  13
DEFANT    16   17  H    23 00 0  F                  19
DEFANT    17   18  H    23 00 0  F                 411
DEFANT    18   34  H    23 00 0  F                 553
DEFANT    20   21  H    23 00 0  F                  74
DEFANT    21   24  H    23 00 0  F                 165
DEFANT    24   31  H    23 00 0  F                 133
DEFANT    25   26  H    23 00 0  F                  98
DEFANT    26   27  H    23 00 0  F                 124
DEFANT    27   28  H    23 00 0  F                 130
DEFANT    28   31  H    23 00 0  F                 125
DEFANT    29  203  H    23 00 0  F                  75
DEFANT    30   31  H    23 00 0  F                 192
DEFANT    31   32  H    23 00 0  F                 172
DEFANT    32   33  H    23 00 0  F                 273
DEFANT    33   34  H    23 00 0  F                 701
DEFANT    34   45  H    23 00 0  F                4059
DEFANT    37   38  H    23 00 0  F                  93
DEFANT    38   39  H    23 00 0  F                 102
DEFANT    39   40  H    23 00 0  F                 127
DEFANT    40   42  H    23 00 0  F                 174
DEFANT    42   43  H    23 00 0  F                 150
DEFANT    43   45  H    23 00 0  F                1126
DEFANT    45   46  H    23 00 0  F                4145
DEFANT    46   66  H    22 00 0  F                5369
DEFANT    46   66  H    23 00 0  F                5192
DEFANT    47   48  H    23 00 0  F                  91
DEFANT    48   49  H    23 00 0  F                  92
DEFANT    49  249  H    23 00 0  F                 104
DEFANT    50   51  H    23 00 0  F                 150
DEFANT    51   52  H    23 00 0  F                 131
DEFANT    52   61  H    23 00 0  F                 151
DEFANT    57   61  H    23 00 0  F                  83
DEFANT    61   62  H    23 00 0  F                 878
DEFANT    62   63  H    23 00 0  F                 826
DEFANT    63   66  H    22 00 0  F                 864
DEFANT    63   66  H    23 00 0  F                 894
DEFANT    71   72  H    23 00 0  F                   7
DEFANT    72   73  H    23 00 0  F                  10
DEFANT    73   77  H    23 00 0  F                  15
DEFANT    74   76  H    23 00 0  F                 614
DEFANT    76   77  H    23 00 0  F                 725
DEFANT    77   78  H    23 00 0  F                 989
DEFANT    78   82  H    23 00 0  F                1028
DEFANT    82   83  H    23 00 0  F                1334
DEFANT    86   91  H    23 00 0  F                 353
DEFANT    89   90  H    23 00 0  F                 579
DEFANT    90   91  H    23 00 0  F                 746
DEFANT    91   92  H    23 00 0  F                1205
DEFANT    92  103  H    23 00 0  F                1420
DEFANT    93   94  H    23 00 0  F                  71
DEFANT    94  103  H    23 00 0  F                 133
DEFANT    97   98  H    23 00 0  F                 198
DEFANT    98   99  H    23 00 0  F                 334
DEFANT   101  102  H    23 00 0  F                 492
DEFANT   107   37  H    22 00 0  F                  64
DEFANT   110  111  H    23 00 0  F                  14
DEFANT   111  112  H    23 00 0  F                 204
DEFANT   112  113  H    23 00 0  F                 220
DEFANT   113  114  H    23 00 0  F                 268
DEFANT   120  123  H    21 00 0  F                  28
DEFANT   120  123  H    22 00 0  F                  26
DEFANT   120  123  H    23 00 0  F                   9
DEFANT   121  122  H    23 00 0  F                 112
DEFANT   122  123  H    20 00 0  F                 113
DEFANT   122  123  H    21 00 0  F                 114
DEFANT   122  123  H    22 00 0  F                 112
DEFANT   122  123  H    23 00 0  F                  70
DEFANT   123  125  H    23 00 0  F                 205
DEFANT   125  129  H    22 00 0  F                  74
DEFANT   125  129  H    23 00 0  F                 207
DEFANT   126  127  H    23 00 0  F                  12
DEFANT   127  129  H    23 00 0  F                  30
DEFANT   129  130  H    23 00 0  F                  29
DEFANT   134  135  H    23 00 0  F                  18
DEFANT   135  141  H    23 00 0  F                  44
DEFANT   139  141  H    22 00 0  F                  37
DEFANT   139  141  H    23 00 0  F                  25
DEFANT   141  143  H    23 00 0  F                 132
DEFANT   143  144  H    23 00 0  F                 163
DEFANT   148  154  H    19 00 0  F                  48
DEFANT   148  154  H    20 00 0  F                 202
DEFANT   148  154  H    21 00 0  F                 255
DEFANT   148  154  H    22 00 0  F                 224
DEFANT   148  154  H    23 00 0  F                  65
DEFANT   153   46  H    23 00 0  F                  81
DEFANT   155  156  H    23 00 0  F                  52
DEFANT   156  169  H    09 00 0  F                 692
DEFANT   156  169  H    10 00 0  F                 697
DEFANT   156  169  H    11 00 0  F                 544
DEFANT   156  169  H    12 00 0  F                 535
DEFANT   156  169  H    13 00 0  F                 602
DEFANT   156  169  H    14 00 0  F                 653
DEFANT   156  169  H    15 00 0  F                 666
DEFANT   156  169  H    16 00 0  F                 694
DEFANT   156  169  H    17 00 0  F                 692
DEFANT   156  169  H    18 00 0  F                 612
DEFANT   156  169  H    19 00 0  F                 476
DEFANT   156  169  H    20 00 0  F                 654
DEFANT   156  169  H    21 00 0  F                 699
DEFANT   156  169  H    22 00 0  F                 700
DEFANT   156  169  H    23 00 0  F                 661
DEFANT   162  169  H    09 00 0  F                  33
DEFANT   162  169  H    11 00 0  F                  24
DEFANT   162  169  H    12 00 0  F                  23
DEFANT   162  169  H    13 00 0  F                  31
DEFANT   162  169  H    14 00 0  F                  33
DEFANT   162  169  H    17 00 0  F                  26
DEFANT   162  169  H    18 00 0  F                  22
DEFANT   162  169  H    19 00 0  F                  21
DEFANT   162  169  H    20 00 0  F                  29
DEFANT   162  169  H    21 00 0  F                  31
DEFANT   162  169  H    23 00 0  F                  32
DEFANT   169  172  H    21 00 0  F                1345
DEFANT   169  172  H    22 00 0  F                1328
DEFANT   169  172  H    23 00 0  F                1355
DEFANT   172  173  H    23 00 0  F                1620
DEFANT   175  178  H    23 00 0  F                1799
DEFANT   192  193  H    23 00 0  F                  21
DEFANT   193  141  H    22 00 0  F                  17
DEFANT   193  141  H    23 00 0  F                  23
DEFANT   203   30  H    23 00 0  F                 157
DEFANT   204  280  H    23 00 0  F                 629
DEFANT   228  229  H    19 00 0  F                 420
DEFANT   228  229  H    20 00 0  F                 431
DEFANT   228  229  H    21 00 0  F                 432
DEFANT   228  229  H    22 00 0  F                 433
DEFANT   228  229  H    23 00 0  F                 520
DEFANT   229  230  H    23 00 0  F                 571
DEFANT   241   34  H    23 00 0  F                 107
DEFANT   249   50  H    23 00 0  F                 107
DEFANT   251  252  H    23 00 0  F                 327
DEFANT   252  253  H    23 00 0  F                 370
DEFANT   253  257  H    23 00 0  F                 284
DEFANT   257  261  H    22 00 0  F                 742
DEFANT   257  261  H    23 00 0  F                 575
DEFANT   261  267  H    21 00 0  F                 865
DEFANT   261  267  H    22 00 0  F                 741
DEFANT   261  267  H    23 00 0  F                 620
DEFANT   262  241  H    23 00 0  F                  85
DEFANT   267  275  H    21 00 0  F                1301
DEFANT   267  275  H    22 00 0  F                1185
DEFANT   267  275  H    23 00 0  F                1108
DEFANT   280  284  H    23 00 0  F                 587
DEFANT   285  287  H    23 00 0  F                3829
DEFANT   290   34  H    23 00 0  F                  46
DEFANT   311  312  H    23 00 0  F                  54
DEFANT   312  315  H    23 00 0  F                  56
DEFANT   315   34  H    23 00 0  F                  93
DEFANT    66    1  S    23  0 0  F                5086
