& CONDICOES INICIAIS DAS UNIDADES                
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
  1  ANGRA 1        1    1       640.00   1488  0  0
  4  ST.CRUZ 34     3    0         0.00  16100  0  0
  4  ST.CRUZ 34     4    0         0.00  16100  0  0
  9  R.SILVEIRA     1    0         0.00  16100  0  0
  9  R.SILVEIRA     2    0         0.00  16100  0  0
 12  CUIABA G CC    1    0         0.00   5184  1  0
 12  CUIABA G CC    2    0         0.00    216  0  0
 12  CUIABA G CC    3    1       487.00    143  0  0
 13  ANGRA 2        1    1      1080.00     18  0  0
 15  LINHARES       1    1        51.00    480  0  0
 15  LINHARES       2    1        51.00    480  0  0
 15  LINHARES       3    1        51.00    480  0  0
 15  LINHARES       4    1        51.00    480  0  0
 21  MARANHAO V     1    1       337.60   1584  1  0
 24  J.LACERDA C    7    0         0.00   2402  0  0
 25  J.LACERDA B    5    1        89.00   1416  0  0
 25  J.LACERDA B    6    1       131.00   1616  1  0
 26  J.LACERDA A1   1    1        35.00    144  0  0
 26  J.LACERDA A1   2    1        45.00    444  0  0
 27  J.LACERDA A2   3    1        66.00   1721  1  0
 27  J.LACERDA A2   4    1        44.00   1724  1  0
 28  FIGUEIRA       1    0         0.00  16100  0  0
 28  FIGUEIRA       3    0         0.00  16100  0  0
 35  URUGUAIANA     1    0         0.00  16100  0  0
 35  URUGUAIANA     2    0         0.00  16100  0  0
 35  URUGUAIANA     3    0         0.00  16100  0  0
 36  MARANHAO IV    1    1       337.60   1752  0  0
 42  FORTALEZA      1    0         0.00  14593  0  0
 42  FORTALEZA      2    0         0.00  14593  0  0
 42  FORTALEZA      3    0         0.00   1224  0  0
 43  TERMOBAHIA     1    1       174.00    648  0  0
 46  N.VENECIA 2    1    1       178.00    906  0  0
 47  TERMORIO       1    0         0.00    706  0  0
 47  TERMORIO       2    1       470.00    192  0  0
 47  TERMORIO       3    0         0.00    864  0  0
