&
RP    1  19  0 0  F           5% CARGA DO SIN NO CAG SECO
&
LM    1  19  0 0  F            3654
LM    1  19  0 1  F            3564
LM    1  19  1 0  F            3474
LM    1  19  1 1  F            3410
LM    1  19  2 0  F            3349
LM    1  19  2 1  F            3305
LM    1  19  3 0  F            3280
LM    1  19  3 1  F            3260
LM    1  19  4 0  F            3251
LM    1  19  4 1  F            3253
LM    1  19  5 0  F            3277
LM    1  19  5 1  F            3278
LM    1  19  6 0  F            3296
LM    1  19  6 1  F            3318
LM    1  19  7 0  F            3428
LM    1  19  7 1  F            3542
LM    1  19  8 0  F            3657
LM    1  19  8 1  F            3735
LM    1  19  9 0  F            3773
LM    1  19  9 1  F            3824
LM    1  19 10 0  F            3864
LM    1  19 10 1  F            3886
LM    1  19 11 0  F            3886
LM    1  19 11 1  F            3867
LM    1  19 12 0  F            3837
LM    1  19 12 1  F            3848
LM    1  19 13 0  F            3921
LM    1  19 13 1  F            3995
LM    1  19 14 0  F            4041
LM    1  19 14 1  F            4073
LM    1  19 15 0  F            4079
LM    1  19 15 1  F            4083
LM    1  19 16 0  F            4051
LM    1  19 16 1  F            4009
LM    1  19 17 0  F            3909
LM    1  19 17 1  F            3855
LM    1  19 18 0  F            3861
LM    1  19 18 1  F            4001
LM    1  19 19 0  F            4083
LM    1  19 19 1  F            4056
LM    1  19 20 0  F            4011
LM    1  19 20 1  F            4012
LM    1  19 21 0  F            4014
LM    1  19 21 1  F            3988
LM    1  19 22 0  F            3930
LM    1  19 22 1  F            3875
LM    1  19 23 0  F            3799
LM    1  19 23 1  F            3736
9999
