& ARQUIVO COM RESTRICOES OPERACIONAIS PARA AS UNIDADES TERMICAS
& (NA CONFIGURACAO DO DESSEM)
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&
& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
  1  ANGRA 1        1    1       640.00   8355  0  0
  4  ST.CRUZ 34     3    0         0.00  12572  0  0
  4  ST.CRUZ 34     4    0         0.00  12572  0  0
  9  R.SILVEIRA     1    0         0.00  12572  0  0
  9  R.SILVEIRA     2    0         0.00  12572  0  0
 12  CUIABA G CC    1    0         0.00   1656  1  0
 13  ANGRA 2        1    1      1205.00   4607  1  0
 15  LINHARES       1    1        51.00  10177  0  0
 15  LINHARES       2    1        51.00   6131  0  0
 15  LINHARES       3    1        43.00  10177  0  0
 15  LINHARES       4    1        51.00   6096  0  0
 21  MARANHAO V     1    1       337.60    155  1  0
 24  J.LACERDA C    7    0         0.00     24  0  0
 25  J.LACERDA B    5    1        80.00   1577  0  0
 25  J.LACERDA B    6    1        80.01     17  1  0
 26  J.LACERDA A1   1    1        35.00     90  1  0
 26  J.LACERDA A1   2    1        35.00     92  0  0
 27  J.LACERDA A2   3    1        35.00   1698  1  0
 27  J.LACERDA A2   4    1        35.01   1176  0  0
 28  FIGUEIRA       1    0         0.00  12572  0  0
 28  FIGUEIRA       3    0         0.00  12572  0  0
 35  URUGUAIANA     1    0         0.00  12572  0  0
 35  URUGUAIANA     2    0         0.00  12572  0  0
 35  URUGUAIANA     3    0         0.00  12572  0  0
 36  MARANHAO IV    1    1       337.60     89  0  0
 42  FORTALEZA      1    0         0.00  11065  0  0
 42  FORTALEZA      2    0         0.00  11065  0  0
 42  FORTALEZA      3    0         0.00    842  0  0
 43  TERMOBAHIA     1    0         0.00   2025  0  0
 46  N.VENECIA 2    1    0         0.00    808  1  0
 47  TERMORIO       1    0         0.00   1486  1  0
 47  TERMORIO       2    0         0.00   2710  1  0
 47  TERMORIO       3    0         0.00  10294  0  0
 47  TERMORIO       4    0         0.00  10294  0  0
 47  TERMORIO       5    0         0.00  10294  0  0
 47  TERMORIO       6    0         0.00   1104  0  0
 47  TERMORIO       7    0         0.00    984  0  0
 47  TERMORIO       8    0         0.00  10294  0  0
 47  TERMORIO       9    0         0.00   1990  0  0
 47  TERMORIO      10    0         0.00  10294  0  0
 47  TERMORIO      11    0         0.00   1032  0  0
 47  TERMORIO      12    0         0.00   1571  1  0
 47  TERMORIO      13    0         0.00    988  0  0
 47  TERMORIO      14    0         0.00   2160  0  0
 47  TERMORIO      15    0         0.00   2162  0  0
 47  TERMORIO      16    0         0.00   8724  0  0
 47  TERMORIO      17    0         0.00    958  1  0
 47  TERMORIO      18    0         0.00   1750  1  0
 47  TERMORIO      19    0         0.00   5064  0  0
 47  TERMORIO      20    0         0.00   4488  0  0
 47  TERMORIO      21    0         0.00   7296  1  0
 47  TERMORIO      22    0         0.00    401  1  0
 47  TERMORIO      23    0         0.00   7296  1  0
 47  TERMORIO      24    0         0.00  10294  0  0
 47  TERMORIO      25    0         0.00  10294  0  0
 47  TERMORIO      26    0         0.00  10294  0  0
 47  TERMORIO      27    0         0.00    566  1  0
 47  TERMORIO      28    0         0.00  10294  0  0
 47  TERMORIO      29    0         0.00  10294  0  0
 47  TERMORIO      30    0         0.00  10294  0  0
 47  TERMORIO      31    0         0.00  10294  0  0
 48  ARAUCARIA      1    0         0.00   7990  1  0
 48  ARAUCARIA      2    0         0.00   7990  1  0
 48  ARAUCARIA      3    0         0.00   1990  1  0
 49  VIANA          1    0         0.00    238  0  0
 49  VIANA          2    0         0.00    238  0  0
 49  VIANA          3    0         0.00    238  0  0
 49  VIANA          4    0         0.00    238  0  0
 50  PIRAT.12 G     1    0         0.00  12572  0  0
 50  PIRAT.12 G     2    0         0.00  12572  0  0
 52  CAMPINA GDE    1    0         0.00   2000  1  0
 52  CAMPINA GDE    2    0         0.00   1991  0  0
 52  CAMPINA GDE    3    0         0.00   1993  1  0
 52  CAMPINA GDE    4    0         0.00   1991  0  0
 53  GLOBAL I       1    0         0.00   8664  0  0
 53  GLOBAL I       2    0         0.00   1075  0  0
 53  GLOBAL I       3    0         0.00   8664  0  0
 53  GLOBAL I       4    0         0.00   8664  0  0
 53  GLOBAL I       5    0         0.00   8664  0  0
 53  GLOBAL I       6    0         0.00   8664  0  0
 53  GLOBAL I       7    0         0.00   2281  0  0
 53  GLOBAL I       8    0         0.00   8664  0  0
 53  GLOBAL I       9    0         0.00   8664  0  0
 53  GLOBAL I      10    0         0.00   8664  0  0
 53  GLOBAL I      11    0         0.00   8664  0  0
 54  JUIZ DE FORA   1    0         0.00    501  0  0
 54  JUIZ DE FORA   2    0         0.00    606  1  0
 55  GLOBAL II      1    0         0.00  12572  0  0
 55  GLOBAL II      2    0         0.00   8664  0  0
 55  GLOBAL II      3    0         0.00  10004  0  0
 55  GLOBAL II      4    0         0.00   8664  0  0
 55  GLOBAL II      5    0         0.00   8664  0  0
 55  GLOBAL II      6    0         0.00   8664  0  0
 55  GLOBAL II      7    0         0.00   8664  0  0
 55  GLOBAL II      8    0         0.00   8664  0  0
 55  GLOBAL II      9    0         0.00   8664  0  0
 55  GLOBAL II     10    0         0.00   8664  0  0
 55  GLOBAL II     11    0         0.00   8664  0  0
 57  MARACANAU I    1    0         0.00   3273  1  0
 57  MARACANAU I    2    0         0.00   3273  1  0
 57  MARACANAU I    3    0         0.00   1991  1  0
 57  MARACANAU I    4    0         0.00   1991  1  0
 57  MARACANAU I    5    0         0.00   2033  1  0
 57  MARACANAU I    6    0         0.00   3273  1  0
 57  MARACANAU I    7    0         0.00   1991  1  0
 57  MARACANAU I    8    0         0.00   1991  1  0
 58  TERMOCEARA     1    0         0.00   1050  0  0
 58  TERMOCEARA     2    0         0.00   1007  0  0
 58  TERMOCEARA     3    0         0.00   1014  1  0
 58  TERMOCEARA     4    0         0.00   9576  1  0
 60  NORTEFLU       1    0         0.00  15831  0  0
 60  NORTEFLU       2    0         0.00  15831  0  0
 60  NORTEFLU       3    0         0.00  15831  0  0
 60  NORTEFLU       4    0         0.00   2362  1  0
 60  NORTEFLU       5    0         0.00     16  0  0
 60  NORTEFLU       6    0         0.00    273  1  0
 60  NORTEFLU       7    1       700.00     16  0  0
 62  SEROPEDICA     1    0         0.00    506  0  0
 62  SEROPEDICA     2    0         0.00   1014  0  0
 62  SEROPEDICA     3    0         0.00    646  1  0
 62  SEROPEDICA     4    0         0.00   1019  0  0
 62  SEROPEDICA     5    0         0.00   3498  0  0
 62  SEROPEDICA     6    0         0.00    983  0  0
 62  SEROPEDICA     7    0         0.00   1734  1  0
 62  SEROPEDICA     8    0         0.00   1826  1  0
 63  IBIRITE        1    0         0.00    696  0  0
 64  CANOAS         1    0         0.00   1990  1  0
 67  TERMONE        1    0         0.00   1500  0  0
 67  TERMONE        2    0         0.00   1338  1  0
 67  TERMONE        3    0         0.00   1044  0  0
 68  TRES LAGOAS    1    0         0.00  10113  0  0
 68  TRES LAGOAS    2    0         0.00   7535  0  0
 68  TRES LAGOAS    3    0         0.00  12240  0  0
 68  TRES LAGOAS    4    0         0.00  10200  1  0
 68  TRES LAGOAS    5    0         0.00  10200  1  0
 68  TRES LAGOAS    6    0         0.00   1363  1  0
 68  TRES LAGOAS    7    0         0.00  10200  0  0
 68  TRES LAGOAS    8    0         0.00   3216  0  0
 68  TRES LAGOAS    9    0         0.00  10200  0  0
 68  TRES LAGOAS   10    0         0.00   3078  0  0
 68  TRES LAGOAS   11    0         0.00   3168  0  0
 68  TRES LAGOAS   12    0         0.00  10176  0  0
 68  TRES LAGOAS   13    0         0.00    842  0  0
 68  TRES LAGOAS   14    0         0.00   2856  0  0
 68  TRES LAGOAS   15    0         0.00   1654  1  0
 69  TERMOPB        1    0         0.00   1338  0  0
 69  TERMOPB        2    0         0.00    129  0  0
 69  TERMOPB        3    0         0.00   1020  0  0
 70  GERAMAR II     1    0         0.00   1991  0  0
 70  GERAMAR II     2    0         0.00   1991  1  0
