&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    07 00 0  F                 127
DEFANT     4    6  H    07 00 0  F                 269
DEFANT     6    7  H    07 00 0  F                 532
DEFANT     7    8  H    07 00 0  F                 609
DEFANT     8    9  H    07 00 0  F                 580
DEFANT     9   10  H    07 00 0  F                 631
DEFANT    10   11  H    07 00 0  F                 662
DEFANT    11   12  H    07 00 0  F                 764
DEFANT    12   17  H    07 00 0  F                 856
DEFANT    14   15  H    07 00 0  F                  41
DEFANT    15   16  H    07 00 0  F                  68
DEFANT    16   17  H    05 00 0  F                  66
DEFANT    16   17  H    06 00 0  F                  69
DEFANT    16   17  H    07 00 0  F                  57
DEFANT    17   18  H    07 00 0  F                 952
DEFANT    18   34  H    07 00 0  F                 879
DEFANT    20   21  H    07 00 0  F                 141
DEFANT    21   24  H    07 00 0  F                  82
DEFANT    24   31  H    07 00 0  F                  93
DEFANT    25   26  H    07 00 0  F                 131
DEFANT    26   27  H    07 00 0  F                 179
DEFANT    27   28  H    07 00 0  F                 196
DEFANT    28   31  H    07 00 0  F                 226
DEFANT    29  203  H    07 00 0  F                  98
DEFANT    30   31  H    07 00 0  F                 370
DEFANT    31   32  H    07 00 0  F                 858
DEFANT    32   33  H    07 00 0  F                 723
DEFANT    33   34  H    07 00 0  F                1457
DEFANT    34   45  H    07 00 0  F                3047
DEFANT    37   38  H    07 00 0  F                 160
DEFANT    38   39  H    07 00 0  F                 223
DEFANT    39   40  H    07 00 0  F                 317
DEFANT    40   42  H    07 00 0  F                 326
DEFANT    42   43  H    07 00 0  F                 427
DEFANT    43   45  H    07 00 0  F                 179
DEFANT    45   46  H    07 00 0  F                3321
DEFANT    46   66  H    06 00 0  F                3995
DEFANT    46   66  H    07 00 0  F                3941
DEFANT    47   48  H    07 00 0  F                 118
DEFANT    48   49  H    07 00 0  F                 120
DEFANT    49  249  H    07 00 0  F                 105
DEFANT    50   51  H    07 00 0  F                 194
DEFANT    51   52  H    07 00 0  F                 183
DEFANT    52   61  H    07 00 0  F                 250
DEFANT    57   61  H    07 00 0  F                 308
DEFANT    61   62  H    07 00 0  F                 456
DEFANT    62   63  H    07 00 0  F                 477
DEFANT    63   66  H    06 00 0  F                 627
DEFANT    63   66  H    07 00 0  F                 629
DEFANT    71   72  H    07 00 0  F                  86
DEFANT    72   73  H    07 00 0  F                  85
DEFANT    73   77  H    07 00 0  F                  10
DEFANT    74   76  H    07 00 0  F                 726
DEFANT    76   77  H    07 00 0  F                1128
DEFANT    77   78  H    07 00 0  F                 721
DEFANT    78   82  H    07 00 0  F                 741
DEFANT    82   83  H    07 00 0  F                1268
DEFANT    86   91  H    07 00 0  F                  21
DEFANT    89   90  H    07 00 0  F                 208
DEFANT    90   91  H    07 00 0  F                 303
DEFANT    91   92  H    07 00 0  F                 300
DEFANT    92  103  H    07 00 0  F                1082
DEFANT    93   94  H    07 00 0  F                   0
DEFANT    94  103  H    07 00 0  F                 110
DEFANT    97   98  H    07 00 0  F                 190
DEFANT    98   99  H    07 00 0  F                 286
DEFANT   101  102  H    07 00 0  F                 546
DEFANT   107   37  H    06 00 0  F                  63
DEFANT   110  111  H    07 00 0  F                  13
DEFANT   111  112  H    07 00 0  F                  65
DEFANT   112  113  H    07 00 0  F                  32
DEFANT   113  114  H    07 00 0  F                 142
DEFANT   120  123  H    05 00 0  F                   4
DEFANT   120  123  H    07 00 0  F                  23
DEFANT   121  122  H    07 00 0  F                  18
DEFANT   122  123  H    04 00 0  F                  29
DEFANT   122  123  H    05 00 0  F                  33
DEFANT   122  123  H    07 00 0  F                  32
DEFANT   123  125  H    07 00 0  F                 144
DEFANT   125  129  H    06 00 0  F                 123
DEFANT   125  129  H    07 00 0  F                 190
DEFANT   126  127  H    07 00 0  F                  44
DEFANT   127  129  H    07 00 0  F                  92
DEFANT   129  130  H    07 00 0  F                 228
DEFANT   134  135  H    07 00 0  F                  73
DEFANT   135  141  H    07 00 0  F                  57
DEFANT   139  141  H    06 00 0  F                 170
DEFANT   139  141  H    07 00 0  F                 153
DEFANT   141  143  H    07 00 0  F                 502
DEFANT   143  144  H    07 00 0  F                 599
DEFANT   148  154  H    03 00 0  F                  44
DEFANT   148  154  H    04 00 0  F                  77
DEFANT   148  154  H    05 00 0  F                  60
DEFANT   148  154  H    06 00 0  F                  51
DEFANT   148  154  H    07 00 0  F                  50
DEFANT   153   46  H    07 00 0  F                 113
DEFANT   155  156  H    07 00 0  F                 130
DEFANT   156  169  H    24 00 0  F                 581
DEFANT   156  169  H    25 00 0  F                 597
DEFANT   156  169  H    28 00 0  F                 594
DEFANT   156  169  H    29 00 0  F                 595
DEFANT   156  169  H    31 00 0  F                 533
DEFANT   156  169  H    01 00 0  F                 551
DEFANT   156  169  H    02 00 0  F                 597
DEFANT   156  169  H    04 00 0  F                 599
DEFANT   156  169  H    06 00 0  F                 669
DEFANT   156  169  H    07 00 0  F                1070
DEFANT   162  169  H    24 00 0  F                  14
DEFANT   162  169  H    27 00 0  F                  13
DEFANT   162  169  H    28 00 0  F                  14
DEFANT   162  169  H    01 00 0  F                  17
DEFANT   162  169  H    02 00 0  F                  15
DEFANT   162  169  H    03 00 0  F                  16
DEFANT   162  169  H    05 00 0  F                  15
DEFANT   162  169  H    06 00 0  F                  14
DEFANT   162  169  H    07 00 0  F                  12
DEFANT   169  172  H    05 00 0  F                1943
DEFANT   169  172  H    06 00 0  F                1466
DEFANT   169  172  H    07 00 0  F                1456
DEFANT   172  173  H    07 00 0  F                1918
DEFANT   175  178  H    07 00 0  F                1813
DEFANT   192  193  H    07 00 0  F                  52
DEFANT   193  141  H    06 00 0  F                  56
DEFANT   193  141  H    07 00 0  F                  54
DEFANT   203   30  H    07 00 0  F                 146
DEFANT   204  280  H    07 00 0  F                2994
DEFANT   228  229  H    03 00 0  F                1106
DEFANT   228  229  H    04 00 0  F                1238
DEFANT   228  229  H    05 00 0  F                1538
DEFANT   228  229  H    06 00 0  F                1638
DEFANT   228  229  H    07 00 0  F                1753
DEFANT   229  230  H    07 00 0  F                5649
DEFANT   241   34  H    07 00 0  F                 182
DEFANT   249   50  H    07 00 0  F                 111
DEFANT   251  252  H    07 00 0  F                 110
DEFANT   252  253  H    07 00 0  F                 266
DEFANT   253  257  H    07 00 0  F                 276
DEFANT   257  261  H    06 00 0  F                 795
DEFANT   257  261  H    07 00 0  F                 725
DEFANT   261  267  H    05 00 0  F                2341
DEFANT   261  267  H    06 00 0  F                2322
DEFANT   261  267  H    07 00 0  F                2169
DEFANT   262  241  H    07 00 0  F                 179
DEFANT   267  275  H    05 00 0  F                5196
DEFANT   267  275  H    06 00 0  F                4723
DEFANT   267  275  H    07 00 0  F                4109
DEFANT   280  284  H    07 00 0  F                2992
DEFANT   285  287  H    07 00 0  F               30312
DEFANT   290   34  H    07 00 0  F                  69
DEFANT   311  312  H    07 00 0  F                 179
DEFANT   312  315  H    07 00 0  F                 178
DEFANT   315   34  H    07 00 0  F                 192
DEFANT    66    1  S    07  0 0  F                6353
DEFANT    66    1  S    07  0 1  F                6627
DEFANT    66    1  S    07  1 0  F                6584
DEFANT    66    1  S    07  1 1  F                6581
DEFANT    66    1  S    07  2 0  F                6406
DEFANT    66    1  S    07  2 1  F                6285
DEFANT    66    1  S    07  3 0  F                6222
DEFANT    66    1  S    07  3 1  F                6180
DEFANT    66    1  S    07  4 0  F                6223
DEFANT    66    1  S    07  4 1  F                6260
DEFANT    66    1  S    07  5 0  F                6640
DEFANT    66    1  S    07  5 1  F                6827
DEFANT    66    1  S    07  6 0  F                7110
DEFANT    66    1  S    07  6 1  F                7687
DEFANT    66    1  S    07  7 0  F                7619
DEFANT    66    1  S    07  7 1  F                7746
DEFANT    66    1  S    07  8 0  F                7779
DEFANT    66    1  S    07  8 1  F                7780
DEFANT    66    1  S    07  9 0  F                7891
DEFANT    66    1  S    07  9 1  F                7977
DEFANT    66    1  S    07 10 0  F                8111
DEFANT    66    1  S    07 10 1  F                8113
DEFANT    66    1  S    07 11 0  F                8260
DEFANT    66    1  S    07 11 1  F                8262
DEFANT    66    1  S    07 12 0  F                8078
DEFANT    66    1  S    07 12 1  F                8078
DEFANT    66    1  S    07 13 0  F                8314
DEFANT    66    1  S    07 13 1  F                8451
DEFANT    66    1  S    07 14 0  F                8486
DEFANT    66    1  S    07 14 1  F                8736
DEFANT    66    1  S    07 15 0  F                8788
DEFANT    66    1  S    07 15 1  F                8792
DEFANT    66    1  S    07 16 0  F                8757
DEFANT    66    1  S    07 16 1  F                8760
