&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    30 00 0  F                  59
DEFANT     4    6  H    30 00 0  F                 114
DEFANT     6    7  H    30 00 0  F                 525
DEFANT     7    8  H    30 00 0  F                 521
DEFANT     8    9  H    30 00 0  F                 541
DEFANT     9   10  H    30 00 0  F                 498
DEFANT    10   11  H    30 00 0  F                 596
DEFANT    11   12  H    30 00 0  F                 508
DEFANT    12   17  H    30 00 0  F                 543
DEFANT    14   15  H    30 00 0  F                  10
DEFANT    15   16  H    30 00 0  F                  13
DEFANT    16   17  H    28 00 0  F                  13
DEFANT    16   17  H    30 00 0  F                  19
DEFANT    17   18  H    30 00 0  F                 444
DEFANT    18   34  H    30 00 0  F                 568
DEFANT    20   21  H    30 00 0  F                  58
DEFANT    21   24  H    30 00 0  F                  83
DEFANT    24   31  H    30 00 0  F                 235
DEFANT    25   26  H    30 00 0  F                  99
DEFANT    26   27  H    30 00 0  F                 124
DEFANT    27   28  H    30 00 0  F                 120
DEFANT    28   31  H    30 00 0  F                 123
DEFANT    29  203  H    30 00 0  F                  42
DEFANT    30   31  H    30 00 0  F                 158
DEFANT    31   32  H    30 00 0  F                 597
DEFANT    32   33  H    30 00 0  F                 503
DEFANT    33   34  H    30 00 0  F                 749
DEFANT    34   45  H    30 00 0  F                2443
DEFANT    37   38  H    30 00 0  F                 230
DEFANT    38   39  H    30 00 0  F                 241
DEFANT    39   40  H    30 00 0  F                 245
DEFANT    40   42  H    30 00 0  F                 466
DEFANT    42   43  H    30 00 0  F                 402
DEFANT    43   45  H    30 00 0  F                1168
DEFANT    45   46  H    30 00 0  F                4902
DEFANT    46   66  H    29 00 0  F                4658
DEFANT    46   66  H    30 00 0  F                4785
DEFANT    47   48  H    30 00 0  F                 130
DEFANT    48   49  H    30 00 0  F                 134
DEFANT    49  249  H    30 00 0  F                 184
DEFANT    50   51  H    30 00 0  F                 222
DEFANT    51   52  H    30 00 0  F                 205
DEFANT    52   61  H    30 00 0  F                 273
DEFANT    57   61  H    30 00 0  F                  83
DEFANT    61   62  H    30 00 0  F                 785
DEFANT    62   63  H    30 00 0  F                 734
DEFANT    63   66  H    29 00 0  F                 914
DEFANT    63   66  H    30 00 0  F                 730
DEFANT    71   72  H    30 00 0  F                   7
DEFANT    72   73  H    30 00 0  F                  10
DEFANT    73   77  H    30 00 0  F                  15
DEFANT    74   76  H    30 00 0  F                 620
DEFANT    76   77  H    30 00 0  F                 688
DEFANT    77   78  H    30 00 0  F                1023
DEFANT    78   82  H    30 00 0  F                1098
DEFANT    82   83  H    30 00 0  F                1099
DEFANT    86   91  H    30 00 0  F                 448
DEFANT    89   90  H    30 00 0  F                 227
DEFANT    90   91  H    30 00 0  F                 414
DEFANT    91   92  H    30 00 0  F                1275
DEFANT    92  103  H    30 00 0  F                1577
DEFANT    93   94  H    30 00 0  F                  94
DEFANT    94  103  H    30 00 0  F                 119
DEFANT    97   98  H    30 00 0  F                 229
DEFANT    98   99  H    30 00 0  F                 313
DEFANT   101  102  H    30 00 0  F                 215
DEFANT   107   37  H    29 00 0  F                  56
