&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    05 00 0  F                 101
DEFANT     4    6  H    05 00 0  F                 119
DEFANT     6    7  H    05 00 0  F                 878
DEFANT     7    8  H    05 00 0  F                1082
DEFANT     8    9  H    05 00 0  F                1178
DEFANT     9   10  H    05 00 0  F                1272
DEFANT    10   11  H    05 00 0  F                1209
DEFANT    11   12  H    05 00 0  F                1066
DEFANT    12   17  H    05 00 0  F                1192
DEFANT    14   15  H    05 00 0  F                  10
DEFANT    15   16  H    05 00 0  F                  17
DEFANT    16   17  H    03 00 0  F                  13
DEFANT    16   17  H    04 00 0  F                  15
DEFANT    16   17  H    05 00 0  F                  19
DEFANT    17   18  H    05 00 0  F                1344
DEFANT    18   34  H    05 00 0  F                1049
DEFANT    20   21  H    05 00 0  F                  52
DEFANT    21   24  H    05 00 0  F                  95
DEFANT    24   31  H    05 00 0  F                 328
DEFANT    25   26  H    05 00 0  F                 126
DEFANT    26   27  H    05 00 0  F                 131
DEFANT    27   28  H    05 00 0  F                 127
DEFANT    28   31  H    05 00 0  F                 148
DEFANT    29  203  H    05 00 0  F                  76
DEFANT    30   31  H    05 00 0  F                 205
DEFANT    31   32  H    05 00 0  F                 457
DEFANT    32   33  H    05 00 0  F                 482
DEFANT    33   34  H    05 00 0  F                 677
DEFANT    34   45  H    05 00 0  F                2029
DEFANT    37   38  H    05 00 0  F                 134
DEFANT    38   39  H    05 00 0  F                 142
DEFANT    39   40  H    05 00 0  F                 158
DEFANT    40   42  H    05 00 0  F                 275
DEFANT    42   43  H    05 00 0  F                 255
DEFANT    43   45  H    05 00 0  F                 176
DEFANT    45   46  H    05 00 0  F                2300
DEFANT    46   66  H    04 00 0  F                2912
DEFANT    46   66  H    05 00 0  F                2947
DEFANT    47   48  H    05 00 0  F                  94
DEFANT    48   49  H    05 00 0  F                  91
DEFANT    49  249  H    05 00 0  F                 100
DEFANT    50   51  H    05 00 0  F                 175
DEFANT    51   52  H    05 00 0  F                 144
DEFANT    52   61  H    05 00 0  F                 157
DEFANT    57   61  H    05 00 0  F                 112
DEFANT    61   62  H    05 00 0  F                 587
DEFANT    62   63  H    05 00 0  F                 527
DEFANT    63   66  H    04 00 0  F                 625
DEFANT    63   66  H    05 00 0  F                 630
DEFANT    71   72  H    05 00 0  F                  24
DEFANT    72   73  H    05 00 0  F                  23
DEFANT    73   77  H    05 00 0  F                  15
