&
RP    1  10  0 0  F           5% CARGA DO SIN NO CAG SECO
&
LM    1  10  0 0  F            3441
LM    1  10  0 1  F            3358
LM    1  10  1 0  F            3283
LM    1  10  1 1  F            3210
LM    1  10  2 0  F            3159
LM    1  10  2 1  F            3127
LM    1  10  3 0  F            3100
LM    1  10  3 1  F            3085
LM    1  10  4 0  F            3084
LM    1  10  4 1  F            3088
LM    1  10  5 0  F            3083
LM    1  10  5 1  F            3076
LM    1  10  6 0  F            3151
LM    1  10  6 1  F            3213
LM    1  10  7 0  F            3334
LM    1  10  7 1  F            3446
LM    1  10  8 0  F            3552
LM    1  10  8 1  F            3613
LM    1  10  9 0  F            3655
LM    1  10  9 1  F            3697
LM    1  10 10 0  F            3727
LM    1  10 10 1  F            3755
LM    1  10 11 0  F            3777
LM    1  10 11 1  F            3742
LM    1  10 12 0  F            3676
LM    1  10 12 1  F            3691
LM    1  10 13 0  F            3772
LM    1  10 13 1  F            3853
LM    1  10 14 0  F            3905
LM    1  10 14 1  F            3947
LM    1  10 15 0  F            3967
LM    1  10 15 1  F            3969
LM    1  10 16 0  F            3957
LM    1  10 16 1  F            3933
LM    1  10 17 0  F            3852
LM    1  10 17 1  F            3844
LM    1  10 18 0  F            3847
LM    1  10 18 1  F            3953
LM    1  10 19 0  F            4013
LM    1  10 19 1  F            4015
LM    1  10 20 0  F            3986
LM    1  10 20 1  F            3969
LM    1  10 21 0  F            3960
LM    1  10 21 1  F            3925
LM    1  10 22 0  F            3853
LM    1  10 22 1  F            3774
LM    1  10 23 0  F            3698
LM    1  10 23 1  F            3631
9999
