& CONDICOES INICIAIS DAS UNIDADES                
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
  1  ANGRA 1        1    0         0.00    144  1  0
  4  ST.CRUZ 34     3    0         0.00  13916  0  0
  4  ST.CRUZ 34     4    0         0.00  13916  0  0
  9  R.SILVEIRA     1    0         0.00  13916  0  0
  9  R.SILVEIRA     2    0         0.00  13916  0  0
 12  CUIABA G CC    1    0         0.00   3000  1  0
 13  ANGRA 2        1    1      1210.00   5951  1  0
 15  LINHARES       1    1        51.00    442  0  0
 15  LINHARES       2    1        51.00    442  0  0
 15  LINHARES       3    1        51.00    442  0  0
 15  LINHARES       4    1        43.00    442  0  0
 21  MARANHAO V     1    0         0.00   1319  0  0
 24  J.LACERDA C    7    0         0.00    218  0  0
 25  J.LACERDA B    5    1        80.01    307  1  0
 25  J.LACERDA B    6    1        80.00    185  1  0
 26  J.LACERDA A1   1    1        35.01    186  1  0
 26  J.LACERDA A1   2    0         0.00    117  0  0
 27  J.LACERDA A2   3    1        35.01     89  1  0
 27  J.LACERDA A2   4    1        35.00    107  1  0
 28  FIGUEIRA       1    0         0.00  13916  0  0
 28  FIGUEIRA       3    0         0.00  13916  0  0
 35  URUGUAIANA     1    0         0.00  13916  0  0
 35  URUGUAIANA     2    0         0.00  13916  0  0
 35  URUGUAIANA     3    0         0.00  13916  0  0
 36  MARANHAO IV    1    0         0.00   1313  0  0
 42  FORTALEZA      1    0         0.00  12409  0  0
 42  FORTALEZA      2    0         0.00  12409  0  0
 42  FORTALEZA      3    0         0.00   2186  0  0
 43  TERMOBAHIA     1    0         0.00   3369  0  0
 46  N.VENECIA 2    1    0         0.00   2152  1  0
 47  TERMORIO       1    0         0.00   2830  1  0
 47  TERMORIO       2    0         0.00   4054  1  0
 47  TERMORIO       3    0         0.00  11638  0  0
 47  TERMORIO       4    0         0.00  11638  0  0
 47  TERMORIO       5    0         0.00  11638  0  0
 47  TERMORIO       6    0         0.00   2448  0  0
 47  TERMORIO       7    0         0.00   2328  0  0
 47  TERMORIO       8    0         0.00  11638  0  0
 47  TERMORIO       9    0         0.00   3334  0  0
 47  TERMORIO      10    0         0.00  11638  0  0
 47  TERMORIO      11    0         0.00   2376  0  0
 47  TERMORIO      12    0         0.00   2915  1  0
 47  TERMORIO      13    0         0.00   2332  0  0
 47  TERMORIO      14    0         0.00   3504  0  0
 47  TERMORIO      15    0         0.00   3506  0  0
 47  TERMORIO      16    0         0.00  10068  0  0
 47  TERMORIO      17    0         0.00   2302  1  0
 47  TERMORIO      18    0         0.00   3094  1  0
 47  TERMORIO      19    0         0.00   6408  0  0
 47  TERMORIO      20    0         0.00   5832  0  0
 47  TERMORIO      21    0         0.00   8640  1  0
 47  TERMORIO      22    0         0.00   1745  1  0
 47  TERMORIO      23    0         0.00   8640  1  0
 47  TERMORIO      24    0         0.00  11638  0  0
 47  TERMORIO      25    0         0.00  11638  0  0
 47  TERMORIO      26    0         0.00  11638  0  0
 47  TERMORIO      27    0         0.00   1910  1  0
 47  TERMORIO      28    0         0.00  11638  0  0
 47  TERMORIO      29    0         0.00  11638  0  0
 47  TERMORIO      30    0         0.00  11638  0  0
 47  TERMORIO      31    0         0.00    919  0  0
 48  ARAUCARIA      1    0         0.00   9334  1  0
 48  ARAUCARIA      2    0         0.00   9334  1  0
 48  ARAUCARIA      3    0         0.00   3334  1  0
 49  VIANA          1    0         0.00   1582  0  0
 49  VIANA          2    0         0.00   1582  0  0
 49  VIANA          3    0         0.00   1582  0  0
 49  VIANA          4    0         0.00   1582  0  0
 50  PIRAT.12 G     1    0         0.00  13916  0  0
 50  PIRAT.12 G     2    0         0.00  13916  0  0
 52  CAMPINA GDE    1    0         0.00   3344  1  0
 52  CAMPINA GDE    2    0         0.00   3335  0  0
 52  CAMPINA GDE    3    0         0.00   3337  1  0
 52  CAMPINA GDE    4    0         0.00   3335  0  0
 53  GLOBAL I       1    0         0.00  10008  0  0
 53  GLOBAL I       2    0         0.00   2419  0  0
 53  GLOBAL I       3    0         0.00  10008  0  0
 53  GLOBAL I       4    0         0.00  10008  0  0
 53  GLOBAL I       5    0         0.00  10008  0  0
 53  GLOBAL I       6    0         0.00  10008  0  0
 53  GLOBAL I       7    0         0.00   3625  0  0
 53  GLOBAL I       8    0         0.00  10008  0  0
 53  GLOBAL I       9    0         0.00  10008  0  0
 53  GLOBAL I      10    0         0.00  10008  0  0
 53  GLOBAL I      11    0         0.00  10008  0  0
 54  JUIZ DE FORA   1    0         0.00   1845  0  0
 54  JUIZ DE FORA   2    0         0.00   1950  1  0
 55  GLOBAL II      1    0         0.00  13916  0  0
 55  GLOBAL II      2    0         0.00  10008  0  0
 55  GLOBAL II      3    0         0.00  11348  0  0
 55  GLOBAL II      4    0         0.00  10008  0  0
 55  GLOBAL II      5    0         0.00  10008  0  0
 55  GLOBAL II      6    0         0.00  10008  0  0
 55  GLOBAL II      7    0         0.00  10008  0  0
 55  GLOBAL II      8    0         0.00  10008  0  0
 55  GLOBAL II      9    0         0.00  10008  0  0
 55  GLOBAL II     10    0         0.00  10008  0  0
 55  GLOBAL II     11    0         0.00  10008  0  0
 57  MARACANAU I    1    0         0.00    263  1  0
 57  MARACANAU I    2    0         0.00    268  1  0
 57  MARACANAU I    3    0         0.00    263  1  0
 57  MARACANAU I    4    0         0.00    263  1  0
 57  MARACANAU I    5    0         0.00    263  1  0
 57  MARACANAU I    6    0         0.00   4617  1  0
 57  MARACANAU I    7    0         0.00    263  1  0
 57  MARACANAU I    8    0         0.00    268  1  0
 58  TERMOCEARA     1    0         0.00   2394  0  0
 58  TERMOCEARA     2    0         0.00   2351  0  0
 58  TERMOCEARA     3    0         0.00   2358  1  0
 58  TERMOCEARA     4    0         0.00  10920  1  0
 60  NORTEFLU       1    0         0.00  17175  0  0
 60  NORTEFLU       2    0         0.00  17175  0  0
 60  NORTEFLU       3    0         0.00  17175  0  0
 60  NORTEFLU       4    0         0.00     30  0  0
 60  NORTEFLU       5    0         0.00   1032  0  0
 60  NORTEFLU       6    0         0.00   1617  1  0
 60  NORTEFLU       7    1       600.00     30  0  0
 62  SEROPEDICA     1    0         0.00    726  1  0
 62  SEROPEDICA     2    0         0.00   2358  0  0
 62  SEROPEDICA     3    0         0.00   1990  1  0
 62  SEROPEDICA     4    0         0.00    720  1  0
 62  SEROPEDICA     5    0         0.00    582  0  0
 62  SEROPEDICA     6    0         0.00    576  1  0
 62  SEROPEDICA     7    0         0.00   3078  1  0
 62  SEROPEDICA     8    0         0.00   3170  1  0
 63  IBIRITE        1    0         0.00   2040  0  0
 64  CANOAS         1    0         0.00   3334  1  0
 67  TERMONE        1    0         0.00    120  1  0
 67  TERMONE        2    0         0.00    120  1  0
 67  TERMONE        3    0         0.00   2388  0  0
 68  TRES LAGOAS    1    0         0.00    923  0  0
 68  TRES LAGOAS    2    0         0.00   8879  0  0
 68  TRES LAGOAS    3    0         0.00  13584  0  0
 68  TRES LAGOAS    4    0         0.00  11544  1  0
 68  TRES LAGOAS    5    0         0.00  11544  1  0
 68  TRES LAGOAS    6    0         0.00   2707  1  0
 68  TRES LAGOAS    7    0         0.00  11544  0  0
 68  TRES LAGOAS    8    0         0.00   4560  0  0
 68  TRES LAGOAS    9    0         0.00  11544  0  0
 68  TRES LAGOAS   10    0         0.00   4422  0  0
 68  TRES LAGOAS   11    0         0.00   4512  0  0
 68  TRES LAGOAS   12    0         0.00  11520  0  0
 68  TRES LAGOAS   13    0         0.00   2186  0  0
 68  TRES LAGOAS   14    0         0.00   4200  0  0
 68  TRES LAGOAS   15    0         0.00   2998  1  0
 69  TERMOPB        1    0         0.00   2682  0  0
