& CONDICOES INICIAIS DAS UNIDADES                
&
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
CPLEXLOG
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
  1  ANGRA 1        1    1      640.000   4344  0  0  1        640.
  4  ST.CRUZ 34     3    0        0.000  18956  0  0  0          0.
  4  ST.CRUZ 34     4    0        0.000  18956  0  0  0          0.
  9  R.SILVEIRA     1    0        0.000  18956  0  0  0          0.
  9  R.SILVEIRA     2    0        0.000  18956  0  0  0          0.
 12  CUIABA G CC    1    0        0.000   2304  0  0  0          0.
 12  CUIABA G CC    2    0        0.000   2808  0  0  0          0.
 12  CUIABA G CC    3    0        0.000   2832  0  0  0          0.
 13  ANGRA 2        1    1     1350.000    341  0  0  1       1350.
 15  LINHARES       1    1       51.000   1584  0  0  0          0.
 15  LINHARES       2    1       51.000   1584  0  0  0          0.
 15  LINHARES       3    1       51.000   1584  0  0  0          0.
 15  LINHARES       4    1       51.000   1584  0  0  0          0.
 21  MARANHAO V     1    0        0.000    983  0  0  0          0.
 24  J.LACERDA C    7    0        0.000    958  1  0  0          0.
 25  J.LACERDA B    5    0        0.000    959  0  0  0          0.
 25  J.LACERDA B    6    0        0.000     73  0  0  0          0.
 26  J.LACERDA A1   1    0        0.000    959  0  0  0          0.
 26  J.LACERDA A1   2    0        0.000   1045  1  0  0          0.
 27  J.LACERDA A2   3    1       35.010     72  1  0  3          0.
 27  J.LACERDA A2   4    1       35.000     65  1  0  3          0.
 28  FIGUEIRA       1    0        0.000  18956  0  0  0          0.
 28  FIGUEIRA       3    0        0.000  18956  0  0  0          0.
 35  URUGUAIANA     1    0        0.000  18956  0  0  0          0.
 35  URUGUAIANA     2    0        0.000  18956  0  0  0          0.
 35  URUGUAIANA     3    0        0.000  18956  0  0  0          0.
 36  MARANHAO IV    1    0        0.000    983  1  0  0          0.
 42  FORTALEZA      1    0        0.000  17449  0  0  0          0.
 42  FORTALEZA      2    0        0.000  17449  0  0  0          0.
 42  FORTALEZA      3    0        0.000   4080  0  0  0          0.
 43  TERMOBAHIA     1    0        0.000   1655  0  0  0          0.
 46  N.VENECIA 2    1    0        0.000    983  1  0  0          0.
 47  TERMORIO       1    1      270.000    528  1  0  2        270.
 47  TERMORIO       2    0        0.000   1573  0  0  0        270.
 47  TERMORIO       3    0        0.000   3720  0  0  0        270.
 47  TERMORIO       4    0        0.000   2842  0  0  0        270.
 47  TERMORIO       5    0        0.000  16678  0  0  0        270.
 47  TERMORIO       6    0        0.000    902  0  0  0        270.
 47  TERMORIO       7    0        0.000   2070  1  0  0        270.
 47  TERMORIO       8    0        0.000   1248  0  0  0        270.
 47  TERMORIO       9    0        0.000   1968  0  0  0        270.
 47  TERMORIO      10    0        0.000  16678  0  0  0        270.
 47  TERMORIO      11    0        0.000   1344  1  0  0        270.
 47  TERMORIO      12    0        0.000   1037  0  0  0        270.
 47  TERMORIO      13    0        0.000   1968  0  0  0        270.
 47  TERMORIO      14    0        0.000   1704  0  0  0        270.
 47  TERMORIO      15    0        0.000   8546  0  0  0        270.
 47  TERMORIO      16    0        0.000    984  0  0  0        270.
 47  TERMORIO      17    0        0.000    718  1  0  0        270.
 47  TERMORIO      18    0        0.000    624  0  0  0        270.
 47  TERMORIO      19    0        0.000  11448  0  0  0        270.
 47  TERMORIO      20    0        0.000  10872  0  0  0        270.
 47  TERMORIO      21    0        0.000   3816  0  0  0        270.
 47  TERMORIO      22    0        0.000   6785  1  0  0        270.
 47  TERMORIO      23    0        0.000  13680  1  0  0        270.
 47  TERMORIO      24    0        0.000  16678  0  0  0        270.
 47  TERMORIO      25    0        0.000  16678  0  0  0        270.
 47  TERMORIO      26    0        0.000  16678  0  0  0        270.
 47  TERMORIO      27    0        0.000   1464  0  0  0        270.
 47  TERMORIO      28    0        0.000  16678  0  0  0        270.
 47  TERMORIO      29    0        0.000  16678  0  0  0        270.
 47  TERMORIO      30    0        0.000  16678  0  0  0        270.
 47  TERMORIO      31    0        0.000   5959  0  0  0        270.
 48  ARAUCARIA      1    0        0.000  14374  1  0  0          0.
 48  ARAUCARIA      2    0        0.000   1648  1  0  0          0.
 48  ARAUCARIA      3    0        0.000   2546  1  0  0          0.
 49  VIANA          3    0        0.000     96  1  0  0          0.
 49  VIANA          4    0        0.000     95  0  0  0          0.
 49  VIANA          1    0        0.000   1601  0  0  0          0.
 49  VIANA          2    0        0.000     82  1  0  0          0.
 50  PIRAT.12 G     1    0        0.000  18956  0  0  0          0.
 50  PIRAT.12 G     2    0        0.000  18956  0  0  0          0.
 52  CAMPINA GDE    1    0        0.000   1656  0  0  0          0.
 52  CAMPINA GDE    2    0        0.000   1656  0  0  0          0.
 52  CAMPINA GDE    3    0        0.000   1656  0  0  0          0.
 52  CAMPINA GDE    4    0        0.000   1655  1  0  0          0.
 53  GLOBAL I       1    0        0.000   2995  0  0  0          0.
 53  GLOBAL I       2    0        0.000   3030  0  0  0          0.
 53  GLOBAL I       3    0        0.000   2139  0  0  0          0.
 53  GLOBAL I       4    0        0.000  15048  0  0  0          0.
 53  GLOBAL I       5    0        0.000   2100  1  0  0          0.
 53  GLOBAL I       6    0        0.000   3024  1  0  0          0.
 53  GLOBAL I       7    0        0.000   1731  1  0  0          0.
 53  GLOBAL I       8    0        0.000   1704  0  0  0          0.
 53  GLOBAL I       9    0        0.000   2112  1  0  0          0.
 53  GLOBAL I      10    0        0.000   1754  0  0  0          0.
 53  GLOBAL I      11    0        0.000   1654  1  0  0          0.
 54  JUIZ DE FORA   1    0        0.000    984  0  0  0          0.
 54  JUIZ DE FORA   2    0        0.000    983  1  0  0          0.
 55  GLOBAL II      1    0        0.000   1816  0  0  0          0.
 55  GLOBAL II      2    0        0.000   1719  0  0  0          0.
 55  GLOBAL II      3    0        0.000   1821  0  0  0          0.
 55  GLOBAL II      4    0        0.000   2138  0  0  0          0.
 55  GLOBAL II      5    0        0.000  15048  0  0  0          0.
 55  GLOBAL II      6    0        0.000  15048  0  0  0          0.
 55  GLOBAL II      7    0        0.000   1736  1  0  0          0.
 55  GLOBAL II      8    0        0.000   1807  1  0  0          0.
 55  GLOBAL II      9    0        0.000   1874  1  0  0          0.
 55  GLOBAL II     10    0        0.000   1712  0  0  0          0.
 55  GLOBAL II     11    0        0.000   1654  1  0  0          0.
 57  MARACANAU I    1    0        0.000   1655  1  0  0          0.
 57  MARACANAU I    2    0        0.000   2949  1  0  0          0.
 57  MARACANAU I    3    0        0.000   1655  1  0  0          0.
 57  MARACANAU I    4    0        0.000   1655  1  0  0          0.
 57  MARACANAU I    5    0        0.000   5303  1  0  0          0.
 57  MARACANAU I    6    0        0.000   1838  0  0  0          0.
 57  MARACANAU I    7    0        0.000   1948  0  0  0          0.
 57  MARACANAU I    8    0        0.000   1695  0  0  0          0.
 58  TERMOCEARA     1    0        0.000   7434  0  0  0          0.
 58  TERMOCEARA     2    0        0.000   7391  0  0  0          0.
 58  TERMOCEARA     3    0        0.000   7398  1  0  0          0.
 58  TERMOCEARA     4    0        0.000  15960  1  0  0          0.
 60  NORTEFLU       1    0        0.000  22215  0  0  0        630.
 60  NORTEFLU       2    0        0.000  22215  0  0  0        630.
 60  NORTEFLU       3    0        0.000  22215  0  0  0        630.
 60  NORTEFLU       4    0        0.000   1560  0  0  0        630.
 60  NORTEFLU       5    0        0.000   1452  1  0  0        630.
 60  NORTEFLU       6    0        0.000   6657  1  0  0        630.
 60  NORTEFLU       7    1      630.000   1452  1  0  0        630.
 62  SEROPEDICA     1    0        0.000    507  0  0  0          0.
 62  SEROPEDICA     2    0        0.000    512  0  0  0          0.
 62  SEROPEDICA     3    0        0.000    955  1  0  0          0.
 62  SEROPEDICA     4    0        0.000    942  0  0  0          0.
 62  SEROPEDICA     5    0        0.000    971  0  0  0          0.
 62  SEROPEDICA     6    0        0.000    936  1  0  0          0.
