&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    14 00 0  F                  64
DEFANT     4    6  H    14 00 0  F                 228
DEFANT     6    7  H    14 00 0  F                 414
DEFANT     7    8  H    14 00 0  F                 390
DEFANT     8    9  H    14 00 0  F                 452
DEFANT     9   10  H    14 00 0  F                 447
DEFANT    10   11  H    14 00 0  F                 472
DEFANT    11   12  H    14 00 0  F                 486
DEFANT    12   17  H    14 00 0  F                 728
DEFANT    14   15  H    14 00 0  F                  10
DEFANT    15   16  H    14 00 0  F                  25
DEFANT    16   17  H    12 00 0  F                  28
DEFANT    16   17  H    13 00 0  F                  34
DEFANT    16   17  H    14 00 0  F                  47
DEFANT    17   18  H    14 00 0  F                 650
DEFANT    18   34  H    14 00 0  F                 582
DEFANT    20   21  H    14 00 0  F                  25
DEFANT    21   24  H    14 00 0  F                  84
DEFANT    24   31  H    14 00 0  F                 179
DEFANT    25   26  H    14 00 0  F                  53
DEFANT    26   27  H    14 00 0  F                  70
DEFANT    27   28  H    14 00 0  F                  80
DEFANT    28   31  H    14 00 0  F                  86
DEFANT    29  203  H    14 00 0  F                  40
DEFANT    30   31  H    14 00 0  F                 135
DEFANT    31   32  H    14 00 0  F                 599
DEFANT    32   33  H    14 00 0  F                 852
DEFANT    33   34  H    14 00 0  F                 645
DEFANT    34   45  H    14 00 0  F                2194
DEFANT    37   38  H    14 00 0  F                 294
DEFANT    38   39  H    14 00 0  F                 304
DEFANT    39   40  H    14 00 0  F                 318
DEFANT    40   42  H    14 00 0  F                 628
DEFANT    42   43  H    14 00 0  F                 522
DEFANT    43   45  H    14 00 0  F                 407
DEFANT    45   46  H    14 00 0  F                3355
DEFANT    46   66  H    13 00 0  F                3945
DEFANT    46   66  H    14 00 0  F                4417
DEFANT    47   48  H    14 00 0  F                 128
DEFANT    48   49  H    14 00 0  F                 124
DEFANT    49  249  H    14 00 0  F                 184
DEFANT    50   51  H    14 00 0  F                 198
DEFANT    51   52  H    14 00 0  F                 190
DEFANT    52   61  H    14 00 0  F                 189
DEFANT    57   61  H    14 00 0  F                 211
DEFANT    61   62  H    14 00 0  F                 648
DEFANT    62   63  H    14 00 0  F                 656
DEFANT    63   66  H    13 00 0  F                 767
DEFANT    63   66  H    14 00 0  F                 780
DEFANT    71   72  H    14 00 0  F                 121
DEFANT    72   73  H    14 00 0  F                 143
DEFANT    73   77  H    14 00 0  F                  15
DEFANT    74   76  H    14 00 0  F                   0
DEFANT    76   77  H    14 00 0  F                 434
DEFANT    77   78  H    14 00 0  F                 582
DEFANT    78   82  H    14 00 0  F                 555
DEFANT    82   83  H    14 00 0  F                 716
DEFANT    86   91  H    14 00 0  F                 302
DEFANT    89   90  H    14 00 0  F                 272
DEFANT    90   91  H    14 00 0  F                 274
DEFANT    91   92  H    14 00 0  F                 739
DEFANT    92  103  H    14 00 0  F                1160
DEFANT    93   94  H    14 00 0  F                  63
DEFANT    94  103  H    14 00 0  F                 104
DEFANT    97   98  H    14 00 0  F                 238
DEFANT    98   99  H    14 00 0  F                 355
DEFANT   101  102  H    14 00 0  F                 425
DEFANT   107   37  H    13 00 0  F                  88
DEFANT   110  111  H    14 00 0  F                  14
DEFANT   111  112  H    14 00 0  F                 268
DEFANT   112  113  H    14 00 0  F                 204
DEFANT   113  114  H    14 00 0  F                 441
DEFANT   120  123  H    12 00 0  F                  10
DEFANT   120  123  H    14 00 0  F                  20
DEFANT   121  122  H    14 00 0  F                  93
DEFANT   122  123  H    11 00 0  F                  94
DEFANT   122  123  H    14 00 0  F                  73
DEFANT   123  125  H    14 00 0  F                 175
DEFANT   125  129  H    13 00 0  F                 102
DEFANT   125  129  H    14 00 0  F                 199
DEFANT   126  127  H    14 00 0  F                  49
DEFANT   127  129  H    14 00 0  F                 101
DEFANT   129  130  H    14 00 0  F                 247
DEFANT   134  135  H    14 00 0  F                  97
DEFANT   135  141  H    14 00 0  F                 126
DEFANT   139  141  H    13 00 0  F                 147
DEFANT   139  141  H    14 00 0  F                  68
DEFANT   141  143  H    14 00 0  F                 318
DEFANT   143  144  H    14 00 0  F                 317
DEFANT   148  154  H    10 00 0  F                  36
DEFANT   148  154  H    14 00 0  F                  33
DEFANT   153   46  H    14 00 0  F                 126
DEFANT   155  156  H    14 00 0  F                 112
DEFANT   156  169  H    30 00 0  F                 707
DEFANT   156  169  H    01 00 0  F                 691
DEFANT   156  169  H    02 00 0  F                 556
DEFANT   156  169  H    03 00 0  F                 516
DEFANT   156  169  H    04 00 0  F                 662
DEFANT   156  169  H    05 00 0  F                 695
DEFANT   156  169  H    06 00 0  F                 706
DEFANT   156  169  H    07 00 0  F                 526
DEFANT   156  169  H    08 00 0  F                 447
DEFANT   156  169  H    09 00 0  F                 403
DEFANT   156  169  H    10 00 0  F                 386
DEFANT   156  169  H    11 00 0  F                 448
DEFANT   156  169  H    12 00 0  F                 405
DEFANT   156  169  H    13 00 0  F                 468
DEFANT   156  169  H    14 00 0  F                 520
DEFANT   162  169  H    30 00 0  F                  22
DEFANT   162  169  H    14 00 0  F                  33
DEFANT   169  172  H    12 00 0  F                1633
DEFANT   169  172  H    13 00 0  F                1629
DEFANT   169  172  H    14 00 0  F                1668
DEFANT   172  173  H    14 00 0  F                1493
DEFANT   175  178  H    14 00 0  F                1445
DEFANT   192  193  H    14 00 0  F                  41
DEFANT   193  141  H    13 00 0  F                 106
DEFANT   193  141  H    14 00 0  F                  50
DEFANT   203   30  H    14 00 0  F                  94
DEFANT   204  280  H    14 00 0  F                 413
DEFANT   228  229  H    10 00 0  F                 493
DEFANT   228  229  H    11 00 0  F                 485
DEFANT   228  229  H    12 00 0  F                 522
DEFANT   228  229  H    13 00 0  F                 540
DEFANT   228  229  H    14 00 0  F                 531
DEFANT   229  230  H    14 00 0  F                 780
DEFANT   241   34  H    14 00 0  F                 144
DEFANT   249   50  H    14 00 0  F                 193
DEFANT   251  252  H    14 00 0  F                 668
DEFANT   252  253  H    14 00 0  F                 668
DEFANT   253  257  H    14 00 0  F                 565
DEFANT   257  261  H    13 00 0  F                 571
DEFANT   257  261  H    14 00 0  F                 863
DEFANT   261  267  H    12 00 0  F                 585
DEFANT   261  267  H    13 00 0  F                 715
DEFANT   261  267  H    14 00 0  F                 764
DEFANT   262  241  H    14 00 0  F                 140
DEFANT   267  275  H    12 00 0  F                1317
DEFANT   267  275  H    13 00 0  F                1400
DEFANT   267  275  H    14 00 0  F                1330
DEFANT   280  284  H    14 00 0  F                 392
DEFANT   285  287  H    14 00 0  F                3088
DEFANT   290   34  H    14 00 0  F                  46
DEFANT   311  312  H    14 00 0  F                  66
DEFANT   312  315  H    14 00 0  F                  69
DEFANT   315   34  H    14 00 0  F                  94
DEFANT    66    1  S    14  0 0  F                8781
DEFANT    66    1  S    14  0 1  F                8780
DEFANT    66    1  S    14  1 0  F                8648
DEFANT    66    1  S    14  1 1  F                8271
DEFANT    66    1  S    14  2 0  F                8003
DEFANT    66    1  S    14  2 1  F                7685
DEFANT    66    1  S    14  3 0  F                7406
DEFANT    66    1  S    14  3 1  F                7280
DEFANT    66    1  S    14  4 0  F                7446
DEFANT    66    1  S    14  4 1  F                7402
DEFANT    66    1  S    14  5 0  F                7361
DEFANT    66    1  S    14  5 1  F                7198
DEFANT    66    1  S    14  6 0  F                7200
DEFANT    66    1  S    14  6 1  F                7158
DEFANT    66    1  S    14  7 0  F                7123
DEFANT    66    1  S    14  7 1  F                7199
DEFANT    66    1  S    14  8 0  F                8097
DEFANT    66    1  S    14  8 1  F                8715
DEFANT    66    1  S    14  9 0  F                8666
DEFANT    66    1  S    14  9 1  F                8756
DEFANT    66    1  S    14 10 0  F                8953
DEFANT    66    1  S    14 10 1  F                9442
DEFANT    66    1  S    14 11 0  F                9653
DEFANT    66    1  S    14 11 1  F                9657
DEFANT    66    1  S    14 12 0  F                9710
DEFANT    66    1  S    14 12 1  F                9714
DEFANT    66    1  S    14 13 0  F                9707
DEFANT    66    1  S    14 13 1  F                9710
DEFANT    66    1  S    14 14 0  F                9750
DEFANT    66    1  S    14 14 1  F                9608
DEFANT    66    1  S    14 15 0  F                9803
DEFANT    66    1  S    14 15 1  F                9807
DEFANT    66    1  S    14 16 0  F                9780
DEFANT    66    1  S    14 16 1  F                9783
DEFANT    66    1  S    14 17 0  F                9697
DEFANT    66    1  S    14 17 1  F                9700
DEFANT    66    1  S    14 18 0  F                9756
DEFANT    66    1  S    14 18 1  F                9759
DEFANT    66    1  S    14 19 0  F                9949
DEFANT    66    1  S    14 19 1  F                9953
DEFANT    66    1  S    14 20 0  F               10009
DEFANT    66    1  S    14 20 1  F               10013
DEFANT    66    1  S    14 21 0  F                9947
DEFANT    66    1  S    14 21 1  F                9950
DEFANT    66    1  S    14 22 0  F                9722
DEFANT    66    1  S    14 22 1  F                9723
DEFANT    66    1  S    14 23 0  F                9066
DEFANT    66    1  S    14 23 1  F                8952
DEFANT    83    1  S    14  0 0  F                 685
DEFANT    83    1  S    14  0 1  F                 682
DEFANT    83    1  S    14  1 0  F                 680
DEFANT    83    1  S    14  1 1  F                 678
DEFANT    83    1  S    14  2 0  F                 478
DEFANT    83    1  S    14  2 1  F                 476
DEFANT    83    1  S    14  3 0  F                 476
DEFANT    83    1  S    14  3 1  F                 476
DEFANT    83    1  S    14  4 0  F                 476
DEFANT    83    1  S    14  4 1  F                 476
