& CONDICOES INICIAIS DAS UNIDADES                
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
  1  ANGRA 1        1    1       640.00    144  0  0
  4  ST.CRUZ 34     3    0         0.00  14756  0  0
  4  ST.CRUZ 34     4    0         0.00  14756  0  0
  9  R.SILVEIRA     1    0         0.00  14756  0  0
  9  R.SILVEIRA     2    0         0.00  14756  0  0
 12  CUIABA G CC    1    0         0.00   3840  1  0
 12  CUIABA G CC    2    0         0.00   3840  1  0
 12  CUIABA G CC    3    0         0.00   3840  1  0
 13  ANGRA 2        1    1      1215.00   6791  1  0
 15  LINHARES       1    1        51.00   1282  0  0
 15  LINHARES       2    1        51.00   1282  0  0
 15  LINHARES       3    1        51.00   1282  0  0
 15  LINHARES       4    1        43.00   1282  0  0
 21  MARANHAO V     1    1       337.60    240  1  0
 24  J.LACERDA C    7    0         0.00   1058  0  0
 25  J.LACERDA B    5    1       131.00     72  0  0
 25  J.LACERDA B    6    1       131.00    272  1  0
 26  J.LACERDA A1   1    1        35.00     85  1  0
 26  J.LACERDA A1   2    1        35.00     89  0  0
 27  J.LACERDA A2   3    1        66.00    377  1  0
 27  J.LACERDA A2   4    1        66.00    380  1  0
 28  FIGUEIRA       1    0         0.00  14756  0  0
 28  FIGUEIRA       3    0         0.00  14756  0  0
 35  URUGUAIANA     1    0         0.00  14756  0  0
 35  URUGUAIANA     2    0         0.00  14756  0  0
 35  URUGUAIANA     3    0         0.00  14756  0  0
 36  MARANHAO IV    1    1       337.60    408  0  0
 42  FORTALEZA      1    0         0.00  13249  0  0
 42  FORTALEZA      2    0         0.00  13249  0  0
 42  FORTALEZA      3    0         0.00     22  1  0
 43  TERMOBAHIA     1    0         0.00   4209  0  0
 46  N.VENECIA 2    1    1       178.00     93  0  0
 47  TERMORIO       1    0         0.00   3670  1  0
 47  TERMORIO       2    0         0.00   4894  1  0
 47  TERMORIO       3    0         0.00  12478  0  0
 47  TERMORIO       4    0         0.00  12478  0  0
 47  TERMORIO       5    0         0.00  12478  0  0
 47  TERMORIO       6    0         0.00   3288  0  0
 47  TERMORIO       7    0         0.00   3168  0  0
 47  TERMORIO       8    0         0.00  12478  0  0
 47  TERMORIO       9    0         0.00   4174  0  0
 47  TERMORIO      10    0         0.00  12478  0  0
 47  TERMORIO      11    0         0.00   3216  0  0
 47  TERMORIO      12    0         0.00   3755  1  0
 47  TERMORIO      13    0         0.00   3172  0  0
 47  TERMORIO      14    0         0.00   4344  0  0
 47  TERMORIO      15    0         0.00   4346  0  0
 47  TERMORIO      16    0         0.00  10908  0  0
 47  TERMORIO      17    0         0.00   3142  1  0
 47  TERMORIO      18    1       155.00     71  0  0
 47  TERMORIO      19    0         0.00   7248  0  0
 47  TERMORIO      20    0         0.00   6672  0  0
 47  TERMORIO      21    0         0.00   9480  1  0
 47  TERMORIO      22    0         0.00   2585  1  0
 47  TERMORIO      23    0         0.00   9480  1  0
 47  TERMORIO      24    0         0.00  12478  0  0
 47  TERMORIO      25    0         0.00  12478  0  0
 47  TERMORIO      26    0         0.00  12478  0  0
 47  TERMORIO      27    0         0.00   2750  1  0
 47  TERMORIO      28    0         0.00  12478  0  0
 47  TERMORIO      29    0         0.00  12478  0  0
 47  TERMORIO      30    0         0.00  12478  0  0
 47  TERMORIO      31    0         0.00   1759  0  0
 48  ARAUCARIA      1    0         0.00  10174  1  0
 48  ARAUCARIA      2    0         0.00  10174  1  0
 48  ARAUCARIA      3    0         0.00   4174  1  0
 49  VIANA          3    0         0.00    667  1  0
 49  VIANA          4    0         0.00    667  1  0
 49  VIANA          1    0         0.00    667  1  0
 49  VIANA          2    1       166.00     19  1  0
 50  PIRAT.12 G     1    0         0.00  14756  0  0
 50  PIRAT.12 G     2    0         0.00  14756  0  0
 52  CAMPINA GDE    1    0         0.00   4184  1  0
 52  CAMPINA GDE    2    0         0.00   4175  0  0
 52  CAMPINA GDE    3    0         0.00   4177  1  0
 52  CAMPINA GDE    4    0         0.00   4175  0  0
 53  GLOBAL I       1    0         0.00  10848  0  0
 53  GLOBAL I       2    0         0.00   3259  0  0
 53  GLOBAL I       3    0         0.00  10848  0  0
 53  GLOBAL I       4    0         0.00  10848  0  0
 53  GLOBAL I       5    0         0.00  10848  0  0
 53  GLOBAL I       6    0         0.00  10848  0  0
 53  GLOBAL I       7    0         0.00   4465  0  0
 53  GLOBAL I       8    0         0.00  10848  0  0
 53  GLOBAL I       9    0         0.00  10848  0  0
 53  GLOBAL I      10    0         0.00  10848  0  0
 53  GLOBAL I      11    0         0.00  10848  0  0
 54  JUIZ DE FORA   1    0         0.00      1  1  0
 54  JUIZ DE FORA   2    0         0.00      1  1  0
 55  GLOBAL II      1    0         0.00  14756  0  0
 55  GLOBAL II      2    0         0.00  10848  0  0
 55  GLOBAL II      3    0         0.00  12188  0  0
 55  GLOBAL II      4    0         0.00  10848  0  0
 55  GLOBAL II      5    0         0.00  10848  0  0
 55  GLOBAL II      6    0         0.00  10848  0  0
 55  GLOBAL II      7    0         0.00  10848  0  0
 55  GLOBAL II      8    0         0.00  10848  0  0
 55  GLOBAL II      9    0         0.00  10848  0  0
 55  GLOBAL II     10    0         0.00  10848  0  0
 55  GLOBAL II     11    0         0.00  10848  0  0
 57  MARACANAU I    1    0         0.00   1103  1  0
 57  MARACANAU I    2    0         0.00   1108  1  0
 57  MARACANAU I    3    0         0.00   1103  1  0
 57  MARACANAU I    4    0         0.00   1103  1  0
 57  MARACANAU I    5    0         0.00   1103  1  0
 57  MARACANAU I    6    0         0.00   5457  1  0
 57  MARACANAU I    7    0         0.00   1103  1  0
 57  MARACANAU I    8    0         0.00   1108  1  0
 58  TERMOCEARA     1    0         0.00   3234  0  0
 58  TERMOCEARA     2    0         0.00   3191  0  0
 58  TERMOCEARA     3    0         0.00   3198  1  0
 58  TERMOCEARA     4    0         0.00  11760  1  0
 60  NORTEFLU       1    0         0.00  18015  0  0
 60  NORTEFLU       2    0         0.00  18015  0  0
 60  NORTEFLU       3    0         0.00  18015  0  0
 60  NORTEFLU       4    0         0.00    360  0  0
 60  NORTEFLU       5    0         0.00   1872  0  0
