&
RP    1  28  0 0  F           5% CARGA DO SIN NO CAG SECO
&
LM    1  28  0 0  F            3305
LM    1  28  0 1  F            3227
LM    1  28  1 0  F            3145
LM    1  28  1 1  F            3086
LM    1  28  2 0  F            3043
LM    1  28  2 1  F            3004
LM    1  28  3 0  F            2981
LM    1  28  3 1  F            2965
LM    1  28  4 0  F            2974
LM    1  28  4 1  F            2980
LM    1  28  5 0  F            3033
LM    1  28  5 1  F            3066
LM    1  28  6 0  F            3170
LM    1  28  6 1  F            3200
LM    1  28  7 0  F            3306
LM    1  28  7 1  F            3415
LM    1  28  8 0  F            3506
LM    1  28  8 1  F            3573
LM    1  28  9 0  F            3614
LM    1  28  9 1  F            3639
LM    1  28 10 0  F            3665
LM    1  28 10 1  F            3668
LM    1  28 11 0  F            3664
LM    1  28 11 1  F            3640
LM    1  28 12 0  F            3593
LM    1  28 12 1  F            3597
LM    1  28 13 0  F            3660
LM    1  28 13 1  F            3735
LM    1  28 14 0  F            3782
LM    1  28 14 1  F            3819
LM    1  28 15 0  F            3837
LM    1  28 15 1  F            3868
LM    1  28 16 0  F            3875
LM    1  28 16 1  F            3873
LM    1  28 17 0  F            3858
LM    1  28 17 1  F            4018
LM    1  28 18 0  F            4123
LM    1  28 18 1  F            4093
LM    1  28 19 0  F            4028
LM    1  28 19 1  F            3956
LM    1  28 20 0  F            3894
LM    1  28 20 1  F            3874
LM    1  28 21 0  F            3858
LM    1  28 21 1  F            3827
LM    1  28 22 0  F            3753
LM    1  28 22 1  F            3676
LM    1  28 23 0  F            3572
LM    1  28 23 1  F            3508
9999
