& ARQUIVO COM RESTRICOES OPERACIONAIS PARA AS UNIDADES TERMICAS
& (NA CONFIGURACAO DO DESSEM)
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&
& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
 69  TERMOPB        3    0         0.00    684  0  0
 70  GERAMAR II     1    0         0.00   1655  0  0
 70  GERAMAR II     2    0         0.00   1655  1  0
 70  GERAMAR II     3    0         0.00   1655  0  0
 70  GERAMAR II     4    0         0.00   1655  0  0
 73  GERAMAR I      1    0         0.00   1655  0  0
 73  GERAMAR I      2    0         0.00   1655  0  0
 73  GERAMAR I      3    0         0.00   1655  0  0
 73  GERAMAR I      4    0         0.00   1655  1  0
 74  FAFEN          1    0         0.00   9182  0  0
 74  FAFEN          2    0         0.00  11188  0  0
 74  FAFEN          3    0         0.00    647  1  0
 74  FAFEN          4    0         0.00  11904  0  0
 83  VALE DO ACU    1    0         0.00    815  0  0
 83  VALE DO ACU    2    0         0.00   5717  0  0
 86  ST.CRUZ NOVA  11    0         0.00    648  0  0
 86  ST.CRUZ NOVA  21    0         0.00    648  0  0
 90  TERMOMACAE     1    0         0.00   1651  0  0
 90  TERMOMACAE     2    0         0.00  11904  0  0
 90  TERMOMACAE     3    0         0.00   2287  1  0
 90  TERMOMACAE     4    0         0.00   1909  0  0
 90  TERMOMACAE     5    0         0.00  11904  0  0
 90  TERMOMACAE     6    0         0.00    935  0  0
 90  TERMOMACAE     7    0         0.00  11904  0  0
 90  TERMOMACAE     8    0         0.00  11904  0  0
 90  TERMOMACAE     9    0         0.00  11904  0  0
 90  TERMOMACAE    10    0         0.00  11904  0  0
 90  TERMOMACAE    11    0         0.00   2159  0  0
 90  TERMOMACAE    12    0         0.00   2165  1  0
 90  TERMOMACAE    13    0         0.00   1791  1  0
 90  TERMOMACAE    14    0         0.00   1864  0  0
 90  TERMOMACAE    15    0         0.00   2099  0  0
 90  TERMOMACAE    16    0         0.00  11904  0  0
 90  TERMOMACAE    17    0         0.00   1833  1  0
 90  TERMOMACAE    18    0         0.00    960  0  0
 90  TERMOMACAE    19    0         0.00    977  0  0
 90  TERMOMACAE    20    0         0.00   1656  0  0
 96  TERMOPE        1    0         0.00   7163  0  0
 96  TERMOPE        2    0         0.00   4045  0  0
 96  TERMOPE        3    1       533.00   3111  1  0
 97  CUBATAO        1    0         0.00    665  1  0
 97  CUBATAO        2    0         0.00    581  1  0
 97  CUBATAO        3    0         0.00    849  0  0
 98  PERNAMBU_III   1    0         0.00   8185  0  0
 98  PERNAMBU_III   2    0         0.00   9550  0  0
 98  PERNAMBU_III   3    0         0.00   8184  1  0
 98  PERNAMBU_III   4    0         0.00   1655  1  0
106  ERB CANDEIAS   1    1        13.00   1152  0  0
107  PAMPA SUL      1    0         0.00   8024  0  0
108  XAVANTES       1    0         0.00  11906  0  0
108  XAVANTES       2    0         0.00  11906  0  0
109  ALTOS          1    0         0.00  12236  0  0
110  N.PIRATININ    1    0         0.00   5497  1  0
110  N.PIRATININ    2    0         0.00  14952  0  0
110  N.PIRATININ    3    0         0.00   2080  0  0
110  N.PIRATININ    4    0         0.00   2080  0  0
110  N.PIRATININ    5    0         0.00  14415  0  0
110  N.PIRATININ    6    0         0.00  11411  0  0
110  N.PIRATININ    7    0         0.00  11634  0  0
110  N.PIRATININ    8    0         0.00  14952  0  0
110  N.PIRATININ    9    0         0.00  14952  0  0
110  N.PIRATININ   10    0         0.00  14952  0  0
110  N.PIRATININ   11    0         0.00  14415  0  0
110  N.PIRATININ   12    0         0.00  14415  0  0
110  N.PIRATININ   13    0         0.00  14952  0  0
110  N.PIRATININ   14    0         0.00  14952  0  0
110  N.PIRATININ   15    0         0.00  14616  0  0
110  N.PIRATININ   16    0         0.00   1653  1  0
111  ARACATI        1    0         0.00  12236  0  0
112  BAHIA I        1    0         0.00   1945  0  0
112  BAHIA I        2    0         0.00   8328  0  0
112  BAHIA I        3    0         0.00   8328  0  0
113  BATURITE       1    0         0.00  12236  0  0
116  PARNAIBA IV    1    0         0.00   1032  0  0
117  CAMPO MAIOR    1    0         0.00  12236  0  0
119  CAUCAIA        1    0         0.00  12236  0  0
121  CRATO          1    0         0.00  12236  0  0
125  ENGUIA PECEM   1    0         0.00  12236  0  0
127  IGUATU         1    0         0.00  12236  0  0
133  JUAZEIRO N     1    0         0.00  12236  0  0
135  MARAMBAIA      1    0         0.00  12236  0  0
138  NAZARIA        1    0         0.00  12236  0  0
140  MAUA 3         1    1       565.00   2904  0  0
140  MAUA 3         2    0         0.00    624  0  0
140  MAUA 3         3    0         0.00   2904  0  0
140  MAUA 3         4    0         0.00    624  0  0
140  MAUA 3         5    0         0.00   4936  0  0
140  MAUA 3         6    0         0.00   5789  0  0
144  PETROLINA      1    0         0.00  11904  0  0
144  PETROLINA      2    0         0.00  11904  0  0
144  PETROLINA      3    0         0.00  11904  0  0
144  PETROLINA      4    0         0.00  11904  0  0
144  PETROLINA      5    0         0.00  11904  0  0
144  PETROLINA      6    0         0.00  11904  0  0
144  PETROLINA      7    0         0.00  11904  0  0
144  PETROLINA      8    0         0.00  11904  0  0
146  STA VITORIA    1    0         0.00    984  0  0
147  PROSPERIDADE   1    1         9.34    103  0  0
147  PROSPERIDADE   2    1         9.34    648  0  0
147  PROSPERIDADE   3    1         9.32   3168  1  0
149  SAO SEPE       1    1         5.00    900  0  0
151  POTIGUAR       1    0         0.00   9550  0  0
151  POTIGUAR       2    0         0.00   9550  0  0
151  POTIGUAR       3    0         0.00   9550  0  0
151  POTIGUAR       4    0         0.00   9550  0  0
152  TERMOCABO      1    0         0.00   1655  1  0
152  TERMOCABO      2    0         0.00   1655  1  0
152  TERMOCABO      3    0         0.00   1655  1  0
153  DAIA           1    0         0.00  12236  0  0
153  DAIA           2    0         0.00  12236  0  0
153  DAIA           3    0         0.00  12236  0  0
155  GOIANIA II     1    0         0.00  12236  0  0
155  GOIANIA II     2    0         0.00  12236  0  0
156  CANDIOTA 3     1    1       325.00    860  0  0
159  TERMOMANAUS    1    0         0.00   9550  0  0
159  TERMOMANAUS    2    0         0.00   9550  0  0
159  TERMOMANAUS    3    0         0.00   9550  0  0
159  TERMOMANAUS    4    0         0.00   9550  0  0
159  TERMOMANAUS    5    0         0.00   9550  0  0
159  TERMOMANAUS    6    0         0.00   9550  0  0
159  TERMOMANAUS    7    0         0.00   9550  0  0
159  TERMOMANAUS    8    0         0.00   9550  0  0
159  TERMOMANAUS    9    0         0.00   9550  0  0
159  TERMOMANAUS   10    0         0.00   9550  0  0
159  TERMOMANAUS   11    0         0.00   9550  0  0
159  TERMOMANAUS   12    0         0.00   9550  0  0
160  PAU FERRO I    1    0         0.00   9550  0  0
160  PAU FERRO I    2    0         0.00   9550  0  0
160  PAU FERRO I    3    0         0.00   9550  0  0
160  PAU FERRO I    4    0         0.00   9550  0  0
160  PAU FERRO I    5    0         0.00   9550  0  0
160  PAU FERRO I    6    0         0.00   9550  0  0
160  PAU FERRO I    7    0         0.00   9550  0  0
161  POTIGUAR III   1    0         0.00   9550  0  0
161  POTIGUAR III   2    0         0.00   9550  0  0
161  POTIGUAR III   3    0         0.00   9550  0  0
161  POTIGUAR III   4    0         0.00   9550  0  0
161  POTIGUAR III   5    0         0.00   9550  0  0
161  POTIGUAR III   6    0         0.00   9670  0  0
163  P. PECEM II    1    0         0.00    524  1  0
164  MURICY         1    0         0.00   9668  0  0
164  MURICY         2    0         0.00  11904  0  0
164  MURICY         3    0         0.00   9668  0  0
164  MURICY         4    0         0.00  11904  0  0
164  MURICY         5    0         0.00   9668  0  0
164  MURICY         6    0         0.00   9668  0  0
164  MURICY         7    0         0.00   9668  0  0
164  MURICY         8    0         0.00  11904  0  0
166  CAMACARI PI    1    0         0.00  11457  0  0
166  CAMACARI PI    2    0         0.00  11904  0  0
166  CAMACARI PI    3    0         0.00  11434  0  0
166  CAMACARI PI    4    0         0.00  11435  0  0
167  P. PECEM I     1    0         0.00    532  0  0
167  P. PECEM I     2    0         0.00    554  0  0
169  CISFRAMA       1    1         2.00   2268  0  0
170  SUAPE II       1    0         0.00  12236  0  0
170  SUAPE II       2    0         0.00  12236  0  0
170  SUAPE II       3    0         0.00    729  0  0
170  SUAPE II       4    0         0.00  12236  0  0
170  SUAPE II       5    0         0.00   1818  0  0
170  SUAPE II       6    0         0.00   1769  0  0
170  SUAPE II       7    0         0.00    720  1  0
170  SUAPE II       8    0         0.00    720  1  0
170  SUAPE II       9    0         0.00  12236  0  0
170  SUAPE II      10    0         0.00  12236  0  0
170  SUAPE II      11    0         0.00    671  1  0
170  SUAPE II      12    0         0.00  12236  0  0
