&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    17 00 0  F                  74
DEFANT     4    6  H    17 00 0  F                 120
DEFANT     6    7  H    17 00 0  F                1053
DEFANT     7    8  H    17 00 0  F                1001
DEFANT     8    9  H    17 00 0  F                1251
DEFANT     9   10  H    17 00 0  F                1238
DEFANT    10   11  H    17 00 0  F                1268
DEFANT    11   12  H    17 00 0  F                1141
DEFANT    12   17  H    17 00 0  F                1146
DEFANT    14   15  H    17 00 0  F                  13
DEFANT    15   16  H    17 00 0  F                  23
DEFANT    16   17  H    15 00 0  F                  22
DEFANT    16   17  H    17 00 0  F                  31
DEFANT    17   18  H    17 00 0  F                1421
DEFANT    18   34  H    17 00 0  F                1170
DEFANT    20   21  H    17 00 0  F                 114
DEFANT    21   24  H    17 00 0  F                  75
DEFANT    24   31  H    17 00 0  F                 522
DEFANT    25   26  H    17 00 0  F                 124
DEFANT    26   27  H    17 00 0  F                 140
DEFANT    27   28  H    17 00 0  F                 137
DEFANT    28   31  H    17 00 0  F                 136
DEFANT    29  203  H    17 00 0  F                  60
DEFANT    30   31  H    17 00 0  F                 200
DEFANT    31   32  H    17 00 0  F                1041
DEFANT    32   33  H    17 00 0  F                1199
DEFANT    33   34  H    17 00 0  F                1312
DEFANT    34   45  H    17 00 0  F                2783
DEFANT    37   38  H    17 00 0  F                 134
DEFANT    38   39  H    17 00 0  F                 162
DEFANT    39   40  H    17 00 0  F                 201
DEFANT    40   42  H    17 00 0  F                 202
DEFANT    42   43  H    17 00 0  F                 183
DEFANT    43   45  H    17 00 0  F                 174
DEFANT    45   46  H    17 00 0  F                3430
DEFANT    46   66  H    16 00 0  F                3868
DEFANT    46   66  H    17 00 0  F                3920
DEFANT    47   48  H    17 00 0  F                 105
DEFANT    48   49  H    17 00 0  F                 105
DEFANT    49  249  H    17 00 0  F                 100
DEFANT    50   51  H    17 00 0  F                 176
DEFANT    51   52  H    17 00 0  F                 164
DEFANT    52   61  H    17 00 0  F                 170
DEFANT    57   61  H    17 00 0  F                  80
DEFANT    61   62  H    17 00 0  F                 408
DEFANT    62   63  H    17 00 0  F                 442
DEFANT    63   66  H    16 00 0  F                 515
DEFANT    63   66  H    17 00 0  F                 537
DEFANT    71   72  H    17 00 0  F                  19
DEFANT    72   73  H    17 00 0  F                  20
DEFANT    73   77  H    17 00 0  F                  15
DEFANT    74   76  H    17 00 0  F                 334
DEFANT    76   77  H    17 00 0  F                 513
DEFANT    77   78  H    17 00 0  F                 410
DEFANT    78   82  H    17 00 0  F                 512
DEFANT    82   83  H    17 00 0  F                 440
DEFANT    86   91  H    17 00 0  F                  48
DEFANT    89   90  H    17 00 0  F                 180
DEFANT    90   91  H    17 00 0  F                 221
DEFANT    91   92  H    17 00 0  F                 128
DEFANT    92  103  H    17 00 0  F                 440
DEFANT    93   94  H    17 00 0  F                   0
