& CONDICOES INICIAIS DAS UNIDADES
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
 57  MARACANAU I    5    0         0.00    599  1  0
 57  MARACANAU I    6    0         0.00   4953  1  0
 57  MARACANAU I    7    0         0.00    599  1  0
 57  MARACANAU I    8    0         0.00    604  1  0
 58  TERMOCEARA     1    0         0.00   2730  0  0
 58  TERMOCEARA     2    0         0.00   2687  0  0
 58  TERMOCEARA     3    0         0.00   2694  1  0
 58  TERMOCEARA     4    0         0.00  11256  1  0
 60  NORTEFLU       1    0         0.00  17511  0  0
 60  NORTEFLU       2    0         0.00  17511  0  0
 60  NORTEFLU       3    0         0.00  17511  0  0
 60  NORTEFLU       4    1       520.00    282  0  0
 60  NORTEFLU       5    0         0.00   1368  0  0
 60  NORTEFLU       6    0         0.00   1953  1  0
 60  NORTEFLU       7    0         0.00    282  0  0
 62  SEROPEDICA     1    0         0.00   1062  1  0
 62  SEROPEDICA     2    0         0.00   2694  0  0
 62  SEROPEDICA     3    0         0.00   2326  1  0
 62  SEROPEDICA     4    0         0.00   1056  1  0
 62  SEROPEDICA     5    0         0.00    918  0  0
 62  SEROPEDICA     6    0         0.00    912  1  0
 62  SEROPEDICA     7    0         0.00   3414  1  0
 62  SEROPEDICA     8    0         0.00   3506  1  0
 63  IBIRITE        1    0         0.00   2376  0  0
 64  CANOAS         1    0         0.00   3670  1  0
 67  TERMONE        1    0         0.00    146  1  0
 67  TERMONE        2    0         0.00    264  1  0
 67  TERMONE        3    0         0.00    264  1  0
 68  TRES LAGOAS    1    0         0.00   1259  0  0
