& CONDICOES INICIAIS DAS UNIDADES                
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
  1  ANGRA 1        1    0         0.00    648  1  0
  4  ST.CRUZ 34     3    0         0.00  14420  0  0
  4  ST.CRUZ 34     4    0         0.00  14420  0  0
  9  R.SILVEIRA     1    0         0.00  14420  0  0
  9  R.SILVEIRA     2    0         0.00  14420  0  0
 12  CUIABA G CC    1    0         0.00   3504  1  0
 12  CUIABA G CC    2    0         0.00   3504  1  0
 12  CUIABA G CC    3    0         0.00   3504  1  0
 13  ANGRA 2        1    1      1215.00   6455  1  0
 15  LINHARES       1    1        51.00    946  0  0
 15  LINHARES       2    1        51.00    946  0  0
 15  LINHARES       3    1        51.00    946  0  0
 15  LINHARES       4    1        43.00    946  0  0
 21  MARANHAO V     1    1       337.60     72  0  0
 24  J.LACERDA C    7    0         0.00    722  0  0
 25  J.LACERDA B    5    1        80.01    811  1  0
 25  J.LACERDA B    6    0         0.00     78  1  0
 26  J.LACERDA A1   1    1        35.01     45  1  0
 26  J.LACERDA A1   2    0         0.00    257  0  0
 27  J.LACERDA A2   3    1        35.00     41  1  0
 27  J.LACERDA A2   4    1        35.01     44  1  0
 28  FIGUEIRA       1    0         0.00  14420  0  0
 28  FIGUEIRA       3    0         0.00  14420  0  0
 35  URUGUAIANA     1    0         0.00  14420  0  0
 35  URUGUAIANA     2    0         0.00  14420  0  0
 35  URUGUAIANA     3    0         0.00  14420  0  0
 36  MARANHAO IV    1    1       337.60     72  0  0
 42  FORTALEZA      1    0         0.00  12913  0  0
 42  FORTALEZA      2    0         0.00  12913  0  0
 42  FORTALEZA      3    0         0.00   2666  0  0
 43  TERMOBAHIA     1    0         0.00   3873  0  0
 46  N.VENECIA 2    1    0         0.00   2656  1  0
 47  TERMORIO       1    0         0.00   3334  1  0
 47  TERMORIO       2    0         0.00   4558  1  0
 47  TERMORIO       3    0         0.00  12142  0  0
 47  TERMORIO       4    0         0.00  12142  0  0
 47  TERMORIO       5    0         0.00  12142  0  0
 47  TERMORIO       6    0         0.00   2952  0  0
 47  TERMORIO       7    0         0.00   2832  0  0
 47  TERMORIO       8    0         0.00  12142  0  0
 47  TERMORIO       9    0         0.00   3838  0  0
 47  TERMORIO      10    0         0.00  12142  0  0
 47  TERMORIO      11    0         0.00   2880  0  0
 47  TERMORIO      12    0         0.00   3419  1  0
 47  TERMORIO      13    0         0.00   2836  0  0
 47  TERMORIO      14    0         0.00   4008  0  0
 47  TERMORIO      15    0         0.00   4010  0  0
 47  TERMORIO      16    0         0.00  10572  0  0
 47  TERMORIO      17    0         0.00   2806  1  0
 47  TERMORIO      18    0         0.00   3598  1  0
 47  TERMORIO      19    0         0.00   6912  0  0
 47  TERMORIO      20    0         0.00   6336  0  0
 47  TERMORIO      21    0         0.00   9144  1  0
 47  TERMORIO      22    0         0.00   2249  1  0
 47  TERMORIO      23    0         0.00   9144  1  0
 47  TERMORIO      24    0         0.00  12142  0  0
 47  TERMORIO      25    0         0.00  12142  0  0
 47  TERMORIO      26    0         0.00  12142  0  0
 47  TERMORIO      27    0         0.00   2414  1  0
 47  TERMORIO      28    0         0.00  12142  0  0
 47  TERMORIO      29    0         0.00  12142  0  0
 47  TERMORIO      30    0         0.00  12142  0  0
 47  TERMORIO      31    0         0.00   1423  0  0
 48  ARAUCARIA      1    0         0.00   9838  1  0
 48  ARAUCARIA      2    0         0.00   9838  1  0
 48  ARAUCARIA      3    0         0.00   3838  1  0
 49  VIANA          3    0         0.00    331  1  0
 49  VIANA          4    0         0.00    331  1  0
 49  VIANA          1    0         0.00    331  1  0
 49  VIANA          2    1       166.00     19  1  0
 50  PIRAT.12 G     1    0         0.00  14420  0  0
 50  PIRAT.12 G     2    0         0.00  14420  0  0
 52  CAMPINA GDE    1    0         0.00   3848  1  0
 52  CAMPINA GDE    2    0         0.00   3839  0  0
 52  CAMPINA GDE    3    0         0.00   3841  1  0
 52  CAMPINA GDE    4    0         0.00   3839  0  0
 53  GLOBAL I       1    0         0.00  10512  0  0
 53  GLOBAL I       2    0         0.00   2923  0  0
 53  GLOBAL I       3    0         0.00  10512  0  0
 53  GLOBAL I       4    0         0.00  10512  0  0
 53  GLOBAL I       5    0         0.00  10512  0  0
 53  GLOBAL I       6    0         0.00  10512  0  0
 53  GLOBAL I       7    0         0.00   4129  0  0
 53  GLOBAL I       8    0         0.00  10512  0  0
 53  GLOBAL I       9    0         0.00  10512  0  0
 53  GLOBAL I      10    0         0.00  10512  0  0
 53  GLOBAL I      11    0         0.00  10512  0  0
 54  JUIZ DE FORA   1    0         0.00    169  1  0
 54  JUIZ DE FORA   2    0         0.00    171  0  0
 55  GLOBAL II      1    0         0.00  14420  0  0
 55  GLOBAL II      2    0         0.00  10512  0  0
 55  GLOBAL II      3    0         0.00  11852  0  0
 55  GLOBAL II      4    0         0.00  10512  0  0
 55  GLOBAL II      5    0         0.00  10512  0  0
 55  GLOBAL II      6    0         0.00  10512  0  0
 55  GLOBAL II      7    0         0.00  10512  0  0
