&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    28 00 0  F                  84
DEFANT     4    6  H    28 00 0  F                 171
DEFANT     6    7  H    28 00 0  F                1116
DEFANT     7    8  H    28 00 0  F                 975
DEFANT     8    9  H    28 00 0  F                1011
DEFANT     9   10  H    28 00 0  F                1056
DEFANT    10   11  H    28 00 0  F                1042
DEFANT    11   12  H    28 00 0  F                1215
DEFANT    12   17  H    28 00 0  F                1195
DEFANT    14   15  H    28 00 0  F                  37
DEFANT    15   16  H    28 00 0  F                  42
DEFANT    16   17  H    26 00 0  F                  40
DEFANT    16   17  H    28 00 0  F                  34
DEFANT    17   18  H    28 00 0  F                1198
DEFANT    18   34  H    28 00 0  F                1153
DEFANT    20   21  H    28 00 0  F                 149
DEFANT    21   24  H    28 00 0  F                 122
DEFANT    24   31  H    28 00 0  F                 722
DEFANT    25   26  H    28 00 0  F                 296
DEFANT    26   27  H    28 00 0  F                 282
DEFANT    27   28  H    28 00 0  F                 317
DEFANT    28   31  H    28 00 0  F                 330
DEFANT    29  203  H    28 00 0  F                  72
DEFANT    30   31  H    28 00 0  F                 185
DEFANT    31   32  H    28 00 0  F                1820
DEFANT    32   33  H    28 00 0  F                1819
DEFANT    33   34  H    28 00 0  F                2594
DEFANT    34   45  H    28 00 0  F                2622
DEFANT    37   38  H    28 00 0  F                 146
DEFANT    38   39  H    28 00 0  F                 159
DEFANT    39   40  H    28 00 0  F                 212
DEFANT    40   42  H    28 00 0  F                 313
DEFANT    42   43  H    28 00 0  F                 274
DEFANT    43   45  H    28 00 0  F                 184
DEFANT    45   46  H    28 00 0  F                3204
DEFANT    46   66  H    27 00 0  F                3623
DEFANT    46   66  H    28 00 0  F                3612
DEFANT    47   48  H    28 00 0  F                  60
DEFANT    48   49  H    28 00 0  F                  73
DEFANT    49  249  H    28 00 0  F                 113
DEFANT    50   51  H    28 00 0  F                 141
DEFANT    51   52  H    28 00 0  F                 142
DEFANT    52   61  H    28 00 0  F                 153
DEFANT    57   61  H    28 00 0  F                 217
DEFANT    61   62  H    28 00 0  F                 758
DEFANT    62   63  H    28 00 0  F                 742
DEFANT    63   66  H    27 00 0  F                1003
DEFANT    63   66  H    28 00 0  F                 738
DEFANT    71   72  H    28 00 0  F                 113
DEFANT    72   73  H    28 00 0  F                 112
DEFANT    73   77  H    28 00 0  F                  10
DEFANT    74   76  H    28 00 0  F                 860
DEFANT    76   77  H    28 00 0  F                1175
DEFANT    77   78  H    28 00 0  F                1326
DEFANT    78   82  H    28 00 0  F                1451
DEFANT    82   83  H    28 00 0  F                1438
DEFANT    86   91  H    28 00 0  F                 456
DEFANT    88   89  H    28 00 0  F                 100
DEFANT    89   90  H    28 00 0  F                 241
DEFANT    90   91  H    28 00 0  F                 362
DEFANT    91   92  H    28 00 0  F                1223
DEFANT    92  103  H    28 00 0  F                1440
DEFANT    93   94  H    28 00 0  F                  98
DEFANT    94  103  H    28 00 0  F                 134
DEFANT    97   98  H    28 00 0  F                  95
DEFANT    98   99  H    28 00 0  F                 164
DEFANT   101  102  H    28 00 0  F                 270
DEFANT   107   37  H    27 00 0  F                  60
DEFANT   110  111  H    28 00 0  F                  12
DEFANT   111  112  H    28 00 0  F                 391
DEFANT   112  113  H    28 00 0  F                 401
DEFANT   113  114  H    28 00 0  F                 599
DEFANT   120  123  H    26 00 0  F                  32
DEFANT   120  123  H    28 00 0  F                  12
DEFANT   121  122  H    28 00 0  F                 105
DEFANT   122  123  H    25 00 0  F                 113
DEFANT   122  123  H    26 00 0  F                 111
DEFANT   122  123  H    27 00 0  F                 112
DEFANT   123  125  H    28 00 0  F                 179
DEFANT   125  129  H    27 00 0  F                  74
DEFANT   125  129  H    28 00 0  F                 182
DEFANT   126  127  H    28 00 0  F                  15
DEFANT   127  129  H    28 00 0  F                  36
DEFANT   129  130  H    28 00 0  F                  95
DEFANT   134  135  H    28 00 0  F                  42
DEFANT   135  141  H    28 00 0  F                  45
DEFANT   139  141  H    27 00 0  F                  85
DEFANT   139  141  H    28 00 0  F                  84
DEFANT   141  143  H    28 00 0  F                 236
DEFANT   143  144  H    28 00 0  F                 310
DEFANT   148  154  H    24 00 0  F                  59
DEFANT   148  154  H    25 00 0  F                 151
DEFANT   148  154  H    26 00 0  F                 203
DEFANT   148  154  H    27 00 0  F                 248
DEFANT   148  154  H    28 00 0  F                 253
DEFANT   153   46  H    28 00 0  F                  84
DEFANT   155  156  H    28 00 0  F                  48
DEFANT   156  169  H    14 00 0  F                 452
DEFANT   156  169  H    15 00 0  F                 454
DEFANT   156  169  H    16 00 0  F                 457
DEFANT   156  169  H    19 00 0  F                 458
DEFANT   156  169  H    24 00 0  F                 459
DEFANT   156  169  H    28 00 0  F                 456
DEFANT   162  169  H    14 00 0  F                  20
DEFANT   162  169  H    15 00 0  F                  19
DEFANT   162  169  H    17 00 0  F                  21
DEFANT   162  169  H    18 00 0  F                  19
DEFANT   162  169  H    19 00 0  F                  20
DEFANT   162  169  H    27 00 0  F                  25
DEFANT   162  169  H    28 00 0  F                  23
DEFANT   169  172  H    26 00 0  F                2093
DEFANT   169  172  H    27 00 0  F                2089
DEFANT   169  172  H    28 00 0  F                2422
DEFANT   172  173  H    28 00 0  F                2598
DEFANT   175  178  H    28 00 0  F                1928
DEFANT   192  193  H    28 00 0  F                  28
DEFANT   193  141  H    27 00 0  F                  33
DEFANT   193  141  H    28 00 0  F                  29
DEFANT   203   30  H    28 00 0  F                 102
DEFANT   204  280  H    28 00 0  F                1210
DEFANT   228  229  H    24 00 0  F                 416
DEFANT   228  229  H    25 00 0  F                 428
DEFANT   228  229  H    26 00 0  F                 429
DEFANT   228  229  H    27 00 0  F                 448
DEFANT   228  229  H    28 00 0  F                 571
DEFANT   229  230  H    28 00 0  F                 627
DEFANT   241   34  H    28 00 0  F                  84
DEFANT   249   50  H    28 00 0  F                 116
DEFANT   251  252  H    28 00 0  F                 303
DEFANT   252  253  H    28 00 0  F                 341
DEFANT   253  257  H    28 00 0  F                 344
DEFANT   257  261  H    27 00 0  F                 567
DEFANT   257  261  H    28 00 0  F                 562
DEFANT   261  267  H    26 00 0  F                 730
DEFANT   261  267  H    27 00 0  F                 731
DEFANT   261  267  H    28 00 0  F                 696
