&
RP    1  27  0 0  F           5% CARGA DO SIN NO CAG SECO
&
LM    1  27  0 0  F            3216
LM    1  27  0 1  F            3133
LM    1  27  1 0  F            3061
LM    1  27  1 1  F            3009
LM    1  27  2 0  F            2971
LM    1  27  2 1  F            2938
LM    1  27  3 0  F            2921
LM    1  27  3 1  F            2902
LM    1  27  4 0  F            2911
LM    1  27  4 1  F            2922
LM    1  27  5 0  F            2979
LM    1  27  5 1  F            3047
LM    1  27  6 0  F            3147
LM    1  27  6 1  F            3181
LM    1  27  7 0  F            3249
LM    1  27  7 1  F            3334
LM    1  27  8 0  F            3396
LM    1  27  8 1  F            3426
LM    1  27  9 0  F            3426
LM    1  27  9 1  F            3435
LM    1  27 10 0  F            3455
LM    1  27 10 1  F            3477
LM    1  27 11 0  F            3485
LM    1  27 11 1  F            3456
LM    1  27 12 0  F            3375
LM    1  27 12 1  F            3342
LM    1  27 13 0  F            3416
LM    1  27 13 1  F            3483
LM    1  27 14 0  F            3545
LM    1  27 14 1  F            3596
LM    1  27 15 0  F            3640
LM    1  27 15 1  F            3697
LM    1  27 16 0  F            3734
LM    1  27 16 1  F            3761
LM    1  27 17 0  F            3776
LM    1  27 17 1  F            3921
LM    1  27 18 0  F            4046
LM    1  27 18 1  F            4061
LM    1  27 19 0  F            3999
LM    1  27 19 1  F            3930
LM    1  27 20 0  F            3870
LM    1  27 20 1  F            3854
LM    1  27 21 0  F            3826
LM    1  27 21 1  F            3757
LM    1  27 22 0  F            3656
LM    1  27 22 1  F            3567
LM    1  27 23 0  F            3445
LM    1  27 23 1  F            3355
9999
