&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    20 00 0  F                 205
DEFANT     4    6  H    20 00 0  F                 569
DEFANT     6    7  H    20 00 0  F                 323
DEFANT     7    8  H    20 00 0  F                 280
DEFANT     8    9  H    20 00 0  F                 363
DEFANT     9   10  H    20 00 0  F                 422
DEFANT    10   11  H    20 00 0  F                 480
DEFANT    11   12  H    20 00 0  F                 540
DEFANT    12   17  H    20 00 0  F                 670
DEFANT    14   15  H    20 00 0  F                  34
DEFANT    15   16  H    20 00 0  F                  67
DEFANT    16   17  H    18 00 0  F                  60
DEFANT    16   17  H    19 00 0  F                  59
DEFANT    16   17  H    20 00 0  F                  66
DEFANT    17   18  H    20 00 0  F                1060
DEFANT    18   34  H    20 00 0  F                1159
DEFANT    20   21  H    20 00 0  F                 149
DEFANT    21   24  H    20 00 0  F                 202
DEFANT    24   31  H    20 00 0  F                 198
DEFANT    25   26  H    20 00 0  F                 158
DEFANT    26   27  H    20 00 0  F                 232
DEFANT    27   28  H    20 00 0  F                 227
DEFANT    28   31  H    20 00 0  F                 258
DEFANT    29  203  H    20 00 0  F                 208
DEFANT    30   31  H    20 00 0  F                 375
DEFANT    31   32  H    20 00 0  F                 532
DEFANT    32   33  H    20 00 0  F                 489
DEFANT    33   34  H    20 00 0  F                2184
DEFANT    34   45  H    20 00 0  F                3237
DEFANT    37   38  H    20 00 0  F                 515
DEFANT    38   39  H    20 00 0  F                 564
DEFANT    39   40  H    20 00 0  F                 680
DEFANT    40   42  H    20 00 0  F                 931
DEFANT    42   43  H    20 00 0  F                 934
DEFANT    43   45  H    20 00 0  F                 202
DEFANT    45   46  H    20 00 0  F                3476
DEFANT    46   66  H    19 00 0  F                3927
DEFANT    46   66  H    20 00 0  F                3918
DEFANT    47   48  H    20 00 0  F                  60
DEFANT    48   49  H    20 00 0  F                  64
DEFANT    49  249  H    20 00 0  F                 107
DEFANT    50   51  H    20 00 0  F                 196
DEFANT    51   52  H    20 00 0  F                 198
DEFANT    52   61  H    20 00 0  F                 227
DEFANT    57   61  H    20 00 0  F                 152
DEFANT    61   62  H    20 00 0  F                 575
DEFANT    62   63  H    20 00 0  F                 587
DEFANT    63   66  H    19 00 0  F                 668
DEFANT    63   66  H    20 00 0  F                 662
DEFANT    71   72  H    20 00 0  F                 118
DEFANT    72   73  H    20 00 0  F                 126
DEFANT    73   77  H    20 00 0  F                  15
DEFANT    74   76  H    20 00 0  F                 660
DEFANT    76   77  H    20 00 0  F                1000
DEFANT    77   78  H    20 00 0  F                 932
DEFANT    78   82  H    20 00 0  F                 962
DEFANT    82   83  H    20 00 0  F                1117
DEFANT    86   91  H    20 00 0  F                 148
DEFANT    89   90  H    20 00 0  F                  98
DEFANT    90   91  H    20 00 0  F                 132
DEFANT    91   92  H    20 00 0  F                 315
DEFANT    92  103  H    20 00 0  F                 588
DEFANT    93   94  H    20 00 0  F                  90
DEFANT    94  103  H    20 00 0  F                  79
DEFANT    97   98  H    20 00 0  F                  70
DEFANT    98   99  H    20 00 0  F                  70
DEFANT   101  102  H    20 00 0  F                  46
DEFANT   107   37  H    19 00 0  F                 227
DEFANT   110  111  H    20 00 0  F                  13
DEFANT   111  112  H    20 00 0  F                 154
DEFANT   112  113  H    20 00 0  F                 141
DEFANT   113  114  H    20 00 0  F                 228
DEFANT   120  123  H    18 00 0  F                   4
DEFANT   121  122  H    20 00 0  F                  33
DEFANT   122  123  H    17 00 0  F                  32
DEFANT   122  123  H    20 00 0  F                  67
DEFANT   123  125  H    20 00 0  F                 169
DEFANT   125  129  H    19 00 0  F                 274
DEFANT   125  129  H    20 00 0  F                 383
DEFANT   126  127  H    20 00 0  F                 111
DEFANT   127  129  H    20 00 0  F                 217
DEFANT   129  130  H    20 00 0  F                 214
DEFANT   134  135  H    20 00 0  F                  71
DEFANT   135  141  H    20 00 0  F                 118
DEFANT   139  141  H    19 00 0  F                 277
DEFANT   139  141  H    20 00 0  F                 244
DEFANT   141  143  H    20 00 0  F                 933
DEFANT   143  144  H    20 00 0  F                 989
DEFANT   148  154  H    16 00 0  F                  49
DEFANT   148  154  H    19 00 0  F                  48
DEFANT   148  154  H    20 00 0  F                  51
DEFANT   153   46  H    20 00 0  F                 105
DEFANT   155  156  H    20 00 0  F                 586
DEFANT   156  169  H    06 00 0  F                 150
DEFANT   156  169  H    07 00 0  F                 291
DEFANT   156  169  H    08 00 0  F                 311
DEFANT   156  169  H    09 00 0  F                 232
DEFANT   156  169  H    10 00 0  F                 618
DEFANT   156  169  H    11 00 0  F                 833
DEFANT   156  169  H    12 00 0  F                 820
DEFANT   156  169  H    13 00 0  F                 807
DEFANT   156  169  H    14 00 0  F                1023
DEFANT   156  169  H    15 00 0  F                1748
DEFANT   156  169  H    16 00 0  F                2443
DEFANT   156  169  H    17 00 0  F                2811
DEFANT   156  169  H    18 00 0  F                2774
DEFANT   156  169  H    19 00 0  F                2765
DEFANT   156  169  H    20 00 0  F                2871
DEFANT   162  169  H    06 00 0  F                  12
DEFANT   162  169  H    09 00 0  F                  26
DEFANT   162  169  H    10 00 0  F                  41
DEFANT   162  169  H    20 00 0  F                  65
DEFANT   169  172  H    18 00 0  F                2821
DEFANT   169  172  H    19 00 0  F                2877
DEFANT   169  172  H    20 00 0  F                3536
DEFANT   172  173  H    20 00 0  F                2937
DEFANT   175  178  H    20 00 0  F                2233
DEFANT   192  193  H    20 00 0  F                 161
DEFANT   193  141  H    19 00 0  F                 110
DEFANT   193  141  H    20 00 0  F                 154
DEFANT   203   30  H    20 00 0  F                 278
DEFANT   204  280  H    20 00 0  F                1312
DEFANT   228  229  H    16 00 0  F                1564
DEFANT   228  229  H    17 00 0  F                1599
DEFANT   228  229  H    18 00 0  F                1805
DEFANT   228  229  H    19 00 0  F                1810
DEFANT   228  229  H    20 00 0  F                1756
DEFANT   229  230  H    20 00 0  F                4892
DEFANT   241   34  H    20 00 0  F                 196
DEFANT   249   50  H    20 00 0  F                 112
DEFANT   251  252  H    20 00 0  F                 110
DEFANT   252  253  H    20 00 0  F                 298
DEFANT   253  257  H    20 00 0  F                 482
DEFANT   257  261  H    19 00 0  F                2701
DEFANT   257  261  H    20 00 0  F                2708
DEFANT   261  267  H    18 00 0  F                8696
DEFANT   261  267  H    19 00 0  F                7742
DEFANT   261  267  H    20 00 0  F                8072
DEFANT   262  241  H    20 00 0  F                 200
DEFANT   267  275  H    18 00 0  F               15661
DEFANT   267  275  H    19 00 0  F               14074
DEFANT   267  275  H    20 00 0  F               13411
DEFANT   280  284  H    20 00 0  F                1260
DEFANT   285  287  H    20 00 0  F               17136
DEFANT   290   34  H    20 00 0  F                  69
DEFANT   311  312  H    20 00 0  F                 207
DEFANT   312  315  H    20 00 0  F                 213
DEFANT   315   34  H    20 00 0  F                 218
DEFANT    66    1  S    20  0 0  F                6174
DEFANT    66    1  S    20  0 1  F                6082
DEFANT    66    1  S    20  1 0  F                5983
DEFANT    66    1  S    20  1 1  F                5937
DEFANT    66    1  S    20  2 0  F                5445
DEFANT    66    1  S    20  2 1  F                5316
DEFANT    66    1  S    20  3 0  F                5150
DEFANT    66    1  S    20  3 1  F                5109
DEFANT    66    1  S    20  4 0  F                5021
DEFANT    66    1  S    20  4 1  F                5172
DEFANT    66    1  S    20  5 0  F                5283
DEFANT    66    1  S    20  5 1  F                4893
DEFANT    66    1  S    20  6 0  F                4824
DEFANT    66    1  S    20  6 1  F                4822
DEFANT    66    1  S    20  7 0  F                4953
DEFANT    66    1  S    20  7 1  F                5104
DEFANT    66    1  S    20  8 0  F                5310
DEFANT    66    1  S    20  8 1  F                5430
DEFANT    66    1  S    20  9 0  F                5532
DEFANT    66    1  S    20  9 1  F                5531
DEFANT    66    1  S    20 10 0  F                5605
DEFANT    66    1  S    20 10 1  F                5564
DEFANT    66    1  S    20 11 0  F                5736
DEFANT    66    1  S    20 11 1  F                5694
DEFANT    66    1  S    20 12 0  F                5729
DEFANT    66    1  S    20 12 1  F                5688
DEFANT    66    1  S    20 13 0  F                6234
DEFANT    66    1  S    20 13 1  F                6755
DEFANT    66    1  S    20 14 0  F                6919
DEFANT    66    1  S    20 14 1  F                7006
DEFANT    66    1  S    20 15 0  F                6717
DEFANT    66    1  S    20 15 1  F                6924
DEFANT    66    1  S    20 16 0  F                6908
DEFANT    66    1  S    20 16 1  F                6910
DEFANT    66    1  S    20 17 0  F                6751
DEFANT    66    1  S    20 17 1  F                6752
DEFANT    66    1  S    20 18 0  F                6573
DEFANT    66    1  S    20 18 1  F                6574
DEFANT    66    1  S    20 19 0  F                6760
DEFANT    66    1  S    20 19 1  F                6672
DEFANT    66    1  S    20 20 0  F                6969
DEFANT    66    1  S    20 20 1  F                6972
DEFANT    66    1  S    20 21 0  F                7154
DEFANT    66    1  S    20 21 1  F                7157
DEFANT    66    1  S    20 22 0  F                7017
DEFANT    66    1  S    20 22 1  F                7019
DEFANT    66    1  S    20 23 0  F                7000
DEFANT    66    1  S    20 23 1  F                7001
DEFANT    83    1  S    20  0 0  F                1036
DEFANT    83    1  S    20  0 1  F                1036
DEFANT    83    1  S    20  1 0  F                 808
DEFANT    83    1  S    20  1 1  F                 401
DEFANT    83    1  S    20  2 0  F                 401
DEFANT    83    1  S    20  2 1  F                 401
DEFANT    83    1  S    20  3 0  F                 401
DEFANT    83    1  S    20  3 1  F                 401
DEFANT    83    1  S    20  4 0  F                 401
DEFANT    83    1  S    20  4 1  F                 401
DEFANT    83    1  S    20  5 0  F                 401
DEFANT    83    1  S    20  5 1  F                 401
DEFANT    83    1  S    20  6 0  F                 401
DEFANT    83    1  S    20  6 1  F                 401
DEFANT    83    1  S    20  7 0  F                 809
DEFANT    83    1  S    20  7 1  F                 809
DEFANT    83    1  S    20  8 0  F                1620
DEFANT    83    1  S    20  8 1  F                1621
DEFANT    83    1  S    20  9 0  F                1621
DEFANT    83    1  S    20  9 1  F                1621
DEFANT    83    1  S    20 10 0  F                1621
DEFANT    83    1  S    20 10 1  F                1621
