&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    16 00 0  F                  69
DEFANT     4    6  H    16 00 0  F                 331
DEFANT     6    7  H    16 00 0  F                 455
DEFANT     7    8  H    16 00 0  F                 384
DEFANT     8    9  H    16 00 0  F                 382
DEFANT     9   10  H    16 00 0  F                 398
DEFANT    10   11  H    16 00 0  F                 430
DEFANT    11   12  H    16 00 0  F                 414
DEFANT    12   17  H    16 00 0  F                 402
DEFANT    14   15  H    16 00 0  F                  10
DEFANT    15   16  H    16 00 0  F                  38
DEFANT    16   17  H    14 00 0  F                  22
DEFANT    16   17  H    15 00 0  F                  25
DEFANT    16   17  H    16 00 0  F                  23
DEFANT    17   18  H    16 00 0  F                 864
DEFANT    18   34  H    16 00 0  F                1150
DEFANT    20   21  H    16 00 0  F                  36
DEFANT    21   24  H    16 00 0  F                  96
DEFANT    24   31  H    16 00 0  F                  93
DEFANT    25   26  H    16 00 0  F                  97
DEFANT    26   27  H    16 00 0  F                 122
DEFANT    27   28  H    16 00 0  F                 126
DEFANT    28   31  H    16 00 0  F                 141
DEFANT    29  203  H    16 00 0  F                 207
DEFANT    30   31  H    16 00 0  F                 535
DEFANT    31   32  H    16 00 0  F                 514
DEFANT    32   33  H    16 00 0  F                 715
DEFANT    33   34  H    16 00 0  F                1346
DEFANT    34   45  H    16 00 0  F                3107
DEFANT    37   38  H    16 00 0  F                 269
DEFANT    38   39  H    16 00 0  F                 362
DEFANT    39   40  H    16 00 0  F                 504
DEFANT    40   42  H    16 00 0  F                 394
DEFANT    42   43  H    16 00 0  F                 412
DEFANT    43   45  H    16 00 0  F                 208
DEFANT    45   46  H    16 00 0  F                3608
DEFANT    46   66  H    15 00 0  F                4029
DEFANT    46   66  H    16 00 0  F                4034
DEFANT    47   48  H    16 00 0  F                  95
DEFANT    48   49  H    16 00 0  F                  94
DEFANT    49  249  H    16 00 0  F                 112
DEFANT    50   51  H    16 00 0  F                 189
DEFANT    51   52  H    16 00 0  F                 190
DEFANT    52   61  H    16 00 0  F                 227
DEFANT    57   61  H    16 00 0  F                  79
