&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    08 00 0  F                  57
DEFANT     4    6  H    08 00 0  F                 142
DEFANT     6    7  H    08 00 0  F                 402
DEFANT     7    8  H    08 00 0  F                 477
DEFANT     8    9  H    08 00 0  F                 578
DEFANT     9   10  H    08 00 0  F                 553
DEFANT    10   11  H    08 00 0  F                 564
DEFANT    11   12  H    08 00 0  F                 551
DEFANT    12   17  H    08 00 0  F                 751
DEFANT    14   15  H    08 00 0  F                  39
DEFANT    15   16  H    08 00 0  F                  46
DEFANT    16   17  H    06 00 0  F                  40
DEFANT    16   17  H    07 00 0  F                  47
DEFANT    16   17  H    08 00 0  F                  46
DEFANT    17   18  H    08 00 0  F                1008
DEFANT    18   34  H    08 00 0  F                 885
DEFANT    20   21  H    08 00 0  F                 119
DEFANT    21   24  H    08 00 0  F                  77
DEFANT    24   31  H    08 00 0  F                 133
DEFANT    25   26  H    08 00 0  F                 102
DEFANT    26   27  H    08 00 0  F                 162
DEFANT    27   28  H    08 00 0  F                 189
DEFANT    28   31  H    08 00 0  F                 221
DEFANT    29  203  H    08 00 0  F                  22
DEFANT    30   31  H    08 00 0  F                 679
DEFANT    31   32  H    08 00 0  F                 509
DEFANT    32   33  H    08 00 0  F                 641
DEFANT    33   34  H    08 00 0  F                1541
DEFANT    34   45  H    08 00 0  F                3074
DEFANT    37   38  H    08 00 0  F                 190
DEFANT    38   39  H    08 00 0  F                 216
DEFANT    39   40  H    08 00 0  F                 304
DEFANT    40   42  H    08 00 0  F                 161
DEFANT    42   43  H    08 00 0  F                 160
DEFANT    43   45  H    08 00 0  F                 362
DEFANT    45   46  H    08 00 0  F                3832
DEFANT    46   66  H    07 00 0  F                4373
DEFANT    46   66  H    08 00 0  F                4358
DEFANT    47   48  H    08 00 0  F                  60
DEFANT    48   49  H    08 00 0  F                  54
DEFANT    49  249  H    08 00 0  F                 100
DEFANT    50   51  H    08 00 0  F                 156
DEFANT    51   52  H    08 00 0  F                 138
DEFANT    52   61  H    08 00 0  F                 157
