&
RP    1  05  0 0  F           5% CARGA DO SIN NO CAG SECO
&
LM    1   5  0 0  F            3651
LM    1   5  0 1  F            3556
LM    1   5  1 0  F            3472
LM    1   5  1 1  F            3405
LM    1   5  2 0  F            3355
LM    1   5  2 1  F            3314
LM    1   5  3 0  F            3284
LM    1   5  3 1  F            3268
LM    1   5  4 0  F            3261
LM    1   5  4 1  F            3262
LM    1   5  5 0  F            3300
LM    1   5  5 1  F            3304
LM    1   5  6 0  F            3315
LM    1   5  6 1  F            3353
LM    1   5  7 0  F            3488
LM    1   5  7 1  F            3591
LM    1   5  8 0  F            3707
LM    1   5  8 1  F            3798
LM    1   5  9 0  F            3853
LM    1   5  9 1  F            3904
LM    1   5 10 0  F            3937
LM    1   5 10 1  F            3961
LM    1   5 11 0  F            3964
LM    1   5 11 1  F            3937
LM    1   5 12 0  F            3882
LM    1   5 12 1  F            3893
LM    1   5 13 0  F            3990
LM    1   5 13 1  F            4063
LM    1   5 14 0  F            4109
LM    1   5 14 1  F            4147
LM    1   5 15 0  F            4158
LM    1   5 15 1  F            4160
LM    1   5 16 0  F            4129
LM    1   5 16 1  F            4081
LM    1   5 17 0  F            3959
LM    1   5 17 1  F            3851
LM    1   5 18 0  F            3802
LM    1   5 18 1  F            3978
LM    1   5 19 0  F            4082
LM    1   5 19 1  F            4083
LM    1   5 20 0  F            4050
LM    1   5 20 1  F            4055
LM    1   5 21 0  F            4058
LM    1   5 21 1  F            4041
LM    1   5 22 0  F            3972
LM    1   5 22 1  F            3905
LM    1   5 23 0  F            3814
LM    1   5 23 1  F            3759
9999
