&   DEFLUENCIAS ANTERIORES AO INICIO DO ESTUDO
&
&
&        Mont Jus TpJ   di hi m df hf m     defluencia
&X       XXX  XXX  X    XX XX X XX XX X     XXXXXXXXXX
DEFANT     2    4  H    26 00 0  F                  60
DEFANT     4    6  H    26 00 0  F                  99
DEFANT     6    7  H    26 00 0  F                 612
DEFANT     7    8  H    26 00 0  F                 700
DEFANT     8    9  H    26 00 0  F                 732
DEFANT     9   10  H    26 00 0  F                 582
DEFANT    10   11  H    26 00 0  F                 606
DEFANT    11   12  H    26 00 0  F                 581
DEFANT    12   17  H    26 00 0  F                 668
DEFANT    14   15  H    26 00 0  F                  10
DEFANT    15   16  H    26 00 0  F                  16
DEFANT    16   17  H    24 00 0  F                  13
DEFANT    16   17  H    25 00 0  F                  18
DEFANT    16   17  H    26 00 0  F                  19
DEFANT    17   18  H    26 00 0  F                 882
DEFANT    18   34  H    26 00 0  F                1162
DEFANT    20   21  H    26 00 0  F                  26
DEFANT    21   24  H    26 00 0  F                 150
DEFANT    24   31  H    26 00 0  F                 253
DEFANT    25   26  H    26 00 0  F                 116
DEFANT    26   27  H    26 00 0  F                 123
DEFANT    27   28  H    26 00 0  F                 126
DEFANT    28   31  H    26 00 0  F                 130
DEFANT    29  203  H    26 00 0  F                  71
DEFANT    30   31  H    26 00 0  F                 225
DEFANT    31   32  H    26 00 0  F                 660
DEFANT    32   33  H    26 00 0  F                 785
DEFANT    33   34  H    26 00 0  F                1511
DEFANT    34   45  H    26 00 0  F                4358
DEFANT    37   38  H    26 00 0  F                 153
DEFANT    38   39  H    26 00 0  F                 163
DEFANT    39   40  H    26 00 0  F                 188
DEFANT    40   42  H    26 00 0  F                 277
DEFANT    42   43  H    26 00 0  F                 263
DEFANT    43   45  H    26 00 0  F                 487
DEFANT    45   46  H    26 00 0  F                5531
DEFANT    46   66  H    25 00 0  F                4794
DEFANT    46   66  H    26 00 0  F                5896
DEFANT    47   48  H    26 00 0  F                  94
DEFANT    48   49  H    26 00 0  F                  92
DEFANT    49  249  H    26 00 0  F                 100
DEFANT    50   51  H    26 00 0  F                 170
DEFANT    51   52  H    26 00 0  F                 162
DEFANT    52   61  H    26 00 0  F                 164
DEFANT    57   61  H    26 00 0  F                 252
DEFANT    61   62  H    26 00 0  F                 938
DEFANT    62   63  H    26 00 0  F                 918
DEFANT    63   66  H    25 00 0  F                 926
DEFANT    63   66  H    26 00 0  F                1009
DEFANT    71   72  H    26 00 0  F                  99
DEFANT    72   73  H    26 00 0  F                 105
DEFANT    73   77  H    26 00 0  F                  15
DEFANT    74   76  H    26 00 0  F                 775
DEFANT    76   77  H    26 00 0  F                 994
DEFANT    77   78  H    26 00 0  F                1324
DEFANT    78   82  H    26 00 0  F                1197
DEFANT    82   83  H    26 00 0  F                1413
DEFANT    86   91  H    26 00 0  F                 400
DEFANT    89   90  H    26 00 0  F                  13
DEFANT    90   91  H    26 00 0  F                  25
DEFANT    91   92  H    26 00 0  F                 591
DEFANT    92  103  H    26 00 0  F                 526
DEFANT    93   94  H    26 00 0  F                  97
DEFANT    94  103  H    26 00 0  F                 120
DEFANT    97   98  H    26 00 0  F                 369
DEFANT    98   99  H    26 00 0  F                 487
DEFANT   101  102  H    26 00 0  F                 125
DEFANT   107   37  H    25 00 0  F                  67
DEFANT   110  111  H    26 00 0  F                  13
DEFANT   111  112  H    26 00 0  F                 262
DEFANT   112  113  H    26 00 0  F                 230
DEFANT   113  114  H    26 00 0  F                 414
DEFANT   120  123  H    24 00 0  F                  41
DEFANT   120  123  H    25 00 0  F                  38
DEFANT   120  123  H    26 00 0  F                  13
DEFANT   121  122  H    26 00 0  F                 103
DEFANT   122  123  H    23 00 0  F                 122
DEFANT   122  123  H    26 00 0  F                  74
DEFANT   123  125  H    26 00 0  F                 193
DEFANT   125  129  H    25 00 0  F                  74
DEFANT   125  129  H    26 00 0  F                 205
DEFANT   126  127  H    26 00 0  F                  17
DEFANT   127  129  H    26 00 0  F                  39
DEFANT   129  130  H    26 00 0  F                  56
DEFANT   134  135  H    26 00 0  F                  21
DEFANT   135  141  H    26 00 0  F                  10
DEFANT   139  141  H    25 00 0  F                  76
DEFANT   139  141  H    26 00 0  F                  42
DEFANT   141  143  H    26 00 0  F                 131
DEFANT   143  144  H    26 00 0  F                 137
DEFANT   148  154  H    22 00 0  F                  52
DEFANT   148  154  H    23 00 0  F                 171
DEFANT   148  154  H    24 00 0  F                 248
DEFANT   148  154  H    25 00 0  F                 251
DEFANT   148  154  H    26 00 0  F                 252
DEFANT   153   46  H    26 00 0  F                  87
DEFANT   155  156  H    26 00 0  F                  28
DEFANT   156  169  H    12 00 0  F                 405
DEFANT   156  169  H    13 00 0  F                 406
DEFANT   156  169  H    16 00 0  F                 407
DEFANT   156  169  H    19 00 0  F                 400
DEFANT   156  169  H    20 00 0  F                 401
DEFANT   156  169  H    24 00 0  F                 403
DEFANT   156  169  H    25 00 0  F                 402
DEFANT   156  169  H    26 00 0  F                 406
DEFANT   162  169  H    12 00 0  F                  34
DEFANT   162  169  H    14 00 0  F                  19
DEFANT   162  169  H    15 00 0  F                  20
DEFANT   162  169  H    16 00 0  F                  30
DEFANT   162  169  H    17 00 0  F                  31
DEFANT   162  169  H    20 00 0  F                  32
DEFANT   162  169  H    21 00 0  F                  22
DEFANT   162  169  H    22 00 0  F                  16
DEFANT   162  169  H    23 00 0  F                  34
DEFANT   162  169  H    24 00 0  F                  31
DEFANT   162  169  H    25 00 0  F                  33
DEFANT   162  169  H    26 00 0  F                  48
DEFANT   169  172  H    24 00 0  F                1050
DEFANT   169  172  H    25 00 0  F                1047
DEFANT   169  172  H    26 00 0  F                1046
DEFANT   172  173  H    26 00 0  F                1036
DEFANT   175  178  H    26 00 0  F                 925
DEFANT   192  193  H    26 00 0  F                  20
DEFANT   193  141  H    25 00 0  F                  18
DEFANT   193  141  H    26 00 0  F                  20
DEFANT   203   30  H    26 00 0  F                 118
DEFANT   204  280  H    26 00 0  F                 998
DEFANT   228  229  H    22 00 0  F                 404
DEFANT   228  229  H    23 00 0  F                 380
DEFANT   228  229  H    24 00 0  F                 364
DEFANT   228  229  H    25 00 0  F                 325
DEFANT   228  229  H    26 00 0  F                 409
DEFANT   229  230  H    26 00 0  F                 537
DEFANT   241   34  H    26 00 0  F                 107
DEFANT   249   50  H    26 00 0  F                 110
DEFANT   251  252  H    26 00 0  F                 916
DEFANT   252  253  H    26 00 0  F                 869
DEFANT   253  257  H    26 00 0  F                1025
DEFANT   257  261  H    25 00 0  F                1147
DEFANT   257  261  H    26 00 0  F                1120
DEFANT   261  267  H    24 00 0  F                 850
DEFANT   261  267  H    25 00 0  F                 966
DEFANT   261  267  H    26 00 0  F                 839
DEFANT   262  241  H    26 00 0  F                  85
DEFANT   267  275  H    24 00 0  F                1255
DEFANT   267  275  H    25 00 0  F                1384
DEFANT   267  275  H    26 00 0  F                1371
DEFANT   280  284  H    26 00 0  F                1156
DEFANT   285  287  H    26 00 0  F                3427
DEFANT   290   34  H    26 00 0  F                  47
DEFANT   311  312  H    26 00 0  F                  55
DEFANT   312  315  H    26 00 0  F                  57
DEFANT   315   34  H    26 00 0  F                  64
DEFANT    66    1  S    26  0 0  F                5684
DEFANT    66    1  S    26  0 1  F                5134
DEFANT    66    1  S    26  1 0  F                5061
DEFANT    66    1  S    26  1 1  F                5059
DEFANT    66    1  S    26  2 0  F                5013
DEFANT    66    1  S    26  2 1  F                5011
DEFANT    66    1  S    26  3 0  F                4688
DEFANT    66    1  S    26  3 1  F                4558
DEFANT    66    1  S    26  4 0  F                4321
DEFANT    66    1  S    26  4 1  F                4434
DEFANT    66    1  S    26  5 0  F                4300
DEFANT    66    1  S    26  5 1  F                4298
DEFANT    66    1  S    26  6 0  F                4416
DEFANT    66    1  S    26  6 1  F                4491
DEFANT    66    1  S    26  7 0  F                4389
DEFANT    66    1  S    26  7 1  F                4615
DEFANT    66    1  S    26  8 0  F                4766
DEFANT    66    1  S    26  8 1  F                4495
DEFANT    66    1  S    26  9 0  F                4554
DEFANT    66    1  S    26  9 1  F                4822
DEFANT    66    1  S    26 10 0  F                5005
DEFANT    66    1  S    26 10 1  F                4794
DEFANT    66    1  S    26 11 0  F                4873
DEFANT    66    1  S    26 11 1  F                5037
DEFANT    66    1  S    26 12 0  F                4958
DEFANT    66    1  S    26 12 1  F                5593
DEFANT    66    1  S    26 13 0  F                5427
DEFANT    66    1  S    26 13 1  F                5427
DEFANT    66    1  S    26 14 0  F                6090
DEFANT    66    1  S    26 14 1  F                6309
DEFANT    66    1  S    26 15 0  F                6302
DEFANT    66    1  S    26 15 1  F                6566
DEFANT    66    1  S    26 16 0  F                6956
DEFANT    66    1  S    26 16 1  F                7050
DEFANT    66    1  S    26 17 0  F                7056
DEFANT    66    1  S    26 17 1  F                7148
DEFANT    66    1  S    26 18 0  F                7246
DEFANT    66    1  S    26 18 1  F                7452
DEFANT    66    1  S    26 19 0  F                7633
DEFANT    66    1  S    26 19 1  F                7522
DEFANT    66    1  S    26 20 0  F                7445
DEFANT    66    1  S    26 20 1  F                7449
DEFANT    66    1  S    26 21 0  F                7378
DEFANT    66    1  S    26 21 1  F                7274
DEFANT    66    1  S    26 22 0  F                7137
DEFANT    66    1  S    26 22 1  F                6863
DEFANT    66    1  S    26 23 0  F                6454
DEFANT    66    1  S    26 23 1  F                5649
DEFANT    83    1  S    26  0 0  F                 857
DEFANT    83    1  S    26  0 1  F                 854
DEFANT    83    1  S    26  1 0  F                 851
DEFANT    83    1  S    26  1 1  F                 850
DEFANT    83    1  S    26  2 0  F                 850
DEFANT    83    1  S    26  2 1  F                 852
DEFANT    83    1  S    26  3 0  F                 853
DEFANT    83    1  S    26  3 1  F                 855
DEFANT    83    1  S    26  4 0  F                 857
DEFANT    83    1  S    26  4 1  F                 858
DEFANT    83    1  S    26  5 0  F                 860
DEFANT    83    1  S    26  5 1  F                 862
DEFANT    83    1  S    26  6 0  F                 863
DEFANT    83    1  S    26  6 1  F                 865
DEFANT    83    1  S    26  7 0  F                 867
DEFANT    83    1  S    26  7 1  F                1408
DEFANT    83    1  S    26  8 0  F                1413
DEFANT    83    1  S    26  8 1  F                1415
DEFANT    83    1  S    26  9 0  F                1417
DEFANT    83    1  S    26  9 1  F                1756
DEFANT    83    1  S    26 10 0  F                1757
DEFANT    83    1  S    26 10 1  F                1757
DEFANT    83    1  S    26 11 0  F                1756
DEFANT    83    1  S    26 11 1  F                1751
DEFANT    83    1  S    26 12 0  F                1747
DEFANT    83    1  S    26 12 1  F                1742
DEFANT    83    1  S    26 13 0  F                1738
DEFANT    83    1  S    26 13 1  F                1737
DEFANT    83    1  S    26 14 0  F                1741
DEFANT    83    1  S    26 14 1  F                1744
DEFANT    83    1  S    26 15 0  F                1747
DEFANT    83    1  S    26 15 1  F                1747
DEFANT    83    1  S    26 16 0  F                1747
DEFANT    83    1  S    26 16 1  F                1744
DEFANT    83    1  S    26 17 0  F                1739
DEFANT    83    1  S    26 17 1  F                1735
DEFANT    83    1  S    26 18 0  F                1730
DEFANT    83    1  S    26 18 1  F                1730
DEFANT    83    1  S    26 19 0  F                1733
DEFANT    83    1  S    26 19 1  F                1737
DEFANT    83    1  S    26 20 0  F                1740
DEFANT    83    1  S    26 20 1  F                1740
DEFANT    83    1  S    26 21 0  F                1735
DEFANT    83    1  S    26 21 1  F                1398
DEFANT    83    1  S    26 22 0  F                1392
DEFANT    83    1  S    26 22 1  F                1386
DEFANT    83    1  S    26 23 0  F                1382
DEFANT    83    1  S    26 23 1  F                1380
