& CONDICOES INICIAIS DAS UNIDADES                
&
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
CPLEXLOG
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0                 
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D T  TITULINFLX
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X  X  XXXXXXXXXX
  1  ANGRA 1        1    1      640.000   6360  0  0  2        640.
  4  ST.CRUZ 34     3    0        0.000  20972  0  0  0          0.
  4  ST.CRUZ 34     4    0        0.000  20972  0  0  0          0.
  9  R.SILVEIRA     1    0        0.000  20972  0  0  0          0.
  9  R.SILVEIRA     2    0        0.000  20972  0  0  0          0.
 12  CUIABA G CC    1    0        0.000   4320  0  0  0          0.
 12  CUIABA G CC    2    0        0.000   4824  0  0  0          0.
 12  CUIABA G CC    3    0        0.000   4848  0  0  0          0.
 13  ANGRA 2        1    1     1350.000   2357  0  0  2       1350.
 15  LINHARES       1    0        0.000   1146  0  0  0          0.
 15  LINHARES       2    0        0.000   1146  0  0  0          0.
 15  LINHARES       3    0        0.000    978  0  0  0          0.
 15  LINHARES       4    0        0.000    978  0  0  0          0.
 21  MARANHAO V     1    0        0.000   2999  0  0  0          0.
 24  J.LACERDA C    7    0        0.000    220  0  0  0          0.
 25  J.LACERDA B    5    1       80.010    187  1  0  3          0.
 25  J.LACERDA B    6    1       80.000    185  1  0  3          0.
 26  J.LACERDA A1   1    0        0.000   2975  0  0  0          0.
 26  J.LACERDA A1   2    0        0.000   3061  1  0  0          0.
 27  J.LACERDA A2   3    1       35.000    188  1  0  4          0.
 27  J.LACERDA A2   4    0        0.000    310  1  0  0          0.
 28  FIGUEIRA       1    0        0.000  20972  0  0  0          0.
 28  FIGUEIRA       3    0        0.000  20972  0  0  0          0.
 35  URUGUAIANA     1    0        0.000  20972  0  0  0          0.
 35  URUGUAIANA     2    0        0.000  20972  0  0  0          0.
 35  URUGUAIANA     3    0        0.000  20972  0  0  0          0.
 36  MARANHAO IV    1    0        0.000   2999  1  0  0          0.
 42  FORTALEZA      1    0        0.000  19465  0  0  0          0.
 42  FORTALEZA      2    0        0.000  19465  0  0  0          0.
 42  FORTALEZA      3    0        0.000   6096  0  0  0          0.
 43  TERMOBAHIA     1    0        0.000   3671  0  0  0          0.
 46  N.VENECIA 2    1    0        0.000   2999  1  0  0          0.
 47  TERMORIO       1    0        0.000   1656  0  0  0        155.
 47  TERMORIO       2    0        0.000    398  1  0  0        155.
 47  TERMORIO       3    0        0.000   5736  0  0  0        155.
 47  TERMORIO       4    0        0.000   4858  0  0  0        155.
 47  TERMORIO       5    0        0.000  18694  0  0  0        155.
 47  TERMORIO       6    0        0.000   2918  0  0  0        155.
 47  TERMORIO       7    0        0.000   4086  1  0  0        155.
 47  TERMORIO       8    0        0.000   3264  0  0  0        155.
 47  TERMORIO       9    0        0.000   3984  0  0  0        155.
 47  TERMORIO      10    0        0.000  18694  0  0  0        155.
